org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
CAMPBELL UNIVERSITY,0,1,0,244975,1,4.08188E-06
PSYCHOGENICS INC,0,1,0,234554,1,4.26323E-06
MOUNT HOLYOKE COLLEGE,0,1,0,227613,1,4.39323E-06
TRAVERA LLC,0,1,0,224410,1,4.45593E-06
WILLIAMS COLLEGE,0,1,0,220076,1,4.54368E-06
MEDICAL RESEARCH LABSGAMBIA,0,1,0,212174,1,4.71289E-06
NORTHERN KENTUCKY UNIVERSITY,0,1,0,203100,1,4.92344E-06
HEMATOLOGICS INC,0,1,0,192389,1,5.19753E-06
SEATTLE UNIVERSITY,0,1,0,183852,1,5.43886E-06
STONY BROOK BIOTECHNOLOGY,0,1,0,178894,1,5.58959E-06
FANCONI ANEMIA RESEARCH FUND INC,0,1,0,174212,1,5.7398E-06
KAPIOLANI MEDICAL CENTERWOMENCHILDRN,0,1,0,169534,1,5.89817E-06
XEME BIOPHARMA INC,0,1,0,167401,1,5.97332E-06
VETERANS BIOMEDICAL RESEARCH INSTITUTE,0,1,0,162000,1,6.17246E-06
UNIV HOSP MEDICAL FACULTY HEIDELBERG,0,1,0,159156,1,6.28275E-06
VANDALIA RESEARCH INC,0,1,0,153311,1,6.52226E-06
KESSLER MEDICAL REHAB RES EDUC CORP,0,1,0,153000,1,6.53552E-06
RFE PHARMA INC,0,1,0,151994,1,6.57877E-06
WESTERN MICHIGAN UNIVERSITY,0,1,0,151000,1,6.62208E-06
CALIBRANT BIOSYSTEMS INC,0,1,0,145250,1,6.88421E-06
PACHYONYCHIA CONGENITA PROJECT,0,1,0,140000,1,7.14235E-06
WELT BIOMOLECULAR PHARMACEUTICAL LLC,0,1,0,127330,1,7.85299E-06
INDUSTRIAL SCIENCE TECHNOLOGY NETWORK,0,1,0,124083,1,8.05847E-06
ENDOCYTE INC,0,1,0,124008,1,8.06335E-06
DYSTONIA MEDICAL RESEARCH FOUNDATION,0,1,0,120000,1,8.33264E-06
EASTERN ILLINOIS UNIVERSITY,0,1,0,118970,1,8.40477E-06
BRYN MAWR COLLEGE,0,1,0,114547,1,8.72928E-06
GUNDERSEN LUTHERAN MEDICAL FOUNDATION,0,1,0,108161,1,9.24462E-06
NATL HEPATOLOGYTROPICAL MED RES INST,0,1,0,108000,1,9.2584E-06
SECOND MILITARY MEDICAL UNIVERSITY,0,1,0,106434,1,9.39461E-06
ACCIUM BIOSCIENCES INC,0,1,0,102900,1,9.71723E-06
SYNZYME TECHNOLOGY INC,0,1,0,100000,1,9.999E-06
TERA BIOTECHNOLOGY CORPORATION,0,1,0,100000,1,9.999E-06
METAPHORE PHARMACEUTICALS INC,0,1,0,100000,1,9.999E-06
PATERNITY TESTING CORPORATION,0,1,0,100000,1,9.999E-06
MBC RESEARCH INC,0,1,0,100000,1,9.999E-06
PHYTOCEUTICA INC,0,1,0,100000,1,9.999E-06
AMPLISTAR INC,0,1,0,100000,1,9.999E-06
IOMAI CORPORATION,0,1,0,100000,1,9.999E-06
GENELABS TECHNOLOGIES INC,0,1,0,100000,1,9.999E-06
DIACELL INC,0,1,0,100000,1,9.999E-06
US DRUG TESTING LABORATORIES INC,0,1,0,99954,1,1.00036E-05
SIBTECH INC,0,1,0,99873,1,1.00117E-05
MICROMED INC,0,1,0,99712,1,1.00279E-05
AFFYMETRIX INC,0,1,0,98709,1,1.01298E-05
CP TECHNOLOGY LP,0,1,0,97924,1,1.0211E-05
CHAOTIC DYNAMICAL SYSTEMS,0,1,0,86994,1,1.14937E-05
US CENTERS FOR DISEASE CONTROL PREV,0,1,0,76944,1,1.29948E-05
MIDWESTERN UNIVERSITY GLENDALE AZ,0,1,0,75000,1,1.33316E-05
NATIONAL DOWN SYNDROME SOCIETY,0,1,0,72950,1,1.37061E-05
NAVROGEN INC,0,1,0,69000,1,1.44907E-05
BOWLING GREEN STATE UNIV BOWLING GREEN,0,1,0,62450,1,1.60102E-05
FOUNDATIONICHTHYOSIS RELATED SKIN YPES,0,1,0,60000,1,1.66639E-05
VIRION SYSTEMS INC,0,1,0,50000,1,1.9996E-05
ONCOTECH INC,0,1,0,50000,1,1.9996E-05
NATIONAL OSTEOPOROSIS FOUNDATION,0,1,0,50000,1,1.9996E-05
CANCER PREVENTION INSTITUTE,0,1,0,43710,1,2.28728E-05
UNITED LEUKODYSTROPHY FOUNDATION,0,1,0,39000,1,2.56345E-05
APLASTIC ANEMIA  MDS INTERNATIONAL FDN,0,1,0,35000,1,2.85633E-05
NATIONAL FDNECTODERMAL DYSPLASIAS,0,1,0,35000,1,2.85633E-05
PENNSYLVANIA HOSPITAL PHILADELPHIA,0,1,0,33813,1,2.95657E-05
AARMEDIS INC,0,1,0,26000,1,3.84468E-05
UNIVERSITY OF LOWELL,0,1,0,20063,1,4.98182E-05
AMERICAN CLEFT PALATE ASSOCIATION,0,1,0,17000,1,5.87889E-05
HOUSE RESEARCH INSTITUTE,0,1,0,15000,1,6.66223E-05
NATIONAL HOSPITAL FOR TROPICAL DISEASES,3,0,0,2651394,3,1.13148E-06
ALKEUS PHARMACEUTICALS INC,2,0,0,3827734,2,5.22501E-07
SONALASENSE INC,2,0,0,3171820,2,6.30551E-07
DISCOVERY LABORATORIES INC,1,0,0,5391539,1,1.85475E-07
WINDTREE THERAPEUTICS INC,1,0,0,5287348,1,1.8913E-07
SILOAM VISION INC,1,0,0,3814270,1,2.62173E-07
INFECTIOUS DISEASES INSTITUTE,1,0,0,3188082,1,3.13667E-07
COLLEGE OF HEALTH SCIS UNIV OF ZIMBABWE,1,0,0,3096523,1,3.22942E-07
NASONI LLC,1,0,0,2395999,1,4.17361E-07
RADIANT CREATIVE GROUP LLC,1,0,0,2234978,1,4.4743E-07
SHAPE MEDICAL SYSTEMS INC,1,0,0,2068186,1,4.83513E-07
CHEMOCENTRYX INC,1,0,0,2000000,1,4.99998E-07
RHYTHM PHARMACEUTICALS INC,1,0,0,1998706,1,5.00321E-07
ACUCELA INC,1,0,0,1633917,1,6.12022E-07
THERABIONIC INC,1,0,0,1059091,1,9.44197E-07
ARMGO PHARMA INC,1,0,0,1000000,1,9.9999E-07
EYSZ INC,1,0,0,999734,1,1.00026E-06
CHEMIGEN INC,1,0,0,972364,1,1.02841E-06
HEALTHPARTNERS INSTITUTE,1,0,0,820948,1,1.21809E-06
EDIMER PHARMACEUTICALS INC,1,0,0,800000,1,1.24998E-06
ABILITECH MEDICAL INC,1,0,0,479604,1,2.08501E-06
HHT FOUNDATION INTERNATIONAL INC,1,0,0,478508,1,2.08979E-06
DALHOUSIE UNIVERSITY,1,0,0,145720,1,6.86201E-06
KERAMED INC,1,0,0,136962,1,7.30076E-06
LEIDOS BIOMEDICAL RESEARCH INC,0,0,0,109658333,0,0
XOMA CORPORATION,0,0,0,58154002,0,0
INTRALYTIX INC,0,0,0,45892840,0,0
UGANDA VIRUS RESEARCH INSTITUTE,0,0,0,45733105,0,0
ACURASTEM INC,0,0,0,28490419,0,0
NATIONAL HEALTH LABORATORY SERVICE,0,0,0,16372160,0,0
PROFECTUS BIOSCIENCES INC,0,0,0,15203107,0,0
RADIKAL THERAPEUTICS INC,0,0,0,13347663,0,0
MIDWEST RESEARCH INSTITUTE,0,0,0,12919845,0,0
CELLECTAR BIOSCIENCES INC,0,0,0,11977952,0,0
STATEGICS INC,0,0,0,11346616,0,0
VENATORX PHARMACEUTICALS INC,0,0,0,11125780,0,0
OCTAGEN CORPORATION,0,0,0,10584771,0,0
AQUINNAH PHARMACEUTICALS INC,0,0,0,9840721,0,0
ISOPLEXIS INC,0,0,0,9744707,0,0
SYNAPTICURE INC,0,0,0,9701438,0,0
LIFESPLICE PHARMA LLC,0,0,0,9129693,0,0
EPIGEN BIOSCIENCES INC,0,0,0,8937946,0,0
CIRCUMVENT PHARMACEUTICALS INC,0,0,0,8637978,0,0
TGEN TECH LLC,0,0,0,8068080,0,0
PHAGEPRO INC,0,0,0,8052054,0,0
BIOMIMETIX JV LLC,0,0,0,8001629,0,0
ALDATU BIOSCIENCES INC,0,0,0,7681591,0,0
MALARIA CONSORTIUM,0,0,0,7486670,0,0
GENTEGRA LLC,0,0,0,7382960,0,0
MASIMO CORPORATION,0,0,0,7151193,0,0
ONCTERNAL THERAPEUTICS INC,0,0,0,6897789,0,0
ORPHI THERAPEUTICS INC,0,0,0,6577864,0,0
HELIXBIND INC,0,0,0,6571000,0,0
INTERCELL AG,0,0,0,6505821,0,0
IMMUSOFT CORPORATION,0,0,0,6485334,0,0
IN CYTU INC,0,0,0,6333214,0,0
AURO VACCINES LLC,0,0,0,6322011,0,0
ORIGENT DATA SCIENCES INC,0,0,0,6245828,0,0
EUTROPICS PHARMACEUTICALS INC,0,0,0,6198838,0,0
UNIVERSITY OF SYDNEY,0,0,0,6168460,0,0
ID FISH TECHNOLOGY INC,0,0,0,6129102,0,0
LEIDOS INC,0,0,0,6082891,0,0
AFFINIUM PHARMACEUTICALS INC,0,0,0,5859879,0,0
IMMUNEXT INC,0,0,0,5847771,0,0
VIA THERAPEUTICS LLC,0,0,0,5667191,0,0
PERLEGEN SCIENCES INC,0,0,0,5440363,0,0
U S CIVILIAN RESEARCH DEVELOPMENT FDN,0,0,0,5422996,0,0
TOCAGEN INC,0,0,0,5000000,0,0
SPECIFIC DIAGNOSTICS INC,0,0,0,4983752,0,0
RETIVUE,0,0,0,4971804,0,0
LOCKHEED MARTIN MGMT  SYS DESIGNERS INC,0,0,0,4951458,0,0
THERAPYX INC,0,0,0,4875920,0,0
WESTERN CONNECTICUT STATE UNIVERSITY,0,0,0,4553030,0,0
TENNESSEE STATE DEPARTMENT OF HEALTH,0,0,0,4524381,0,0
RELIANT GLYCOSCIENCES LLC,0,0,0,4487055,0,0
NOVOBIOTIC PHARMACEUTICALS LLC,0,0,0,4423583,0,0
PHASEBIO PHARMACEUTICALS INC,0,0,0,4340769,0,0
CROSSLIFE TECHNOLOGIES INC,0,0,0,4286502,0,0
VISIONQUEST BIOMEDICAL LLC,0,0,0,4221410,0,0
NATIONAL INSTITUTE OF MENTAL HEALTH AND NEUROSCIENCES,0,0,0,4203816,0,0
MAXWELL SENSORS INC,0,0,0,4199565,0,0
NATIONAL INSTITUTE OF MH  NEUROSCIENCES,0,0,0,4179984,0,0
BALANCE THERAPEUTICS INC,0,0,0,4134924,0,0
MIMETAS US INC,0,0,0,3986292,0,0
BELLBROOK LABS LLC,0,0,0,3963442,0,0
VIEWPOINT MOLECULAR TARGETING INC,0,0,0,3903350,0,0
ASHWINUSHAS CORPORATION INC,0,0,0,3861764,0,0
ORPHAGEN PHARMACEUTICALS,0,0,0,3840275,0,0
UNIVERSITY OF THE VALLEY OF GUATEMALA,0,0,0,3737202,0,0
SHASQI INC,0,0,0,3675606,0,0
ON TARGET LABORATORIES LLC,0,0,0,3598544,0,0
ANCORA PHARMACEUTICALS INC,0,0,0,3584736,0,0
TARGETED THERAPY TECHNOLOGIES LLC,0,0,0,3429464,0,0
XYLYX BIO INC,0,0,0,3397192,0,0
CAPRICOR INC,0,0,0,3366762,0,0
THEIA IMAGING LLC,0,0,0,3313822,0,0
SEASIDE THERAPEUTICS LLC,0,0,0,3313511,0,0
FIMBRION THERAPEUTICS INC,0,0,0,3190925,0,0
VERSAPEUTICS INC,0,0,0,3131811,0,0
LONG BEACH MEMORIAL MEDICAL CENTER,0,0,0,3026967,0,0
LP THERAPEUTICS INC,0,0,0,2999998,0,0
FLAG THERAPEUTICS INC,0,0,0,2999880,0,0
BLAZE BIOSCIENCE INC,0,0,0,2999098,0,0
BIOMEDOMICS INC,0,0,0,2976516,0,0
CHIRON SRL,0,0,0,2964515,0,0
PHARMAIN CORPORATION,0,0,0,2962833,0,0
CLEARNANO INC,0,0,0,2940309,0,0
COVANCE LABORATORIES INC,0,0,0,2844368,0,0
AMPLO BIOTECHNOLOGY INC,0,0,0,2842980,0,0
SANGUINA LLC,0,0,0,2836932,0,0
KDH RESEARCH AND COMMUNICATION INC,0,0,0,2801522,0,0
IQUUM INC,0,0,0,2762670,0,0
NOVORON BIOSCIENCE INC,0,0,0,2727782,0,0
LARIX BIOSCIENCE LLC,0,0,0,2710741,0,0
NANOPIN TECHNOLOGIES INC,0,0,0,2685056,0,0
OPHIREX INC,0,0,0,2683377,0,0
TREOVIR INC,0,0,0,2677170,0,0
VIETNAM NATIONAL LUNG HOSPITAL,0,0,0,2647110,0,0
IIT RESEARCH INSTITUTE,0,0,0,2634268,0,0
INTERNATIONAL SOCIETY OF TRAVEL MEDICINE,0,0,0,2620584,0,0
IDPHARMA LLC,0,0,0,2613680,0,0
ENZYME BY DESIGN INC,0,0,0,2592643,0,0
APREA THERAPEUTICS INC,0,0,0,2586615,0,0
THERANOSTEC INC,0,0,0,2583433,0,0
MACROGENICS INC,0,0,0,2538775,0,0
AFRICAN FIELD EPIDEMIOLOGY NETWORK LTD,0,0,0,2535248,0,0
MAGGIES PEARL LLC,0,0,0,2505880,0,0
ETHIOPIAN PUBLIC HEALTH ASSOCIATION,0,0,0,2499760,0,0
SALUS DISCOVERY LLC,0,0,0,2476752,0,0
ONCOIMMUNE INC,0,0,0,2470864,0,0
CALASIA PHARMACEUTICALS INC,0,0,0,2400000,0,0
AVM BIOTECHNOLOGY LLC,0,0,0,2399191,0,0
SPINCEUTICA INC,0,0,0,2376190,0,0
OASIS PHARMACEUTICALS,0,0,0,2335097,0,0
ADVANCED DIGITAL IMAGING RESEARCH LLC,0,0,0,2297673,0,0
CELL MICROSYSTEMS INC,0,0,0,2295432,0,0
AYUVIS RESEARCH INC,0,0,0,2285985,0,0
INFIXION BIOSCIENCE INC,0,0,0,2283856,0,0
GLYMPSE BIO INC,0,0,0,2274788,0,0
TEZCAT LABORATORIES LLC,0,0,0,2261713,0,0
ALBERT B SABIN VACCINE INSTITUTE,0,0,0,2247000,0,0
IRON HORSE DIAGNOSTICS INC,0,0,0,2242800,0,0
PEDIAMETRIX INC,0,0,0,2235394,0,0
SAFE WATER AND AIDS PROJECT SWAP,0,0,0,2222968,0,0
COGENTIS THERAPEUTICS INC,0,0,0,2210678,0,0
ARGUS COGNITIVE INC,0,0,0,2196850,0,0
FANNIN PARTNERS LLC,0,0,0,2168624,0,0
MATTHEWS MEDIA GROUP INC,0,0,0,2167502,0,0
MAAS BIOLAB INC,0,0,0,2128359,0,0
PRECISION VISION INC,0,0,0,2112838,0,0
CHROMOLOGIC LLC,0,0,0,2098051,0,0
ELDEC PHARMACEUTICALS INC,0,0,0,2072426,0,0
CAPTOZYME INC,0,0,0,2016248,0,0
KINARX LLC,0,0,0,1999996,0,0
KEYSTONE NANO INC,0,0,0,1999256,0,0
NOTA LABORATORIES LLC,0,0,0,1989169,0,0
WESTAT INC,0,0,0,1986886,0,0
SPERO THERAPEUTICS INC,0,0,0,1979792,0,0
LYNNTECH INC,0,0,0,1978958,0,0
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,0,0,0,1975637,0,0
MINNESOTA STATE DEPT OF HEALTH,0,0,0,1968310,0,0
FALCON THERAPEUTICS INC,0,0,0,1943077,0,0
SUS CLINICALS INC,0,0,0,1928552,0,0
KEPHERA DIAGNOSTICS LLC,0,0,0,1924658,0,0
MYELORX LLC,0,0,0,1917332,0,0
ARSENAL MEDICAL INC,0,0,0,1908752,0,0
JADEN BIOSCIENCE INC,0,0,0,1908452,0,0
CENTRE FOR INFECTIOUS DISEASE RESEARCH,0,0,0,1900000,0,0
DIVERGENCE INC,0,0,0,1868808,0,0
INSMED INC,0,0,0,1839040,0,0
PTC THERAPEUTICS INC,0,0,0,1793216,0,0
MESO SCALE DIAGNOSTICS LLC,0,0,0,1791969,0,0
EBIO,0,0,0,1777721,0,0
LIVERMORE INSTRUMENTS INC,0,0,0,1776063,0,0
GORDON RESEARCH CONFERENCES,0,0,0,1768218,0,0
SEVIDENT INC,0,0,0,1732956,0,0
VENTRIA BIOSCIENCE,0,0,0,1678322,0,0
IMMUNOPHOTONICS INC,0,0,0,1619852,0,0
TD THERAPEUTICS INC,0,0,0,1618550,0,0
ADVAC THERAPEUTIC LLC,0,0,0,1604968,0,0
ALEXION PHARMA INTERNATIONAL SARL,0,0,0,1600000,0,0
PROTEOTECH INC,0,0,0,1595447,0,0
ACCEL DIAGNOSTICS,0,0,0,1573227,0,0
AVIDBIOTICS CORPORATION,0,0,0,1568402,0,0
COGNITA LABS LLC,0,0,0,1552834,0,0
UNIVERSITY OF CAPE TOWN LUNG INSTITUTE,0,0,0,1543513,0,0
GLYCOSCIENTIFIC LLC,0,0,0,1528958,0,0
IFAKARA HEALTH INSTITUTE,0,0,0,1521000,0,0
METERA PHARMACEUTICALS INC,0,0,0,1515600,0,0
RIBOMETRIX LLC,0,0,0,1500946,0,0
CHRYSALIS BIOTHERAPEUTICS INC,0,0,0,1500152,0,0
INOTEK PHARMACEUTICALS CORPORATION,0,0,0,1489678,0,0
BIOTHERAPEUTICS INC,0,0,0,1427318,0,0
AXONIS THERAPEUTICS INC,0,0,0,1426925,0,0
MDI THERAPEUTICS INC,0,0,0,1405507,0,0
FIBROCELL TECHNOLOGIES INC,0,0,0,1394594,0,0
NYMIRUM INC,0,0,0,1386909,0,0
WESTERN RESEARCH COMPANY INC,0,0,0,1386517,0,0
TEGA THERAPEUTICS INC,0,0,0,1373402,0,0
GREFFEX INC,0,0,0,1349916,0,0
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,0,0,0,1334320,0,0
OCATA THERAPEUTICS INC,0,0,0,1325133,0,0
EXIMIUS DIAGNOSTICS CORP,0,0,0,1323218,0,0
LUCERNA INC,0,0,0,1313440,0,0
ILIAD BIOTECHNOLOGIES LLC,0,0,0,1309140,0,0
LAMASSU BIO INC,0,0,0,1304141,0,0
ROCKLAND IMMUNOCHEMICALS INC,0,0,0,1293316,0,0
CURTANA PHARMACEUTICALS INC,0,0,0,1275000,0,0
RESET THERAPEUTICS INC,0,0,0,1265182,0,0
GREAT LAKES HEMOPHILIA FOUNDATION INC,0,0,0,1259484,0,0
HAPLOMICS INC,0,0,0,1243788,0,0
LUNG THERAPEUTICS INC,0,0,0,1234554,0,0
ALBANY MOLECULAR RESEARCH INC,0,0,0,1223763,0,0
IMMUNOMEDICS INC,0,0,0,1204869,0,0
GEOVAX INC,0,0,0,1200000,0,0
SYNACTIX PHARMACEUTICALS INC,0,0,0,1199900,0,0
NANOCOMPOSIX INC,0,0,0,1198492,0,0
RARECYTE INC,0,0,0,1197734,0,0
MYOGENE BIO LLC,0,0,0,1188231,0,0
BIG EYE DIAGNOSTICS INC,0,0,0,1181042,0,0
MYOGENICA INC,0,0,0,1170876,0,0
DYNOCARDIA INC,0,0,0,1168681,0,0
KWAME NKRUMAH UNIVERSITYSCIENCETECH,0,0,0,1164078,0,0
APRICITY THERAPEUTICS INC,0,0,0,1159456,0,0
CASCADE THERAPEUTICS INC,0,0,0,1156500,0,0
INVOTEK INC,0,0,0,1136610,0,0
ASTERO ERADO INC,0,0,0,1132162,0,0
COVENANT THERAPEUTICS LLC,0,0,0,1120559,0,0
AXONIS INC,0,0,0,1109437,0,0
FIBROBIOLOGICS LLC,0,0,0,1102610,0,0
LUMINARY THERAPEUTICS INC,0,0,0,1095638,0,0
BIOAXONE BIOSCIENCES INC,0,0,0,1087310,0,0
IMMUNEONC THERAPEUTICS INC,0,0,0,1070000,0,0
CUMBERLAND PHARMACEUTICALS INC,0,0,0,1069742,0,0
AQUALUNG THERAPEUTICS CORP,0,0,0,1068613,0,0
ALTRAVAX INC,0,0,0,1065676,0,0
BRAIN INSIGHTS INC,0,0,0,1063834,0,0
QSTATE BIOSCIENCES INC,0,0,0,1055278,0,0
CHI ASSOCIATES INC,0,0,0,1050000,0,0
EPICYPHER INC,0,0,0,1048614,0,0
APT THERAPEUTICS INC,0,0,0,1044820,0,0
ILLEXCOR THERAPEUTICS LLC,0,0,0,1044033,0,0
QRUMPHARMA INC,0,0,0,1040612,0,0
MARKER THERAPEUTICS INC,0,0,0,1039500,0,0
DETECT BIOSCIENCES LLC,0,0,0,1038794,0,0
PEPPERPRINT GMBH,0,0,0,1037728,0,0
TB BIOSICENCES INC,0,0,0,1031604,0,0
GLIAMED INC,0,0,0,1015252,0,0
GELBCHEM LLC,0,0,0,1012206,0,0
RENEUROGEN LLC,0,0,0,1008564,0,0
MISSION BIO INC,0,0,0,1000002,0,0
NOMADICS INC,0,0,0,1000000,0,0
PHASE GENOMICS INC,0,0,0,1000000,0,0
SPATIAL GENOMICS INC,0,0,0,999999,0,0
STEMINA BIOMARKER DISCOVERY INC,0,0,0,999936,0,0
LUMEDICA INC,0,0,0,999897,0,0
ALTAY THERAPEUTICS INC,0,0,0,998528,0,0
ILUMINOS THERAPEUTICS LLC,0,0,0,997268,0,0
CENTIVAX INC,0,0,0,995570,0,0
MAXYGEN INC,0,0,0,995360,0,0
ACCUDAVA INC,0,0,0,994530,0,0
ABVACC INC,0,0,0,986248,0,0
BIOANALYTICAL SYSTEMS INC BASI,0,0,0,981475,0,0
MYCOS RESEARCH LLC,0,0,0,979118,0,0
SOUTHEAST TECHINVENTURES INC,0,0,0,977852,0,0
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,0,0,0,977309,0,0
SIGMOVIR BIOSYSTEMS INC,0,0,0,976160,0,0
GENZYME CORPORATION,0,0,0,973933,0,0
RESCINDO THERAPEUTICS INC,0,0,0,972456,0,0
FIBROGEN INC,0,0,0,968135,0,0
REACTIVE BIOSCIENCES INC,0,0,0,952800,0,0
CLEVELAND BIOLABS INC,0,0,0,950053,0,0
PHARMACOPEIA DRUG DISCOVERY INC,0,0,0,950000,0,0
AQUALUNG THERAPEUTICS CORP,0,0,0,941501,0,0
NATIONAL IMMUNIZATION PROGRAM,0,0,0,940823,0,0
JANSSEN RESEARCH  DEVELOPMENT LLC,0,0,0,936116,0,0
PALM THERAPEUTICS INC,0,0,0,934182,0,0
ENZERNA BIOSCIENCES LLC,0,0,0,928513,0,0
SPINEX INC,0,0,0,924592,0,0
STERLING RESEARCH CORPORATION,0,0,0,922412,0,0
DRI BIOSCIENCES CORPORATION,0,0,0,918135,0,0
VIRTICI LLC,0,0,0,912003,0,0
CELLULAR RESEARCH INC,0,0,0,910000,0,0
RADIOMED CORPORATION,0,0,0,907132,0,0
CHIMERA BIOTECHNOLOGY INC,0,0,0,905200,0,0
VERSATOPE THERAPEUTICS INC,0,0,0,900000,0,0
DISCOVERYBIOMED INC,0,0,0,900000,0,0
LAGRANGE SCIENTIFIC LLC,0,0,0,900000,0,0
UNANDUP LLC,0,0,0,899713,0,0
AFFINERGY LLC,0,0,0,898266,0,0
CALADRIUS BIOSCIENCES INC,0,0,0,895530,0,0
MALARVX INC,0,0,0,894900,0,0
MICROBPLEX INC,0,0,0,893981,0,0
ACADEMIC EDGE INC,0,0,0,892210,0,0
RXI PHARMACEUTICALS CORPORATION,0,0,0,889103,0,0
INHIPROT LLC,0,0,0,889062,0,0
PARASITE ID CORP,0,0,0,885330,0,0
MAINE MOLECULAR QUALITY CONTROLS INC,0,0,0,884690,0,0
CELLDEX THERAPEUTICS INC,0,0,0,876861,0,0
TIRANOFF PRODUCTIONS LLC,0,0,0,874963,0,0
CHIMERIC TECHNOLOGIES INC,0,0,0,873880,0,0
DESIGN THERAPEUTICS INC,0,0,0,870672,0,0
DMX INC,0,0,0,865145,0,0
MIDI INC,0,0,0,862957,0,0
NORTH CAROLINA CENTRAL UNIVERSITY,0,0,0,862376,0,0
PROMUTECH PHARMACEUTICALS INC,0,0,0,857376,0,0
LARGE SCALE BIOLOGY CORPORATION,0,0,0,857185,0,0
NEPHROS THERAPEUTICS INC,0,0,0,850000,0,0
MICROFAB TECHNOLOGIES INC,0,0,0,849906,0,0
ATHERSYS INC,0,0,0,838088,0,0
PROCRYSTA BIOLOGIX INC,0,0,0,829150,0,0
MESOSYSTEMS TECHNOLOGY INC,0,0,0,826254,0,0
BASE PAIR BIOTECHNOLOGIES INC,0,0,0,821014,0,0
GLAXOSMITHKLINE BIOLOGICALS,0,0,0,810000,0,0
ATUX ISKAY GROUP LLC,0,0,0,806500,0,0
PROVINCIAL HEALTH SERVICES AUTHORITY,0,0,0,806275,0,0
REGLAGENE LLC,0,0,0,803428,0,0
S AND P MEDICAL INC,0,0,0,801072,0,0
NANOVALENT PHARMACEUTICALS INC,0,0,0,800000,0,0
AIKILI BIOSYSTEMS INC,0,0,0,800000,0,0
ONTARIO CANCER INSTITUTE,0,0,0,800000,0,0
SEAK THERAPEUTICS LLC,0,0,0,799928,0,0
MICROVASCULAR THERAPEUTICS LLC,0,0,0,795194,0,0
SANICKA INC,0,0,0,793816,0,0
BATTELLE CENTERSPUB HLTH RES  EVALUATN,0,0,0,788868,0,0
EMOCHA MOBILE HEALTH INC,0,0,0,784742,0,0
REELIN THERAPEUTICS INC,0,0,0,779997,0,0
SOMAGENICS INC,0,0,0,779164,0,0
CIENCIA INC,0,0,0,778839,0,0
MAJESTIC THERAPEUTICS LLC,0,0,0,775023,0,0
GENPATHWAY INC,0,0,0,768700,0,0
AUTOMATED IMAGING DIAGNOSTICS LLC,0,0,0,755736,0,0
XEQUEL BIO INC,0,0,0,755532,0,0
CHEMDIV INC,0,0,0,750086,0,0
DANYA INTERNATIONAL INC,0,0,0,749996,0,0
DUNCAN TECHNOLOGIES INC,0,0,0,749658,0,0
PHOTONIC SENSOR SYSTEMS INC,0,0,0,747855,0,0
CHEROKEE NATION,0,0,0,747483,0,0
NOVOPYXIS INC,0,0,0,745755,0,0
OMNICYTE,0,0,0,745182,0,0
HEMOPHILIA OF GEORGIA INC,0,0,0,743571,0,0
MIRECULE INC,0,0,0,739212,0,0
ABZYME THERAPEUTICS LLC,0,0,0,730050,0,0
TECHNOLOGY COMMERCIALIZATION PARTNERS LLC,0,0,0,729432,0,0
CACTUS BIO LLC,0,0,0,729354,0,0
CORAUTUS GENETICS INC,0,0,0,724852,0,0
DNA MEDICINE INSTITUTE,0,0,0,724677,0,0
PROTOTEK,0,0,0,721764,0,0
CHILDRENS HOSPITAL MED CTR OF AKRON,0,0,0,707746,0,0
HUNTERIAN MEDICINE LLC,0,0,0,700000,0,0
ELF ZONE INC,0,0,0,699998,0,0
GENENDEAVOR LLC,0,0,0,699996,0,0
CMTX BIOTECH INC,0,0,0,691752,0,0
KALYPSYS INC,0,0,0,677272,0,0
ENABLE BIOSCIENCES INC,0,0,0,675000,0,0
MINNETRONIX INC,0,0,0,674928,0,0
VOXEL HEALTHCARE LLC,0,0,0,674178,0,0
VALERION THERAPEUTICS LLC,0,0,0,673364,0,0
MICROBIAL ID INC,0,0,0,666786,0,0
ALLIED INNOVATIVE SYSTEMS LLC,0,0,0,657312,0,0
SERACARE BIOSERVICES,0,0,0,644043,0,0
VERALOX THERAPEUTICS INC,0,0,0,638266,0,0
SENEB BIOSCIENCES INC,0,0,0,628682,0,0
NEW YORK STEM CELL FOUNDATION,0,0,0,626400,0,0
PEEL THERAPEUTICS INC,0,0,0,600930,0,0
ONCOSYNERGY INC,0,0,0,600000,0,0
LINNAEUS BIOSCIENCE INC,0,0,0,600000,0,0
PRAXIS BIOLOGICS INC,0,0,0,600000,0,0
QUERCUS MOLECULAR DESIGN LLC,0,0,0,600000,0,0
SYNERGYS BIOTHERAPEUTICS INC,0,0,0,600000,0,0
MEDICON INC,0,0,0,600000,0,0
HASENTECH LLC,0,0,0,600000,0,0
BIOMORPH TECHNOLOGIES LLC,0,0,0,600000,0,0
CYTOIMAGE INC,0,0,0,600000,0,0
ZYMERON CORPORATION,0,0,0,599998,0,0
MEDIOMICS LLC,0,0,0,599958,0,0
ITERION THERAPEUTICS INC ,0,0,0,599948,0,0
MABDX INC,0,0,0,599913,0,0
REGENEMED INC,0,0,0,599907,0,0
