GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0004987,Disorder,[Disease],Spondyloepiphyseal dysplasia congenita,"[Congenital spondyloepiphyseal dysplasia, SEDC, Spranger-Wiedemann disease]"
GARD:0004991,Disorder,[Disease],"Spondylometaphyseal dysplasia, 'corner fracture' type","[Spondylometaphyseal dysplasia, Sutcliffe type]"
GARD:0004993,Disorder,[Malformation syndrome],"Spondylometaphyseal dysplasia, Sedaghatian type",
GARD:0004994,Disorder,[Disease],Spondyloperipheral dysplasia-short ulna syndrome,
GARD:0004997,Disorder,[Disease],Familial spontaneous pneumothorax,
GARD:0005003,Disorder,[Disease],Sebocystomatosis,[Steatocystoma multiplex]
GARD:0005004,Disorder,[Malformation syndrome],Steatocystoma multiplex-natal teeth syndrome,
GARD:0005012,Disorder,[Morphological anomaly],Sternal cleft,"[Cleft sternum, Sternum bifidum]"
GARD:0005015,Disorder,[Disease],Steroid dehydrogenase deficiency-dental anomalies syndrome,[Lyngstadaas syndrome]
GARD:0005018,Subtype of disorder,[Clinical subtype],Stickler syndrome type 1,
GARD:0005020,Subtype of disorder,[Clinical subtype],Stickler syndrome type 2,
GARD:0005021,Disorder,[Malformation syndrome],Autosomal dominant otospondylomegaepiphyseal dysplasia,"[AD OSMED, Stickler syndrome type 3, Stickler syndrome, non-ocular type]"
GARD:0005023,Disorder,[Disease],Stiff person spectrum disorder,"[Moersch-Woltman syndrome, SMS, SPS, Stiff man syndrome]"
GARD:0005025,Disorder,[Disease],Stiff skin syndrome,
GARD:0005026,Disorder,[Malformation syndrome],Stimmler syndrome,
GARD:0005027,Disorder,[Malformation syndrome],Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome,[Stoelinga-de Koomen-Davis syndrome]
GARD:0005029,Disorder,[Malformation syndrome],Arthrogryposis-ectodermal dysplasia syndrome,[Stoll-Alembik-Finck syndrome]
GARD:0005034,Disorder,[Disease],Alpha delta granule deficiency,"[Alpha dense granule deficiency, Combined alpha-delta platelet storage pool deficiency]"
GARD:0005036,Disorder,[Malformation syndrome],Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,[Stratton-Garcia-Young syndrome]
GARD:0005040,Group of disorders,[Clinical group],Infantile bilateral striatal necrosis,"[IBSN, Infantile striatonigral degeneration, Infantile striatonigral necrosis]"
GARD:0005041,Disorder,[Disease],Autosomal dominant spastic paraplegia type 3,[Strümpell disease]
GARD:0005045,Disorder,[Malformation syndrome],Stüve-Wiedemann syndrome,"[Neonatal Schwartz-Jampel syndrome, SJS2, Schwartz-Jampel syndrome type 2, Stüve-Wiedemann dysplasia]"
GARD:0005049,Group of disorders,[Clinical group],Classic lissencephaly,[Lissencephaly type 1]
GARD:0005050,Subtype of disorder,[Clinical subtype],Subependymal nodular heterotopia,
GARD:0005051,Subtype of disorder,[Clinical subtype],Subpulmonary stenosis,
GARD:0005053,Disorder,[Disease],Isolated succinate-CoQ reductase deficiency,"[Isolated mitochondrial respiratory chain complex II deficiency, Isolated succinate dehydrogenase deficiency, Isolated succinate-coenzyme Q reductase deficiency, Isolated succinate-ubiquinone reductase deficiency]"
GARD:0005058,Disorder,[Morphological anomaly],Sugarman brachydactyly,[Sugarman-Hager-Kulik syndrome]
GARD:0005061,Disorder,[Disease],Multiple sulfatase deficiency,"[Juvenile sulfatidosis, Austin type, MSD, Mucosulfatidosis]"
GARD:0005062,Subtype of disorder,[Clinical subtype],Isolated sulfite oxidase deficiency,"[ISOD, Sulfocysteinuria]"
GARD:0005066,Disorder,[Malformation syndrome],Microphthalmia-ankyloblepharon-intellectual disability syndrome,"[MCOPS4, Syndromic microphthalmia type 4]"
GARD:0005068,Disorder,[Malformation syndrome],"46,XY complete gonadal dysgenesis","[46,XY CGD, 46,XY pure gonadal dysgenesis, Swyer syndrome]"
GARD:0005070,Disorder,[Disease],Symmetrical thalamic calcifications,[Bilateral symmetrical thalamic gliosis]
GARD:0005074,Disorder,[Morphological anomaly],Distal symphalangism,
GARD:0005077,Disorder,[Malformation syndrome],Symphalangism with multiple anomalies of hands and feet,[Learman syndrome]
GARD:0005081,Disorder,[Morphological anomaly],Syndactyly type 1,
GARD:0005084,Disorder,[Malformation syndrome],Cenani-Lenz syndrome,"[Cenani syndactyly, Cenani-Lenz syndactyly, Syndactyly type 7]"
GARD:0005087,Disorder,[Morphological anomaly],Syndactyly type 2,[Synpolydactyly]
GARD:0005088,Disorder,[Morphological anomaly],Syndactyly type 3,"[SD3, Syndactyly of fingers 4 and 5]"
GARD:0005089,Disorder,[Morphological anomaly],Syndactyly type 5,"[Postaxial syndactyly with metacarpal synostosis, SD5]"
GARD:0005090,Disorder,[Malformation syndrome],Syndactyly-polydactyly-ear lobe syndrome,
GARD:0005091,Disorder,[Malformation syndrome],Syngnathia-cleft palate syndrome,
GARD:0005092,Disorder,[Malformation syndrome],Dobrow syndrome,[Syngnathia-multiple anomalies syndrome]
GARD:0005100,Disorder,[Disease],Syringocystadenoma papilliferum,"[Fistulous vegetative verrucous hydradenoma, Naevus syringocystadenomatosus papilliferus, Papillary syringocystadenoma, SCAP, Syringadenoma papilliferum]"
GARD:0005104,Disorder,[Disease],Systemic primary carnitine deficiency,"[CDSP, CUD, Carnitine transporter defect, Carnitine uptake deficiency, Deficiency of plasma-membrane carnitine transporter, SPCD]"
GARD:0005116,Disorder,[Malformation syndrome],Thrombocytopenia-absent radius syndrome,[TAR syndrome]
GARD:0005120,Disorder,[Malformation syndrome],Microcephalic osteodysplastic primordial dwarfism types I and III,"[MOPD types I and III, Microcephalic osteodysplastic primordial dwarfism, Taybi-Linder type, Primordial microcephalic dwarfism, Crachami type, Taybi-Linder syndrome]"
GARD:0005121,Disorder,[Malformation syndrome],Otopalatodigital syndrome type 1,"[OPD I syndrome, OPD syndrome 1, Taybi syndrome]"
GARD:0005123,Disorder,[Malformation syndrome],Anonychia-microcephaly syndrome,[Teebi-Kaurah syndrome]
GARD:0005124,Disorder,[Malformation syndrome],Autosomal recessive faciodigitogenital syndrome,"[Aarskog-like syndrome, Facio-digito-genital syndrome, Kuwait type, Teebi-Naguib-Alawadi syndrome]"
GARD:0005125,Disorder,[Malformation syndrome],Teebi-Shaltout syndrome,
GARD:0005126,Disorder,[Malformation syndrome],Trigonocephaly-bifid nose-acral anomalies syndrome,
GARD:0005128,Disorder,[Malformation syndrome],Tel Hashomer camptodactyly syndrome,[Camptodactyly-muscular hypoplasia-skeletal anomalies-abnormal palmar creases syndrome]
GARD:0005133,Disorder,[Malformation syndrome],Piebald trait-neurologic defects syndrome,[Telfer-Sugar-Jaeger syndrome]
GARD:0005135,Disorder,[Disease],Familial temporal lobe epilepsy,
GARD:0005138,Disorder,[Disease],Frank-Ter Haar syndrome,[Ter Haar syndrome]
GARD:0005140,Disorder,[Disease],Embryonal carcinoma,
GARD:0005144,Disorder,[Disease],Tetanus,
GARD:0005148,Disorder,[Morphological anomaly],Tetra-amelia,[Total amelia]
GARD:0005151,Disorder,[Malformation syndrome],Tetraploidy,
GARD:0005153,Disorder,[Malformation syndrome],Inverted duplicated chromosome 15 syndrome,"[Duplication/inversion 15q11, Inv dup (15) syndrome, Isodicentric chromosome 15 syndrome, Non-distal tetrasomy 15q, Non-telomeric tetrasomy 15q, idic (15) syndrome]"
GARD:0005158,Disorder,[Malformation syndrome],Thakker-Donnai syndrome,[Dysmorphism-multiple structural anomalies syndrome]
GARD:0005170,Disorder,[Malformation syndrome],Progressive deafness with stapes fixation,"[Progressive hearing loss with stapes fixation, Stapedo-vestibular ankylosis, Thies-Reis syndrome]"
GARD:0005175,Disorder,[Malformation syndrome],Thomas syndrome,[Potter sequence-cleft lip/palate-cardiopathy syndrome]
GARD:0005176,Subtype of disorder,[Etiological subtype],X-linked thrombocytopenia with normal platelets,
GARD:0005177,Disorder,[Malformation syndrome],Hepatic fibrosis-renal cysts-intellectual disability syndrome,[Thompson-Baraitser syndrome]
GARD:0005180,Disorder,[Malformation syndrome],Thoracic dysplasia-hydrocephalus syndrome,
GARD:0005181,Disorder,[Malformation syndrome],Thoraco-abdominal enteric duplication,
GARD:0005184,Disorder,[Malformation syndrome],Thoracolaryngopelvic dysplasia,[Barnes syndrome]
GARD:0005186,Disorder,[Disease],KRT1-related diffuse nonepidermolytic keratoderma,[KRT1-related diffuse NEPPK]
GARD:0005188,Disorder,[Disease],Stormorken-Sjaastad-Langslet syndrome,"[Stormorken syndrome, Thrombocytopathy-asplenia-miosis syndrome]"
GARD:0005191,Subtype of disorder,[Etiological subtype],Thrombocytopenia 2,"[Thrombocytopenia, autosomal dominant, 2]"
GARD:0005194,Disorder,[Disease],Immune thrombocytopenia,"[ITP, Immune thrombocytopenic purpura]"
GARD:0005195,Disorder,[Disease],Familial thrombomodulin anomalies,
GARD:0005199,Disorder,[Malformation syndrome],Thumb deformity-alopecia-pigmentation anomaly syndrome,[Sparse hair-short stature-skin anomalies syndrome]
GARD:0005201,Group of disorders,[Category],Thymic epithelial neoplasm,"[TEN, Thymic epithelial tumor]"
GARD:0005202,Disorder,[Malformation syndrome],Thymic-renal-anal-lung dysplasia,
GARD:0005204,Disorder,[Morphological anomaly],Familial thyroglossal duct cyst,
GARD:0005206,Subtype of disorder,[Disease subtype],"Thyroid cancer, nonmedullary, 2",
GARD:0005210,Disorder,[Malformation syndrome],Absent tibia-polydactyly-arachnoid cyst syndrome,[Holmes-Collins syndrome]
GARD:0005216,Disorder,[Disease],Tick-borne encephalitis,[TBE]
GARD:0005221,Disorder,[Malformation syndrome],Hereditary neuropathy with liability to pressure palsies,"[Current pressure-sensitive neuropathy, HNPP, Heterozygous microdeletion 17p11.2p12, Potato-grubbing palsy, Tomaculous neuropathy, Tulip-bulb digger's palsy]"
GARD:0005225,Disorder,[Malformation syndrome],Toriello-Carey syndrome,[Corpus callosum agenesis-blepharophimosis-Robin sequence syndrome]
GARD:0005230,Disorder,[Malformation syndrome],Torticollis-keloids-cryptorchidism-renal dysplasia syndrome,
GARD:0005231,Disorder,[Disease],Skin fragility-woolly hair-palmoplantar keratoderma syndrome,[Skin fragility-woolly hair-palmoplantar hyperkeratosis syndrome]
GARD:0005232,Disorder,[Malformation syndrome],Weismann-Netter syndrome,"[Anterior bowing of legs with dwarfism, WNS, Weismann-Netter-Stuhl syndrome]"
GARD:0005233,Disorder,[Morphological anomaly],Tracheal agenesis,
GARD:0005235,Disorder,[Disease],Tracheobronchopathia osteochondroplastica,[Tracheopathia osteoplastica]
GARD:0005237,Disorder,[Malformation syndrome],Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,
GARD:0005238,Disorder,[Disease],X-linked intellectual disability-seizures-psoriasis syndrome,[Tranebjaerg-Svejgaard syndrome]
GARD:0005243,Disorder,[Disease],Autosomal dominant optic atrophy plus syndrome,"[DOA+, Optic atrophy-deafness-polyneuropathy-myopathy syndrome, Optic atrophy-hearing loss-polyneuropathy-myopathy syndrome]"
GARD:0005250,Disorder,[Disease],Trichinellosis,[Trichinosis]
GARD:0005258,Disorder,[Disease],Syndromic diarrhea,"[Phenotypic diarrhea, SD/THE, Syndromic diarrhea/Tricho-hepato-enteric syndrome, Tricho-hepato-enteric syndrome, Trichohepatoenteric syndrome]"
GARD:0005261,Disorder,[Malformation syndrome],Trichodysplasia-xeroderma syndrome,
GARD:0005263,Disorder,[Disease],Trichofolliculoma,
GARD:0005266,Disorder,[Malformation syndrome],Trichomegaly-retina pigmentary degeneration-dwarfism syndrome,"[Long eyelashes-intellectual disability syndrome, Oliver-McFarlane syndrome]"
GARD:0005267,Disorder,[Malformation syndrome],Trichoodontoonychial dysplasia,[Trichoodontoonychial dysplasia with bone deficiency in frontoparietal region]
GARD:0005270,Subtype of disorder,[Disease subtype],"Trichothiodystrophy 1, photosensitive","[pibids syndrome, tay syndrome, trichothiodystrophy with congenital ichthyosis, ichthyosiform erythroderma with hair abnormality and mental and growth retardation, Trichothiodystrophy, photosensitive]"
GARD:0005271,Subtype of disorder,[Disease subtype],"Trichothiodystrophy 4, nonphotosensitive","[trichothiodystrophy-neurocutaneous syndrome, bids syndrome, amish brittle hair brain syndrome, hair-brain syndrome, Trichothiodystrophy, nonphotosensitive 1, pollitt syndrome]"
GARD:0005274,Disorder,[Morphological anomaly],Tricuspid atresia,
GARD:0005279,Disorder,[Malformation syndrome],Baraitser-Winter cerebrofrontofacial syndrome,
GARD:0005286,Disorder,[Morphological anomaly],Triopia,
GARD:0005287,Disorder,[Disease],Triose phosphate-isomerase deficiency,
GARD:0005289,Disorder,[Morphological anomaly],Polydactyly of a triphalangeal thumb,"[PPD2, Preaxial polydactyly type 2]"
GARD:0005290,Disorder,[Malformation syndrome],Triphalangeal thumbs-brachyectrodactyly syndrome,[Carnevale-Hernández-del Castillo syndrome]
GARD:0005295,Disorder,[Malformation syndrome],Triploidy,
GARD:0005299,Disorder,[Malformation syndrome],Trisomy 10p,
GARD:0005304,Disorder,[Malformation syndrome],Mosaic trisomy 12,"[Mosaic trisomy chromosome 12, Trisomy 12 mosaicism]"
GARD:0005305,Disorder,[Malformation syndrome],Trisomy 12p,[Duplication 12p]
GARD:0005313,Disorder,[Malformation syndrome],Mosaic trisomy 15,"[Mosaic trisomy chromosome 15, Trisomy 15 mosaicism]"
GARD:0005317,Disorder,[Malformation syndrome],Mosaic trisomy 17,"[Mosaic trisomy chromosome 17, Trisomy 17 mosaicism]"
GARD:0005318,Disorder,[Malformation syndrome],Trisomy 17p,[Dup(17p)]
GARD:0005323,Disorder,[Malformation syndrome],Trisomy 18p,"[Duplication 18p, Duplication of the short arm of chromosome 18, Trisomy of the short arm of chromosome 18]"
GARD:0005331,Disorder,[Malformation syndrome],Mosaic trisomy 2,"[Mosaic trisomy chromosome 2, Trisomy 2 mosaicism]"
GARD:0005333,Disorder,[Malformation syndrome],Trisomy 20p,"[Dup(20p), Duplication of 20p, Partial duplication of chromosome 20p, Partial duplication of the short arm of chromosome 20, Partial trisomy of chromosome 20p, Partial trisomy of the short arm of chromosome 20]"
GARD:0005342,Disorder,[Malformation syndrome],Mosaic trisomy 3,"[Mosaic trisomy chromosome 3, Trisomy 3 mosaicism]"
GARD:0005354,Disorder,[Malformation syndrome],Mosaic trisomy 7,"[Mosaic trisomy chromosome 7, Trisomy 7 mosaicism]"
GARD:0005359,Disorder,[Malformation syndrome],Mosaic trisomy 8,"[Mosaic trisomy chromosome 8, Trisomy 8 mosaicism, Warkany syndrome]"
GARD:0005362,Disorder,[Malformation syndrome],Trisomy 8q,[Duplication 8q]
GARD:0005372,Disorder,[Disease],Autosomal recessive spastic paraplegia type 20,"[Childhood-onset spastic paraparesis-distal muscle wasting syndrome, SPG20, Troyer syndrome]"
GARD:0005388,Disorder,[Disease],Transient tyrosinemia of the newborn,[Transient tyrosinemia of the neonate]
GARD:0005392,Disorder,[Disease],Galactose epimerase deficiency,"[Epimerase deficiency galactosemia, GALE deficiency, GALE-D, Galactosemia type 3, UDP-galactose-4-epimerase deficiency, Uridine diphosphate galactose-4-epimerase deficiency]"
GARD:0005393,Disorder,[Morphological anomaly],Uhl anomaly,
GARD:0005394,Disorder,[Malformation syndrome],Ulbright-Hodes syndrome,"[Renal dysplasia-limb defects syndrome, Renal dysplasia-mesomelia-radiohumeral fusion syndrome]"
GARD:0005395,Disorder,[Disease],Ulerythema ophryogenesis,
GARD:0005398,Disorder,[Malformation syndrome],Ulna hypoplasia-intellectual disability syndrome,
GARD:0005400,Disorder,[Malformation syndrome],Ulnar hypoplasia-split foot syndrome,"[Ulnar hypoplasia-lobster-claw deformity of feet syndrome, Van den Berghe-Dequecker syndrome]"
GARD:0005403,Disorder,[Malformation syndrome],Umbilical cord ulceration-intestinal atresia syndrome,
GARD:0005404,Disorder,[Disease],Uncombable hair syndrome,[Pili trianguli et canaliculi]
GARD:0005408,Subtype of disorder,[Clinical subtype],17q11 microdeletion syndrome,"[Del(17)(q11), Monosomy 17q11, NF1 microdeletion syndrome, Neurofibromatosis type 1 microdeletion syndrome]"
GARD:0005409,Subtype of disorder,[Etiological subtype],Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,[UPD(14)pat]
GARD:0005421,Disorder,[Malformation syndrome],Upington disease,[Hip dysplasia-enchondromata-ecchondroma syndrome]
GARD:0005425,Disorder,[Morphological anomaly],Urachal cyst,
GARD:0005426,Disorder,[Malformation syndrome],Urban-Rogers-Meyer syndrome,"[Intellectual disability-short stature-hand contractures-genital anomalies syndrome, Prader-Willi habitus-osteopenia-camptodactyly syndrome]"
GARD:0005427,Disorder,[Malformation syndrome],Hereditary mucoepithelial dysplasia,[Urban-Schosser-Spohn syndrome]
GARD:0005429,Disorder,[Disease],Hereditary orotic aciduria,"[Orotidylic decarboxylase deficiency, Uridine monophosphate synthetase deficiency]"
GARD:0005430,Disorder,[Malformation syndrome],Müllerian derivatives-lymphangiectasia-polydactyly syndrome,[Urioste syndrome]
GARD:0005435,Subtype of disorder,[Clinical subtype],Usher syndrome type 1,[USH1]
GARD:0005436,Subtype of disorder,[Clinical subtype],"Usher syndrome, type i","[retinitis pigmentosa and congenital deafness, Us1]"
GARD:0005437,Subtype of disorder,[Clinical subtype],"Usher syndrome, type ic","[Usher syndrome, type i, acadian variety]"
GARD:0005438,Subtype of disorder,[Clinical subtype],"Usher syndrome, type id",
GARD:0005439,Subtype of disorder,[Clinical subtype],"Usher syndrome, type ie",
GARD:0005440,Subtype of disorder,[Clinical subtype],Usher syndrome type 2,[USH2]
GARD:0005442,Subtype of disorder,[Clinical subtype],Usher syndrome type 3,[USH3]
GARD:0005443,Disorder,[Malformation syndrome],VACTERL/VATER association,"[VACTERL association, VATER association]"
GARD:0005445,Disorder,[Malformation syndrome],Mayer-Rokitansky-Küster-Hauser syndrome,"[MRKH syndrome, Rokitansky syndrome]"
GARD:0005447,Disorder,[Malformation syndrome],Fetal valproate spectrum disorder,"[Fetal valproate syndrome, Fetal valproic acid syndrome, Valproic acid embryopathy]"
