,Gene,Disease
9847,tcf4,ORPHA:98974
9848,tcf-4,
9849,tcf7l2,ORPHA:528084
9850,transcription factor 7-like 2,
9851,cadherin-1,
9852,cam 120/80,
9853,cd_antigen=cd324,
9854,cdh1,ORPHA:1997
9855,cdhe,
9856,e-cad/ctf1,
9857,e-cad/ctf2,
9858,e-cad/ctf3,
9859,e-cadherin,
9860,epithelial cadherin,
9861,uvo,
9862,uvomorulin,
9863,calvasculin,
9864,capl,
9865,metastasin,
9866,mts1,
9867,placental calcium-binding protein,
9868,protein mts1,
9869,protein s100-a4,
9870,s100a4,
9871,s100 calcium-binding protein a4,
9872,atp receptor,
9873,p2rx1,
9874,p2x1,
9875,p2x1,
9876,p2x purinoceptor 1,
9877,purinergic receptor,
9878,atp receptor,
9879,p2rx4,
9880,p2x4,
9881,p2x purinoceptor 4,
9882,purinergic receptor,
9883,atp receptor,
9884,p2rx2,ORPHA:90635
9885,p2x2,
9886,p2x2,
9887,p2x purinoceptor 2,
9888,purinergic receptor,
9889,atp receptor,
9890,p2rx6,
9891,p2rxl1,
9892,p2x6,
9893,p2x6,
9894,p2xm,
9895,p2x purinoceptor 6,
9896,purinergic receptor,
9897,purinergic receptor p2x-like 1,
9898,atp receptor,
9899,p2rx3,
9900,p2x3,
9901,p2x purinoceptor 3,
9902,purinergic receptor,
9903,atp receptor,
9904,p2rx7,ORPHA:67038
9905,p2x7,
9906,p2x purinoceptor 7,
9907,p2z receptor,
9908,purinergic receptor,
9909,atp receptor,
9910,p2rx5,
9911,p2x5,
9912,p2x5,
9913,p2x purinoceptor 5,
9914,purinergic receptor,
9915,slc18a3,ORPHA:98914
9916,solute carrier family 18 member 3,
9917,vacht,
9918,vacht,
9919,vesicular acetylcholine transporter,
9920,cdk5 activator 1,
9921,cdk5r,
9922,cdk5r1,
9923,cyclin-dependent kinase 5 activator 1,
9924,"cyclin-dependent kinase 5 activator 1, p25",
9925,"cyclin-dependent kinase 5 activator 1, p35",
9926,cyclin-dependent kinase 5 regulatory subunit 1,
9927,nck5a,
9928,p23,
9929,p25,
9930,p35,
9931,tau protein kinase ii 23 kda subunit,
9932,tpkii regulatory subunit,
9933,1.14.11.68,
9934,histone demethylase utx,
9935,[histone h3]-trimethyl-l-lysine(27) demethylase 6a,
9936,kdm6a,ORPHA:2322
9937,lysine-specific demethylase 6a,
9938,ubiquitously-transcribed tpr protein on the x chromosome,
9939,ubiquitously-transcribed x chromosome tetratricopeptide repeat protein,
9940,utx,
9941,3.1.3.16,
9942,pp2c-gamma,
9943,ppm1c,
9944,ppm1g,
9945,protein phosphatase 1c,
9946,protein phosphatase 1g,
9947,protein phosphatase 2c isoform gamma,
9948,protein phosphatase magnesium-dependent 1 gamma,
9949,cdc45,ORPHA:2554
9950,cdc45l,
9951,cdc45l2,
9952,cell division control protein 45 homolog,
9953,porc-pi-1,
9954,2.7.11.1,
9955,hlkb1,
9956,liver kinase b1,
9957,lkb1,
9958,lkb1,
9959,pjs,
9960,renal carcinoma antigen ny-ren-19,
9961,serine/threonine-protein kinase stk11,
9962,stk11,ORPHA:2869
9963,lyk5,
9964,serologically defined breast cancer antigen ny-br-96,
9965,ste20-related adapter protein,
9966,ste20-related kinase adapter protein alpha,
9967,strad,
9968,strada,ORPHA:500533
9969,strad alpha,
9970,cab39,
9971,calcium-binding protein 39,
9972,mo25 ,
9973,mo25alpha,
9974,protein mo25,
9975,3.6.5.2,
9976,gtpase nras,
9977,hras1,
9978,nras,ORPHA:648
9979,transforming protein n-ras,
9980,2.7.10.1,
9981,cd_antigen=cd309,
9982,fetal liver kinase 1,
9983,flk1,
9984,flk-1,
9985,kdr,ORPHA:464293
9986,kdr,ORPHA:464293
9987,kinase insert domain receptor,
9988,protein-tyrosine kinase receptor flk-1,
9989,vascular endothelial growth factor receptor 2,
9990,vegfr2,
9991,vegfr-2,
9992,protein g7,
9993,pvhl,
9994,vhl,ORPHA:29072
9995,von hippel-lindau disease tumor suppressor,
9996,2.7.11.17,
9997,calcium/calmodulin-dependent protein kinase type 1d,
9998,camk1d,
9999,camkid,
10000,camkid,
10001,cam-ki delta,
10002,camki delta,
10003,camki-like protein kinase,
10004,cam kinase id,
10005,cam kinase i delta,
10006,cklik,
10007,2.4.2.-,
10008,2.4.2.30,
10009,adp-ribosyltransferase diphtheria toxin-like 2,
10010,adprt2,
10011,adprt-2,
10012,adprtl2,
10013,artd2,
10014,dna adp-ribosyltransferase parp2,
10015,hparp-2,
10016,nad(+) adp-ribosyltransferase 2,
10017,padprt-2,
10018,parp2,
10019,parp-2,
10020,poly [adp-ribose] polymerase 2,
10021,poly[adp-ribose] synthase 2,
10022,protein poly-adp-ribosyltransferase parp2,
10023,synonyms=adprt2,
10024,arch,
10025,protein archease,
10026,protein zbtb8os,
10027,zbtb8os,
10028,zinc finger and btb domain-containing opposite strand protein 8,
10029,2.3.2.27,
10030,double minute 2 protein,
10031,e3 ubiquitin-protein ligase mdm2,
10032,hdm2,
10033,mdm2,ORPHA:524
10034,oncoprotein mdm2,
10035,p53-binding protein mdm2,
10036,ring-type e3 ubiquitin transferase mdm2,
10037,crbn,ORPHA:88616
10038,protein cereblon,
10039,damage-specific dna-binding protein 1,
10040,ddb1,OMIM:619426
10041,ddba,
10042,ddb p127 subunit,
10043,dna damage-binding protein 1,
10044,dna damage-binding protein a,
10045,hbv x-associated protein 1,
10046,uv-damaged dna-binding factor,
10047,uv-damaged dna-binding protein 1,
10048,uv-ddb 1,
10049,xap1,
10050,xap-1,
10051,xeroderma pigmentosum group e-complementing protein,
10052,xpce,
10053,xpe-bf,
10054,xpe-binding factor,
10055,crbn,ORPHA:88616
10056,protein cereblon,
10057,damage-specific dna-binding protein 1,
10058,ddb1,OMIM:619426
10059,ddba,
10060,ddb p127 subunit,
10061,dna damage-binding protein 1,
10062,dna damage-binding protein a,
10063,hbv x-associated protein 1,
10064,uv-damaged dna-binding factor,
10065,uv-damaged dna-binding protein 1,
10066,uv-ddb 1,
10067,xap1,
10068,xap-1,
10069,xeroderma pigmentosum group e-complementing protein,
10070,xpce,
10071,xpe-bf,
10072,xpe-binding factor,
10073,somatostatin receptor type 2,
10074,srif-1,
10075,ss2r,
10076,ss-2-r,
10077,ss2-r,
10078,sst2,
10079,sstr2,
10080,hdgf2,
10081,hdgf-2,
10082,hdgfl2,
10083,hdgf-related protein 2,
10084,hdgfrp2,
10085,hepatoma-derived growth factor 2,
10086,hepatoma-derived growth factor-related protein 2,
10087,hrp2,
10088,hrp-2,
10089,synonyms=hdgf2,
10090,6.1.1.16,
10091,cars,
10092,cars1,ORPHA:178342
10093,cysrs,
10094,"cysteine--trna ligase, cytoplasmic",
10095,cysteinyl-trna synthetase,
10096,2.7.11.22,
10097,cdk17,
10098,cell division protein kinase 17,
10099,cyclin-dependent kinase 17,
10100,pctaire2,
10101,pctaire-motif protein kinase 2,
10102,pctk2,
10103,serine/threonine-protein kinase pctaire-2,
10104,c10orf9,
10105,cbcp1,
10106,ccny,
10107,cfp1,
10108,cyclin box protein 1,
10109,cyclin fold protein 1,
10110,cyclin-x,
10111,cyclin-y,
10112,cyc-y,
10113,2.3.1.20,
10114,2.3.1.76,
10115,acyl-coa retinol o-fatty-acyltransferase,
10116,dgat1,ORPHA:329242
10117,diacylglycerol o-acyltransferase 1,
10118,diglyceride acyltransferase,
10119,2.7.11.1,
10120,cdc7,
10121,cdc7l1,
10122,cdc7-related kinase,
10123,cell division cycle 7-related protein kinase,
10124,hscdc7,
10125,hucdc7,
10126,bg37,
10127,gpbar1,
10128,g-protein coupled bile acid receptor 1,
10129,g-protein coupled receptor gpcr19,
10130,hbg37,
10131,hgpcr19,
10132,m-bar,
10133,membrane-type receptor for bile acids,
10134,tgr5,
10135,3.4.17.21,
10136,gcpiii,
10137,glutamate carboxypeptidase iii,
10138,naalad2,
10139,naaladase ii,
10140,n-acetylated-alpha-linked acidic dipeptidase 2,
10141,n-acetylated-alpha-linked acidic dipeptidase ii,
10142,2.4.1.17,
10143,hlug25,
10144,hyodeoxycholic acid-specific udpgt,
10145,udp-glucuronosyltransferase 2b4,
10146,udpgt 2b4,
10147,udpgth-1,
10148,ugt2b11,
10149,ugt2b4,
10150,ugt2b4,
10151,activator-recruited cofactor 130 kda component,
10152,arc130,
10153,arc130,
10154,cofactor required for sp1 transcriptional activation subunit 3,
10155,crsp3,
10156,crsp complex subunit 3,
10157,drip130,
10158,drip130,
10159,hsur-2,
10160,kiaa1216,
10161,med23,ORPHA:88616
10162,mediator complex subunit 23,
10163,mediator of rna polymerase ii transcription subunit 23,
10164,protein sur-2 homolog,
10165,sur2,
10166,transcriptional coactivator crsp130,
10167,vitamin d3 receptor-interacting protein complex 130 kda component,
10168,cd_antigen=cd51,
10169,integrin alpha-v,
10170,integrin alpha-v heavy chain,
10171,integrin alpha-v light chain,
10172,itgav,
10173,synonyms=msk8,
10174,vitronectin receptor,
10175,vitronectin receptor subunit alpha,
10176,vnra,
10177,vnra gn  ,
10178,integrin beta-8,
10179,itgb8,
10180,adgra1,
10181,adhesion g protein-coupled receptor a1,
10182,gpr123,
10183,g-protein coupled receptor 123,
10184,kiaa1828,
10185,2.1.1.-,
10186,2.1.1.37,
10187,cysteine methyltransferase dnmt3a,
10188,dna (cytosine-5)-methyltransferase 3a,
10189,dna methyltransferase hsaiiia,
10190,dna mtase hsaiiia,
10191,dnmt3a,ORPHA:276621
10192,dnmt3a,ORPHA:276621
10193,m.hsaiiia,
10194,dna (cytosine-5)-methyltransferase 3-like,
10195,dnmt3l,
10196,3.2.1.51,
10197,alpha-l-fucosidase 2,
10198,alpha-l-fucoside fucohydrolase 2,
10199,fuca2,
10200,plasma alpha-l-fucosidase,
10201,2.4.1.41,
10202,galnac-t14,
10203,galnt14,
10204,polypeptide galnac transferase 14,
10205,polypeptide n-acetylgalactosaminyltransferase 14,
10206,pp-gantase 14,
10207,protein-udp acetylgalactosaminyltransferase 14,
10208,udp-galnac:polypeptide n-acetylgalactosaminyltransferase 14,
10209,1.14.99.1,
10210,cox2,
10211,cox-2,
10212,cyclooxygenase-2,
10213,pghs-2,
10214,pgh synthase 2,
10215,phs ii,
10216,prostaglandin-endoperoxide synthase 2,
10217,prostaglandin g/h synthase 2,
10218,prostaglandin h2 synthase 2,
10219,ptgs2,
10220,synonyms=cox2,
10221,1.14.99.1,
10222,cox1,
10223,cox-1,
10224,cyclooxygenase-1,
10225,pghs-1,
10226,pgh synthase 1,
10227,phs 1,
10228,prostaglandin-endoperoxide synthase 1,
10229,prostaglandin g/h synthase 1,
10230,prostaglandin h2 synthase 1,
10231,ptgs1,
10232,synonyms=cox1,
10233,hair keratin k2.10,
10234,k83,
10235,keratin-83,
10236,"keratin, type ii cuticular hb3",
10237,krt83,ORPHA:573
10238,krthb3,
10239,type ii hair keratin hb3,
10240,type-ii keratin kb23,
10241,5-ht1d,
10242,5-ht-1d,
10243,5-ht-1d-alpha,
10244,5-hydroxytryptamine receptor 1d,
10245,htr1d,
10246,htr1da,
10247,htrl,
10248,serotonin 1d alpha receptor,
10249,serotonin receptor 1d,
10250,repulsive guidance molecule a,
10251,rgm,
10252,rgma,
10253,rgm domain family member a,
10254,3.1.3.48,
10255,hcp,
10256,hematopoietic cell protein-tyrosine phosphatase,
10257,protein-tyrosine phosphatase 1c,
10258,protein-tyrosine phosphatase shp-1,
10259,ptp1c,
10260,ptp-1c,
10261,ptpn6,
10262,sh-ptp1,
10263,tyrosine-protein phosphatase non-receptor type 6,
10264,3.1.3.1,
10265,"alkaline phosphatase, germ cell type",
10266,alkaline phosphatase nagao isozyme,
10267,"alkaline phosphatase, placental-like",
10268,alp-1,
10269,alpg,
10270,alppl,
10271,alppl2,
10272,gcap,
10273,germ cell alkaline phosphatase,
10274,placental alkaline phosphatase-like,
10275,plap-like,
10276,synonyms=alppl,
10277,gaba(a) receptor subunit alpha-1,
10278,gabra1,ORPHA:33069
10279,gamma-aminobutyric acid receptor subunit alpha-1,
10280,gaba(a) receptor subunit beta-2,
10281,gabrb2,ORPHA:442835
10282,gamma-aminobutyric acid receptor subunit beta-2,
10283,gaba(a) receptor subunit gamma-2,
10284,gabrg2,ORPHA:33069
10285,gamma-aminobutyric acid receptor subunit gamma-2,
10286,gaba(a) receptor subunit alpha-2,
10287,gabra2,ORPHA:442835
10288,gamma-aminobutyric acid receptor subunit alpha-2,
10289,2.7.7.49,
10290,est2,
10291,hest2,
10292,tcs1,
10293,telomerase-associated protein 2,
10294,telomerase catalytic subunit,
10295,telomerase reverse transcriptase,
10296,tert,ORPHA:1775
10297,tp2,
10298,trt,
10299,adra2a,OMIM:620679
10300,adra2r,
10301,adrar,
10302,alpha-2a adrenergic receptor,
10303,alpha-2a adrenoceptor,
10304,alpha-2a adrenoreceptor,
10305,alpha-2aar,
10306,alpha-2 adrenergic receptor subtype c10,
10307,3.4.22.57,
10308,casp4,
10309,casp-4,
10310,caspase-4,
10311,caspase-4 subunit p10,
10312,caspase-4 subunit p20,
10313,ice and ced-3 homolog 2,
10314,ice(rel)-ii,
10315,ich2,
10316,ich-2,
10317,mih1,
10318,protease tx,
10319,synonyms=ich2,
10320,3.4.22.62,
10321,apaf-3,
10322,apoptotic protease-activating factor 3,
10323,apoptotic protease mch-6,
10324,casp9,
10325,casp-9,
10326,caspase-9,
10327,caspase-9 subunit p10,
10328,caspase-9 subunit p35,
10329,ice-lap6,
10330,ice-like apoptotic protease 6,
10331,mch6,
10332,3.4.22.56,
10333,apopain,
10334,casp3,
10335,casp-3,
10336,caspase-3,
10337,caspase-3 subunit p12,
10338,caspase-3 subunit p17,
10339,cpp32,
10340,cpp-32,
10341,cysteine protease cpp32,
10342,protein yama,
10343,sca-1,
10344,srebp cleavage activity 1,
10345,3.4.22.58,
10346,casp5,
10347,casp-5,
10348,caspase-5,
10349,caspase-5 subunit p10,
10350,caspase-5 subunit p20,
10351,ice(rel)-iii,
10352,ich3,
10353,protease ich-3,
10354,protease ty,
10355,synonyms=ich3,
10356,3.4.22.59,
10357,apoptotic protease mch-2,
10358,casp6,
10359,casp-6,
10360,caspase-6,
10361,caspase-6 subunit p10,
10362,caspase-6 subunit p11,
10363,caspase-6 subunit p18,
10364,caspase-6 subunit p20,
10365,csp-6,
10366,mch2,
10367,synonyms=mch2,
10368,3.4.22.60,
10369,apoptotic protease mch-3,
10370,casp7,
10371,casp-7,
10372,caspase-7,
10373,caspase-7 subunit p11,
10374,caspase-7 subunit p20,
10375,cmh-1,
10376,ice-lap3,
10377,ice-like apoptotic protease 3,
10378,mch3,
10379,synonyms=mch3,
10380,3.4.22.61,
10381,apoptotic cysteine protease,
10382,apoptotic protease mch-5,
10383,cap4,
10384,casp8,ORPHA:275517
10385,casp-8,
10386,caspase-8,
10387,caspase-8 subunit p10,
10388,caspase-8 subunit p18,
10389,fadd-homologous ice/ced-3-like protease,
10390,fadd-like ice,
10391,flice,
10392,ice-like apoptotic protease 5,
10393,mach,
10394,mch5,
10395,mort1-associated ced-3 homolog,
10396,synonyms=mch5,
10397,3.4.22.36,
10398,casp1,
10399,casp-1,
10400,caspase-1,
10401,caspase-1 subunit p10,
10402,caspase-1 subunit p20,
10403,ice,
10404,il1bc,
10405,il-1bc,
10406,il1bce,
10407,il-1 beta-converting enzyme,
10408,interleukin-1 beta convertase,
10409,interleukin-1 beta-converting enzyme,
10410,p45,
10411,3.4.22.55,
10412,casp2,OMIM:620653
10413,casp-2,
10414,caspase-2,
10415,caspase-2 subunit p12,
10416,caspase-2 subunit p13,
10417,caspase-2 subunit p18,
10418,ich1,
10419,nedd2,
10420,nedd-2,
10421,neural precursor cell expressed developmentally down-regulated protein 2,
10422,protease ich-1,
10423,3.4.22.63,
10424,apoptotic protease mch-4,
10425,casp10,ORPHA:3261
10426,casp-10,
10427,caspase-10,
10428,caspase-10 subunit p12,
10429,caspase-10 subunit p23/17,
10430,fas-associated death domain protein interleukin-1b-converting enzyme 2,
10431,flice2,
10432,ice-like apoptotic protease 4,
10433,mch4,
10434,3.4.22.-,
10435,casp14,OMIM:617320
10436,casp-14,
10437,caspase-14,
10438,"caspase-14 subunit p10, mature form",
10439,"caspase-14 subunit p17, mature form",
10440,"caspase-14 subunit p20, intermediate form",
10441,"caspase-14 subunit p8, intermediate form",
10442,casp12,
10443,casp-12,
10444,inactive caspase-12,
10445,3.4.-.-,
10446,3.6.4.-,
10447,caspase recruitment domain-containing protein 7,
10448,death effector filament-forming ced-4-like apoptosis protein,
10449,defcap,
10450,kiaa0926,
10451,kiaa0926 gn  ,
10452,nac,
10453,"nacht, lrr and pyd domains-containing protein 1",
10454,"nacht, lrr and pyd domains-containing protein 1, c-terminus",
10455,"nacht, lrr and pyd domains-containing protein 1, n-terminus",
10456,nalp1,
10457,nlrp1,ORPHA:3435
10458,nlrp1-ct,
10459,nlrp1-nt,
10460,nucleotide-binding domain and caspase recruitment domain,
10461,synonyms=card7,
10462,3.1.2.2,
10463,acot2,
10464,acyl-coa thioesterase 2,
10465,"acyl-coenzyme a thioesterase 2, mitochondrial",
10466,acyl-coenzyme a thioester hydrolase 2a,
10467,cte-ia,
10468,long-chain acyl-coa thioesterase 2,
10469,pte2,
10470,pte2a,
10471,zap128,
10472,2.1.1.-,
10473,pfm8,
10474,prdm11,
10475,pr domain-containing protein 11,
10476,neuropeptide y receptor type 4,
10477,npy4r,
10478,npy4-r,
10479,pancreatic polypeptide receptor 1,
10480,pp1,
10481,ppyr1,
10482,kiaa0144,
10483,nice4,
10484,protein nice-4,
10485,rna polymerase ii degradation factor ubap2l,
10486,ubap2l,OMIM:620494
10487,ubiquitin-associated protein 2-like,
10488,3.6.5.2,
10489,cdc42,ORPHA:487796
10490,cell division control protein 42 homolog,
10491,g25k gtp-binding protein,
10492,7.2.2.10,
10493,atp2a2,ORPHA:79151
10494,atp2b,
10495,calcium pump 2,
10496,"calcium-transporting atpase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform",
10497,endoplasmic reticulum class 1/2 ca(2+) atpase,
10498,sarcoplasmic/endoplasmic reticulum calcium atpase 2,
10499,serca2,
10500,sr ca(2+)-atpase 2,
10501,2.4.1.144,
10502,"beta-1,4-mannosyl-glycoprotein 4-beta-n-acetylglucosaminyltransferase",
10503,ggnt3,
10504,glcnac-t iii,
10505,gnt-iii,
10506,mgat3,
10507,n-acetylglucosaminyltransferase iii,
10508,n-glycosyl-oligosaccharide-glycoprotein n-acetylglucosaminyltransferase iii,
10509,2.4.1.17,
10510,udp-glucuronosyltransferase 2b28,
10511,udpgt 2b28,
10512,ugt2b28,
10513,ugt2b28,
10514,pab1p-dependent poly(a)-specific ribonuclease,
10515,pan2-pan3 deadenylation complex subunit pan3,
10516,pan3,
10517,pan deadenylation complex subunit 3,
10518,poly(a)-nuclease deadenylation complex subunit 3,
10519,eklf,
10520,eklf,
10521,erythroid krueppel-like transcription factor,
10522,klf1,ORPHA:293825
10523,krueppel-like factor 1,
10524,kiaa1708,
10525,kif2,
10526,kif21a,ORPHA:45358
10527,kinesin-like protein kif2,
10528,kinesin-like protein kif21a,
10529,renal carcinoma antigen ny-ren-62,
10530,gas41,
10531,gas41,
10532,glioma-amplified sequence 41,
10533,nubi1,
10534,nubi-1,
10535,numa-binding protein 1,
10536,synonyms=gas41,
10537,yeats4,
10538,yeats domain-containing protein 4,
10539,1-acyl-sn-glycerol-3-phosphate o-acyltransferase 10,
10540,1-acyl-sn-glycerol-3-phosphate o-acyltransferase 9,
10541,1-agp acyltransferase 9,
10542,1-agpat 9,
10543,2.3.1.15,
10544,2.3.1.51,
10545,acyl-coa:glycerol-3-phosphate acyltransferase 3,
10546,agpat 10,
10547,agpat9,
10548,glycerol-3-phosphate acyltransferase 3,
10549,gpat3,
10550,gpat-3,
10551,hgpat3,
10552,lpaat-theta,
10553,lung cancer metastasis-associated protein 1,
10554,lysophosphatidic acid acyltransferase theta,
10555,mag1,
10556,mag-1,
10557,heterogeneous nuclear ribonucleoproteins c1/c2,
10558,hnrnpc,OMIM:620688
10559,hnrnp c1/c2,
10560,hnrpc,
10561,2.7.11.24,
10562,c-jun n-terminal kinase 1,
10563,jnk1,
10564,jnk-46,
10565,mapk8,
10566,mapk 8,
10567,map kinase 8,
10568,mitogen-activated protein kinase 8,
10569,prkm8,
10570,sapk1,
10571,sapk1c,
10572,sapk1c,
10573,stress-activated protein kinase 1c,
10574,stress-activated protein kinase jnk1,
10575,synonyms=jnk1,
10576,2.7.11.24,
10577,c-jun n-terminal kinase 3,
10578,jnk3,
10579,jnk3a,
10580,mapk10,ORPHA:2382
10581,mapk 10,
10582,map kinase 10,
10583,map kinase p49 3f12,
10584,mitogen-activated protein kinase 10,
10585,prkm10,
10586,sapk1b,
10587,sapk1b,
10588,stress-activated protein kinase 1b,
10589,stress-activated protein kinase jnk3,
10590,2.7.11.24,
10591,c-jun n-terminal kinase 2,
10592,jnk2,
10593,jnk-55,
10594,mapk9,
10595,mapk 9,
10596,map kinase 9,
10597,mitogen-activated protein kinase 9,
10598,prkm9,
10599,sapk1a,
10600,sapk1a,
10601,stress-activated protein kinase 1a,
10602,stress-activated protein kinase jnk2,
10603,az3b,
10604,c3a anaphylatoxin chemotactic receptor,
10605,c3a-r,
10606,c3ar,
10607,c3ar1,
10608,c3r1,
10609,hnfag09,
10610,cd49 antigen-like family member d,
10611,cd49d,
10612,cd_antigen=cd49d,
10613,integrin alpha-4,
10614,integrin alpha-iv,
10615,itga4,
10616,vla-4 subunit alpha,
10617,2.7.11.22,
10618,2.7.11.23,
10619,cdc2,
10620,cdc28a,
10621,cdk1,
10622,cdk1,
10623,cdkn1,
10624,cell division control protein 2 homolog,
10625,cell division protein kinase 1,
10626,cyclin-dependent kinase 1,
10627,p34cdc2,
10628,p34 protein kinase,
10629,b-cell lymphoma 1 protein,
10630,bcl1,
10631,bcl-1,
10632,bcl-1 oncogene,
10633,ccnd1,ORPHA:29073
10634,g1/s-specific cyclin-d1,
10635,prad1,
10636,prad1 gn  ,
10637,prad1 oncogene,
10638,synonyms=bcl1,
10639,kcnq3,ORPHA:1949
10640,kqt-like 3,
10641,potassium channel subunit alpha kvlqt3,
10642,potassium voltage-gated channel subfamily kqt member 3,
10643,voltage-gated potassium channel subunit kv7.3,
10644,kcnq5,ORPHA:178469
10645,kqt-like 5,
10646,potassium channel subunit alpha kvlqt5,
10647,potassium voltage-gated channel subfamily kqt member 5,
10648,voltage-gated potassium channel subunit kv7.5,
10649,aq27,
10650,gpr103,
10651,g-protein coupled receptor 103,
10652,orexigenic neuropeptide qrfp receptor,
10653,pyroglutamylated rf-amide peptide receptor,
10654,qrfpr,
10655,sp9155,
10656,2.7.1.1,
10657,hexokinase domain-containing protein 1,
10658,hexokinase hkdc1,
10659,hkdc1,OMIM:619614
10660,ear-1r,
10661,nr1d2,
10662,nuclear receptor subfamily 1 group d member 2,
10663,orphan nuclear hormone receptor bd73,
10664,rev-erb alpha-related receptor,
