GardId,GardName,Synonyms
"""GARD:0004667""",distal renal tubular acidosis,"['classic rta', 'familial distal primary acidosis', 'renal tubular acidosis type 1', 'drta']"
"""GARD:0004668""",autosomal dominant distal renal tubular acidosis,['ad drta']
"""GARD:0004680""",x-linked retinal dysplasia,[]
"""GARD:0004683""",retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,"['retinitis pigmentosa-intellectual disability- labyrinthine deafness-hypogenitalism syndrome', 'retinitis pigmentosa-intellectual disability-sensorineural hearing loss-hypogenitalism syndrome']"
"""GARD:0004684""",retinitis pigmentosa-deafness syndrome,"['retinitis pigmentosa 8; formerly', 'retinitis pigmentosa 21; formerly']"
"""GARD:0004690""",x-linked retinoschisis,"['x-linked juvenile retinoschisis', 'xlrs']"
"""GARD:0004694""",atypical rett syndrome,"['atypical rtt', 'rett syndrome variant']"
"""GARD:0004695""",revesz syndrome,"['dyskeratosis congenita with bilateral exudative retinopathy', 'retinopathy-anemia-central nervous system anomalies syndrome', 'revesz-debuse syndrome']"
"""GARD:0004697""",reynolds syndrome,['primary biliary cirrhosis and systemic scleroderma']
"""GARD:0004701""",alveolar rhabdomyosarcoma,[]
"""GARD:0004702""",embryonal rhabdomyosarcoma,[]
"""GARD:0004703""","rhizomelic dysplasia, patterson-lowry type",[]
"""GARD:0004704""",polymyalgia rheumatica,['rhizomelic pseudopolyarthritis']
"""GARD:0004705""","rhizomelic syndrome, urbach type",[]
"""GARD:0004709""",richieri costa-da silva syndrome,['myotonia-intellectual disability-skeletal anomalies syndrome']
"""GARD:0004718""",richieri costa-pereira syndrome,"['short stature-pierre robin sequence-cleft mandible-hand anomalies clubfoot syndrome', 'short stature-pierre robin syndrome-cleft mandible-hand anomalies clubfoot syndrome']"
"""GARD:0004721""",isolated right ventricular hypoplasia,[]
"""GARD:0004722""",8q22.1 microdeletion syndrome,"['monosomy 8q22.1', 'nablus mask-like facial syndrome']"
"""GARD:0004723""",rigid spine syndrome,['rigid spine congenital muscular dystrophy']
"""GARD:0004724""",ring chromosome 17 syndrome,"['ring 17', 'ring chromosome 17']"
"""GARD:0004729""",robin sequence-oligodactyly syndrome,['pierre robin sequence-oligodactyly syndrome']
"""GARD:0004730""",robinow-sorauf syndrome,"['craniosynostosis-bifid hallux syndrome', 'acrocephalosyndactyly; robinow-sorauf type']"
"""GARD:0004732""",autosomal dominant deafness-onychodystrophy syndrome,"['autosomal dominant hearing loss-onychodystrophy syndrome', 'ddod syndrome']"
"""GARD:0004733""",roch-leri mesosomatous lipomatosis,[]
"""GARD:0004737""",mayer-rokitansky-küster-hauser syndrome type 1,"['congenital absence of uterus and vagina', 'mrkh syndrome type 1', 'rokitansky sequence']"
"""GARD:0004738""",rombo syndrome,[]
"""GARD:0004740""",ulna metaphyseal dysplasia syndrome,['rosenberg-lohr syndrome']
"""GARD:0004741""",roussy-lévy syndrome,['hereditary areflexic dystasia; roussy-lévy type']
"""GARD:0004744""",congenital rubella syndrome,"['crs', 'fetal rubella syndrome', 'mother-to-child transmission of rubella syndrome']"
"""GARD:0004748""",ruvalcaba syndrome,[]
"""GARD:0004752""",kousseff syndrome,['sacral meningocele-conotruncal heart defects syndrome']
"""GARD:0004754""",salla disease,[]
"""GARD:0004767""",benign schwannoma,"['neurilemmoma', 'neurilemoma', 'peripheral fibroblastoma']"
"""GARD:0004768""",schwannomatosis,"['nf3', 'neurilemmomatosis', 'neurofibromatosis type 3']"
"""GARD:0004769""","congenital muscular dystrophy, ullrich type","['scleroatonic muscular dystrophy', 'ucmd', 'ullrich disease']"
"""GARD:0004771""",sclerosteosis,['cortical hyperostosis-syndactyly syndrome']
"""GARD:0004774""",succinyl-coa:3-oxoacid coa transferase deficiency,"['oxct1 deficiency', 'scot deficiency', 'succinyl-coa acetoacetate transferase deficiency', 'succinyl-coa:3-ketoacid coa transferase deficiency']"
"""GARD:0004775""",aarskog-scott syndrome,"['aarskog syndrome', 'faciodigitogenital syndrome', 'faciogenital dysplasia']"
"""GARD:0004776""",craniodigital-intellectual disability syndrome,"['scott craniodigital syndrome', 'scott-bryant-graham syndrome']"
"""GARD:0004777""",scott syndrome,[]
"""GARD:0004778""",facial dysmorphism-shawl scrotum-joint laxity syndrome,['seaver-cassidy syndrome']
"""GARD:0004792""",testicular seminomatous germ cell tumor,"['seminoma of testis', 'seminomatous germ cell tumor of testis', 'testicular seminoma']"
"""GARD:0004815""",spontaneous periodic hypothermia,"['episodic spontaneous hypothermia', 'shapiro syndrome']"
"""GARD:0004818""",shigellosis,[]
"""GARD:0004822""",short chain acyl-coa dehydrogenase deficiency,"['acads deficiency', 'scad deficiency', 'scadd']"
"""GARD:0004832""","short rib-polydactyly syndrome, beemer-langer type",['short rib-polydactyly syndrome type 4']
"""GARD:0004833""","short rib-polydactyly syndrome, majewski type",['short rib-polydactyly syndrome type 2']
"""GARD:0004834""","short rib-polydactyly syndrome, saldino-noonan type",['short rib-polydactyly syndrome type 1']
"""GARD:0004835""","short rib-polydactyly syndrome, verma-naumoff type",['short rib-polydactyly syndrome type 3']
"""GARD:0004838""","short stature, brussels type",['mievis-verellen-dumoulin syndrome']
"""GARD:0004841""",short stature-deafness-neutrophil dysfunction-dysmorphism syndrome,"['short stature-hearing loss-neutrophil dysfunction-dysmorphism syndrome', 'thong-douglas-ferrante syndrome']"
"""GARD:0004856""",short stature-wormian bones-dextrocardia syndrome,['stratton-parker syndrome']
"""GARD:0004861""",shprintzen-goldberg syndrome,"['marfanoid craniosynostosis syndrome', 'sgs']"
"""GARD:0004863""",shwachman-diamond syndrome,"['pancreatic insufficiency and bone marrow dysfunction', 'sds', 'shwachman syndrome', 'shwachman-bodian-diamond syndrome']"
"""GARD:0004865""",sialuria,['sialuria; french type']
"""GARD:0004867""",siegler-brewer-carey syndrome,[]
"""GARD:0004869""",sillence syndrome,['brachydactyly-symphalangism syndrome']
"""GARD:0004870""",silver-russell syndrome,['silver-russell dwarfism']
"""GARD:0004873""",flat face-microstomia-ear anomaly syndrome,"['blepharophimosis-telecanthus-microstomia syndrome', 'simosa craniofacial syndrome', 'simosa-penchaszadeh-bustos syndrome']"
"""GARD:0004877""",solitary median maxillary central incisor,"['single central maxillary incisor', 'fused incisors', 'incisors; fused', 'single upper central incisor']"
"""GARD:0004879""","progressive familial heart block, type ii",[]
"""GARD:0004880""",sinus node disease and myopia,"['sick sinus syndrome and myopia', 'sss-myopia syndrome']"
"""GARD:0004881""",multiple endocrine neoplasia type 2a,"['men2a', 'ptc syndrome', 'sipple syndrome']"
"""GARD:0004883""",situs inversus totalis,"['complete situs inversus', 'complete situs inversus viscerum', 'situs inversus']"
"""GARD:0004886""",mononen-karnes-senac syndrome,['skeletal dysplasia-brachydactyly syndrome']
"""GARD:0004891""",leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome,"['h-smd', 'hypomyelination-spondyloepimetaphyseal dysplasia syndrome', 'leukoencephalopathy-semd syndrome', 'leukoencephalopathy-metaphyseal chondrodysplasia syndrome']"
"""GARD:0004898""",soft tissue sarcoma,"['malignant mesenchymal tumor', 'malignant soft tissue tumor', 'soft part sarcoma']"
"""GARD:0004899""",male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,['sohval-soffer syndrome']
"""GARD:0004900""",somatostatinoma,[]
"""GARD:0004905""",congenital heart defect-round face-developmental delay syndrome,['sonoda syndrome']
"""GARD:0004910""",autosomal recessive spastic ataxia of charlevoix-saguenay,"['arsacs', 'autosomal recessive spastic ataxia type 6', 'spax6']"
"""GARD:0004914""",infantile-onset ascending hereditary spastic paralysis,['iahsp']
"""GARD:0004918""",spastic paraplegia-precocious puberty syndrome,[]
"""GARD:0004919""",autosomal recessive spastic paraplegia type 11,"['nakamura-osame syndrome', 'spg11', 'spastic paraplegia-intellectual disability-thin corpus callosum syndrome']"
"""GARD:0004921""",spastic paraplegia-neuropathy-poikiloderma syndrome,['antinolo-nieto-borrego syndrome']
"""GARD:0004922""",autosomal recessive spastic paraplegia type 18,['spg18']
"""GARD:0004923""",spastic paraplegia type 2,"['spg2', 'spastic gait type 2', 'spastic paraparesis type 2', 'x-linked spastic paraplegia type 2']"
"""GARD:0004924""",autosomal recessive spastic paraplegia type 39,"['spg39', 'spastic paraplegia due to nte mutation', 'spastic paraplegia due to neuropathy target esterase mutation']"
"""GARD:0004925""",autosomal dominant spastic paraplegia type 4,['spg4']
"""GARD:0004926""",autosomal recessive spastic paraplegia type 5a,['spg5a']
"""GARD:0004927""",spastic paraplegia type 7,['spg7']
"""GARD:0004928""",autosomal dominant spastic paraplegia type 6,['spg6']
"""GARD:0004931""",spastic paraplegia-glaucoma-intellectual disability syndrome,[]
"""GARD:0004932""",spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,['spastic quadriplegia-retinitis pigmentosa-intellectual disability syndrome']
"""GARD:0004936""",weill-marchesani syndrome,['spherophakia-brachymorphia syndrome']
"""GARD:0004938""",juvenile neuronal ceroid lipofuscinosis,"['batten disease', 'jncl', 'juvenile ncl', 'spielmeyer-vogt disease']"
"""GARD:0004940""",spina bifida-hypospadias syndrome,[]
"""GARD:0004942""",spinal atrophy-ophthalmoplegia-pyramidal syndrome,['hamano-tsukamoto syndrome']
"""GARD:0004945""",proximal spinal muscular atrophy type 2,"['intermediate spinal muscular atrophy', 'sma type 2', 'sma type ii', 'sma-ii', 'sma2']"
"""GARD:0004947""",spinal muscular atrophy with congenital bone fractures 1,['spinal muscular atrophy; type i; with congenital bone fractures']
"""GARD:0004950""",spinocerebellar ataxia type 30,['sca30']
"""GARD:0004952""",autosomal recessive cerebellar ataxia-movement disorder syndrome,"['scar4', 'scasi']"
"""GARD:0004953""",spinocerebellar ataxia type 5,['sca5']
"""GARD:0004954""",infantile-onset autosomal recessive nonprogressive cerebellar ataxia,"['autosomal recessive spinocerebellar ataxia type 6', 'scar6']"
"""GARD:0004955""",spinocerebellar ataxia type 7,"['ataxia with pigmentary retinopathy', 'cerebellar syndrome-pigmentary maculopathy syndrome', 'sca7']"
"""GARD:0004956""",spinocerebellar ataxia type 8,['sca8']
"""GARD:0004958""",spinocerebellar ataxia-dysmorphism syndrome,[]
"""GARD:0004963""",splenogonadal fusion-limb defects-micrognathia syndrome,['sgfld syndrome']
"""GARD:0004967""",karsch-neugebauer syndrome,['split hand/split foot-nystagmus syndrome']
"""GARD:0004969""",czeizel-losonci syndrome,"['split hand with obstructive uropathy; spina bifida and diaphragmatic defects', 'split hand-urinary anomalies-spina bifida syndrome']"
"""GARD:0004970""",sponastrime dysplasia,"['spondylar and nasal changes with striations of the metaphyses (sponastrime) dysplasia', 'spondyloepimetaphyseal dysplasia; sponastrime type']"
"""GARD:0004972""",spondylocamptodactyly syndrome,[]
"""GARD:0004973""","spondylocostal dysostosis 3, autosomal recessive",[]
"""GARD:0004974""",spondylocarpotarsal synostosis,['synspondylism']
"""GARD:0004976""","spondylocostal dysostosis 4, autosomal recessive",[]
"""GARD:0004977""","brachyolmia type 1, toledo type","['sed; chondroitin sulfate type', 'spondyloepiphyseal dysplasia tarda; toledo type', 'paps-chondroitin sulfate sulfotransferase deficiency']"
"""GARD:0004978""",spondyloenchondrodysplasia,"['spencd', 'spondyloenchondromatosis', 'spondylometaphyseal dysplasia with enchondromatous changes']"
"""GARD:0004979""",x-linked spondyloepimetaphyseal dysplasia,[]
"""GARD:0004980""","spondyloepimetaphyseal dysplasia, shohat type",['semd; shohat type']
"""GARD:0004982""",spondyloepimetaphyseal dysplasia with joint laxity,"['semd-jl', 'semdjl1', 'spondyloepimetaphyseal dysplasia with joint laxity type 1', 'spondyloepimetaphyseal dysplasia with joint laxity; beighton type']"
"""GARD:0004984""",schimke immuno-osseous dysplasia,"['schimke syndrome', 'spondyloepiphyseal dysplasia-nephrotic syndrome']"
"""GARD:0004985""","spondyloepiphyseal dysplasia tarda, x-linked","['sed tarda; x-linked', 'spondyloepiphyseal dysplasia; late']"
"""GARD:0004987""",spondyloepiphyseal dysplasia congenita,"['congenital spondyloepiphyseal dysplasia', 'sedc', 'spranger-wiedemann disease']"
"""GARD:0004991""","spondylometaphyseal dysplasia, 'corner fracture' type",['spondylometaphyseal dysplasia; sutcliffe type']
"""GARD:0004993""","spondylometaphyseal dysplasia, sedaghatian type",[]
"""GARD:0004994""",spondyloperipheral dysplasia-short ulna syndrome,[]
"""GARD:0004997""",familial spontaneous pneumothorax,[]
"""GARD:0005003""",sebocystomatosis,['steatocystoma multiplex']
"""GARD:0005004""",steatocystoma multiplex-natal teeth syndrome,[]
"""GARD:0005012""",sternal cleft,"['cleft sternum', 'sternum bifidum']"
"""GARD:0005015""",steroid dehydrogenase deficiency-dental anomalies syndrome,['lyngstadaas syndrome']
"""GARD:0005018""",stickler syndrome type 1,[]
"""GARD:0005020""",stickler syndrome type 2,[]
"""GARD:0005021""",autosomal dominant otospondylomegaepiphyseal dysplasia,"['ad osmed', 'stickler syndrome type 3', 'stickler syndrome; non-ocular type']"
"""GARD:0005023""",stiff person spectrum disorder,"['moersch-woltman syndrome', 'sms', 'sps', 'stiff man syndrome']"
"""GARD:0005025""",stiff skin syndrome,[]
"""GARD:0005026""",stimmler syndrome,[]
"""GARD:0005027""",non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome,['stoelinga-de koomen-davis syndrome']
"""GARD:0005029""",arthrogryposis-ectodermal dysplasia syndrome,['stoll-alembik-finck syndrome']
"""GARD:0005034""",alpha delta granule deficiency,"['alpha dense granule deficiency', 'combined alpha-delta platelet storage pool deficiency']"
"""GARD:0005036""",brachydactyly-mesomelia-intellectual disability-heart defects syndrome,['stratton-garcia-young syndrome']
"""GARD:0005040""",infantile bilateral striatal necrosis,"['ibsn', 'infantile striatonigral degeneration', 'infantile striatonigral necrosis']"
"""GARD:0005041""",autosomal dominant spastic paraplegia type 3,['strümpell disease']
"""GARD:0005045""",stüve-wiedemann syndrome,"['neonatal schwartz-jampel syndrome', 'sjs2', 'schwartz-jampel syndrome type 2', 'stüve-wiedemann dysplasia']"
"""GARD:0005049""",classic lissencephaly,['lissencephaly type 1']
"""GARD:0005050""",subependymal nodular heterotopia,[]
"""GARD:0005051""",subpulmonary stenosis,[]
"""GARD:0005053""",isolated succinate-coq reductase deficiency,"['isolated mitochondrial respiratory chain complex ii deficiency', 'isolated succinate dehydrogenase deficiency', 'isolated succinate-coenzyme q reductase deficiency', 'isolated succinate-ubiquinone reductase deficiency']"
"""GARD:0005058""",sugarman brachydactyly,['sugarman-hager-kulik syndrome']
"""GARD:0005061""",multiple sulfatase deficiency,"['juvenile sulfatidosis; austin type', 'msd', 'mucosulfatidosis']"
"""GARD:0005062""",isolated sulfite oxidase deficiency,"['isod', 'sulfocysteinuria']"
"""GARD:0005066""",microphthalmia-ankyloblepharon-intellectual disability syndrome,"['mcops4', 'syndromic microphthalmia type 4']"
"""GARD:0005068""","46,xy complete gonadal dysgenesis","['46;xy cgd', '46;xy pure gonadal dysgenesis', 'swyer syndrome']"
"""GARD:0005070""",symmetrical thalamic calcifications,['bilateral symmetrical thalamic gliosis']
"""GARD:0005074""",distal symphalangism,[]
"""GARD:0005077""",symphalangism with multiple anomalies of hands and feet,['learman syndrome']
"""GARD:0005081""",syndactyly type 1,[]
"""GARD:0005084""",cenani-lenz syndrome,"['cenani syndactyly', 'cenani-lenz syndactyly', 'syndactyly type 7']"
"""GARD:0005087""",syndactyly type 2,['synpolydactyly']
"""GARD:0005088""",syndactyly type 3,"['sd3', 'syndactyly of fingers 4 and 5']"
"""GARD:0005089""",syndactyly type 5,"['postaxial syndactyly with metacarpal synostosis', 'sd5']"
"""GARD:0005090""",syndactyly-polydactyly-ear lobe syndrome,[]
"""GARD:0005091""",syngnathia-cleft palate syndrome,[]
"""GARD:0005092""",dobrow syndrome,['syngnathia-multiple anomalies syndrome']
"""GARD:0005100""",syringocystadenoma papilliferum,"['fistulous vegetative verrucous hydradenoma', 'naevus syringocystadenomatosus papilliferus', 'papillary syringocystadenoma', 'scap', 'syringadenoma papilliferum']"
"""GARD:0005104""",systemic primary carnitine deficiency,"['cdsp', 'cud', 'carnitine transporter defect', 'carnitine uptake deficiency', 'deficiency of plasma-membrane carnitine transporter', 'spcd']"
