,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,GardName,GardId,Orphan
1374,atezolizumab,TECENTRIQ,10/13/2016,treatment of small cell lung cancer (sclc),Designated/Approved,,,"TECENTRIQ®, in combination with carboplatin and etoposide, is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC)",3/18/2019,3/18/2026,"TECENTRIQ®, in combination with carboplatin and etoposide, is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC)","Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080 ' ,United States,541216,small cell lung cancer,"""gard:0009344""",
1375,atezolizumab,Tecentriq,10/8/2020,treatment of soft tissue sarcoma,Designated/Approved,,,as a single agent for the treatment of adult and pediatric patients 2 years of age and older with unresectable or metastatic alveolar soft part sarcoma (ASPS),12/9/2022,12/9/2029,treatment of adult and pediatric patients 2 years of age and older with unresectable or metastatic alveolar soft part sarcoma (ASPS),"Genentech, Inc.",1 DNA Way,,South San Francisco,California,' 94080-4990 ' ,United States,769320,soft tissue sarcoma,"""gard:0004898""",
1376,Atezolizumab,,1/7/2021,treatment of esophageal cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,Genentech Inc.,"1 DNA Way, MS #45-1A",,South San Francisco,California,' 94080-4990 ' ,United States,792320,,,
1377,Atezolizumab,,2/13/2017,"treatment of patients with stage iib, iic, iii, and iv melanoma",Designated,,Not FDA Approved for Orphan Indication,,,,,"Genentech, Inc.",1 DNA Way,MS 35-5E,South San Francisco,California,' 94080 ' ,United States,574817,noma,"""gard:0004001""",
1378,atezolizumab,TECENTRIQ®,2/13/2017,"treatment of stage llb, llc, lll and iv melanoma",Designated/Approved,,,indicated in combination with cobimetinib and vemurafenib for the treatment of patients with BRAF V600 mutation-positive unresectable or metastatic melanoma,7/30/2020,7/30/2027,indicated in combination with cobimetinib and vemurafenib for the treatment of patients with BRAF V600 mutation-positive unresectable or metastatic melanoma,"Genentech, Inc.",1 DNA Way,MS 35-5E,South San Francisco,California,' 94080 ' ,United States,550616,noma,"""gard:0004001""",
1379,atezolizumab + bevacizumab,Tecentriq and Avastin,1/8/2018,treatment of hepatocellular carcinoma (hcc),Designated/Approved,,,"TECENTRIQ, in combination with bevacizumab, for the treatment of patients with unresectable or metastatic hepatocellular carcinoma who have not received prior systemic therapy.",5/29/2020,5/29/2027,TECENTRIQ for the treatment of patients with unresectable or metastatic hepatocellular carcinoma who have not received prior systemic therapy.,"Genentech, Inc.",1 DNA Way,MS 451A,South San Francisco,California,' 94080 ' ,United States,619317,hepatocellular carcinoma,"""gard:0016773""",
1380,atezolizumab + bevacizumab,Tecentriq and Avastin,1/8/2018,treatment of hepatocellular carcinoma (hcc),Designated/Approved,,,"AVASTIN, in combination with atezolizumab, for the treatment of patients with unresectable or metastatic hepatocellular carcinoma who have not received prior systemic therapy.",5/29/2020,5/29/2027,AVASTIN for the treatment of patients with unresectable or metastatic hepatocellular carcinoma who have not received prior systemic therapy.,"Genentech, Inc.",1 DNA Way,MS 451A,South San Francisco,California,' 94080 ' ,United States,619317,hepatocellular carcinoma,"""gard:0016773""",
1381,"ATI-450, an orally available small molecule inhibitor of the p38alpha mitogen activated protein kinase (MAPK)/MAPK-activated protein kinase 2 (MK2) inflammatory signaling pathway",,1/21/2021,treatment of cryopyrin-associated periodic syndrome,Designated/Designation Withdrawn or Revoked,1/3/2024,Not FDA Approved for Orphan Indication,,,,,Aclaris Theapeutics Inc.,"701 Lee Road, Suite 103",,Wayne,Pennsylvania,' 19087 ' ,United States,795720,cryopyrin-associated periodic syndrome,"""gard:0010927""",
1382,Atibuclimab,,9/21/2023,treatment of arrhythmogenic cardiomyopathy,Designated,,Not FDA Approved for Orphan Indication,,,,,Implicit Bioscience Ltd.,32 Logan Rd.,,Woolloongabba,Queensland,' 04102 ' ,Australia,962123,,,
1383,atidarsagene autotemcel,Lenmeldy,3/8/2018,treatment of the metachromatic leukodystrophy (including pre-symptomatic metachromatic leukodystrophy),Designated/Approved,,,"treatment of children with pre-symptomatic late infantile (PSLI), pre-symptomatic early juvenile (PSEJ) or early symptomatic early juvenile (ESEJ) metachromatic leukodystrophy (MLD)",3/18/2024,3/18/2031,"treatment of children with pre-symptomatic late infantile (PSLI), pre-symptomatic early juvenile (PSEJ) or early symptomatic early juvenile (ESEJ) metachromatic leukodystrophy (MLD)",Orchard Therapeutics Ltd.,245 Hammersmith Road,,London,,' W6 8PW ' ,United Kingdom,631518,leukodystrophy,"""gard:0006895""",
1384,"atoltivimab, maftivimab, and odesivimab-ebgn",INMAZEB™,7/14/2016,treatment of ebola virus infection,Designated/Approved,,,"treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",10/14/2020,10/14/2027,"treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection","Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591 ' ,United States,536316,,,
1385,"atoltivimab, odesivimab and maftivimab",,12/23/2019,post-exposure prophylaxis against ebola virus infection,Designated,,Not FDA Approved for Orphan Indication,,,,,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591 ' ,United States,714619,,,
1386,Atomoxetine hydrochloride,,8/26/2003,treatment of tourette's syndrome,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Eli Lilly & Company,Lilly Corporate Center,,Indianapolis,Indiana,' 46285 ' ,United States,173003,,,
1387,Atovaquone,,3/16/1993,treatment and suppression of toxoplasma gondii encephalitis.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"GlaxoSmithKline, Inc.",5 Moore Drive,PO Box 13398,Research Triangle Park,North Carolina,' 27709 ' ,United States,66692,encephalitis,"""gard:0019357""",
1388,Atovaquone,Mepron,9/10/1990,treatment of aids associated pneumocystis carinii pneumonia.,Designated/Approved,,,For the acute oral treatment of mild to moderate Pneumocystis carinii pneumonia in patients who are intolerant to trimethoprim-sulfamethoxazole.,11/25/1992,11/25/1999,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,' 27709 ' ,United States,48890,,,
1389,Atovaquone,,3/16/1993,primary prophylaxis of hiv-infected persons at high risk for developing toxoplasma gondii encephalitis.,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"GlaxoSmithKline, Inc.",5 Moore Drive,PO Box 13398,Research Triangle Park,North Carolina,' 27709 ' ,United States,66792,encephalitis,"""gard:0019357""",
1390,Atovaquone,Mepron,8/14/1991,"prevention of pneumocystis carinii pneumonia (pcp) in high-risk, hiv-infected patients defined by a history of one or more episodes of pcp and/or a peripheral cd4+ (t4 helper/inducer) lymphocyte count less than or equal to 200/mm3.",Designated/Approved,,,Prevention of PCP in patients who are intolerant to trimethoprim-sulfamethoxazole.,1/5/1999,1/5/2006,,Glaxo Wellcome Research and Development,5 Moore Drive,PO Box 13398,Research Triangle Park,North Carolina,' 27709 ' ,United States,48990,,,
1391,Atrasentan,,9/29/2016,treatment of pediatric nephrotic syndrome,Designated/Designation Withdrawn or Revoked,10/1/2018,Not FDA Approved for Orphan Indication,,,,,AbbVie Inc.,Regulatory Affairs,1 North Waukegan Road,North Chicago,Illinois,' 60044 ' ,United States,537116,c syndrome,"""gard:0005978""",
1392,Attenuated autologous cancer cells and granulocyte macrophage colony stimulating factor in combination with activated autologous blood derived T-cells,,4/27/2007,treatment of primary central nervous system malignancies,Designated,,Not FDA Approved for Orphan Indication,,,,,"TVAX Biomedical, LLC",8006 Reeder Street,,Lenexa,Kansas,' 66214 ' ,United States,239307,,,
1393,Attenuated Salmonella typhimurium containing the gene for human interleukin-2 (IL-2),,5/17/2022,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,Salspera Inc.,3510 Hopkins Place N,,Oakdale,Minnesota,' 55128 ' ,United States,877922,,,
1394,auranofin,,4/30/2010,treatment of amebiasis,Designated,,Not FDA Approved for Orphan Indication,,,,,Ctr for Discovery & Innovation in Parasitic Diseas,"U. of CA, San Francisco","QB3, Byers Hall 508B",San Francisco,California,' 94158 ' ,United States,305210,,,
1395,Autologous Activated T Lymphocytes (ATL),,3/28/2018,treatment of hepatocellular carcinoma (hcc),Designated,,Not FDA Approved for Orphan Indication,,,,,Lukas Biomedical Inc.,"3F, No. 2, Ln. 265, Sec. 4, Xin-Yi Rd",,Da’an,Taipei City,' ' ,Taiwan,631218,hepatocellular carcinoma,"""gard:0016773""",
1396,autologous adipose derived mesenchymal stromal cells,,10/22/2014,treatment of amyotrophic lateral sclerosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Mayo Clinic,200 First Street SW,,Rochester,Minnesota,' 55905 ' ,United States,427014,amyotrophic lateral sclerosis,"""gard:0005786""",
1397,autologous adipose tissue derived mesenchymal stem cells,,5/4/2016,treatment of buerger's disease (thromboangiitis obliterans).,Designated,,Not FDA Approved for Orphan Indication,,,,,Biostar Stem Cell Research Institute,"305 Lotte IT Castle 2,",550-1 Gasan-dong,Seoul,,' ' ,South Korea,518116,,,
1398,autologous adult bone marrow-derived and unexpanded CD133+ hematopoietic stem cells (CD133+ BMDSCs) mobilized from peripheral blood (PB),,2/1/2019,treatment of women with infertility and a thin endometrium seeking pregnancy,Designated,,Not FDA Approved for Orphan Indication,,,,,Asherman Therapy S.L.U.,Ronda Narcís Monturiol Estarriol,"nº11 Parcela B, Edificio Europark",Valencia,,' ' ,Spain,613117,,,
1399,Autologous adult live cultured osteoblasts,,12/20/2018,treatment of osteonecrosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Regrow Biosciences Pvt. Ltd.,"2 ABC, Acme Plaza",Andheri Kurla Road,Mumbai,Maharashtra,' ' ,India,664218,osteonecrosis,"""gard:0021657""",
1400,autologous anti-CD19 CAR T cell immunotherapy,,4/24/2024,treatment of myasthenia gravis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Kyverna Therapeutics, Inc.","5980 Horton Street, Suite 550",,Emeryville,California,' 94608 ' ,United States,999024,myasthenia gravis,"""gard:0007122""",
1401,autologous anti-CD19 chimeric antibody receptor T cells designed to deplete CD19+ B cells,,1/31/2024,treatment of idiopathic inflammatory myopathies (iim),Designated,,Not FDA Approved for Orphan Indication,,,,,"Cabaletta Bio, Inc","2929 Arch Street, Suite 600",,Philadelphia,Pennsylvania,' 19104 ' ,United States,985523,,,
1402,autologous anti-CD19 Chimeric Antigen Receptors (CAR)-T cells expressing a short hairpin RNA (shRNA) against interleukin-6 (IL-6) (also termed ssCART-19 cells),,7/11/2022,treatment of acute lymphocytic leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"Unicar Bio-Therapy, Ltd","No. 780, Cailun Road, Pudong New Area ","Room I, 3rd Floor ",Shanghai ,shanghai,' 201208 ' ,China,860221,,,
1403,Autologous Anti-CD22 CAR T-Cells,,9/14/2020,treatment of acute lymphoblastic leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"Center for Cancer Research, National Cancer Institute",National Institutes of Health,,Bethesda,Maryland,' 20892 ' ,United States,762620,acute lymphoblastic leukemia,"""gard:0000522""",
1404,autologous anti-CLL-1 CAR T-cell therapy,,11/23/2021,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"Guangzhou Bio-gene Technology Co., Ltd","206 Kaiyuan Blvd, Huangpu District",,Guangzhou,Guangdong,' 510530 ' ,China,847421,acute myeloid leukemia,"""gard:0012757""",
1405,autologous antigen presenting cells pulsed with autologous tumor Ig idiotype,,4/18/2002,treatment of multiple myeloma,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,Dendreon Corporation,3005 First Avenue,,Seattle,Washington,' 98121 ' ,United States,153701,multiple myeloma,"""gard:0007108""",
1406,Autologous auricular cartilage construct for subcutaneous implantation,,11/6/2019,treatment of microtia (including anotia),Designated,,Not FDA Approved for Orphan Indication,,,,,"PrintBio, Inc.",51-36 35th Street,,Long Island City,New York,' 11101 ' ,United States,714219,anotia,"""gard:0016835""",
1407,Autologous B cell-derived ex vivo gene edited cell therapy comprised of expanded/differentiated B lymphocyte lineage genetically engineered to express and secrete factor IX,,5/15/2024,treatment of hemophilia b,Designated,,Not FDA Approved for Orphan Indication,,,,,"Be BioPharma, Inc.","One Kendall Sq, B200, 3rd Floor",,Cambridge,Massachusetts,' 02139 ' ,United States,1001524,hemophilia,"""gard:0010418""",
1408,autologous B cells engineered to secrete intact alpha-galactosidase A enzyme,,9/19/2023,treatment of fabry disease,Designated,,Not FDA Approved for Orphan Indication,,,,,Walking Fish Therapeutics,"450 East Jamie Court, Suite 300",,San Francisco,California,' 94080 ' ,United States,961323,fabry disease,"""gard:0006400""",
1409,Autologous blood derived natural killer cells,,9/14/2020,treatment of malignant glioma,Designated,,Not FDA Approved for Orphan Indication,,,,,"CHA Biotech. Co., Ltd","335, Pangyo-r",Bundang-gu,Seongnam-si,Gyeonggi-do,' 13488 ' ,Republic of Korea,764520,,,
1410,Autologous blood outgrowth endothelial cells transduced with lentiviral vector to restore factor VIII function,,10/30/2023,treatment of hemophilia a,Designated,,Not FDA Approved for Orphan Indication,,,,,Sernova Corp,700 Collip Circle Suite 114,,London,Ontario,' N6G 4X8 ' ,Canada,967423,hemophilia,"""gard:0010418""",
1411,"autologous bone marrow CD34+ cells transduced ex vivo with a self activating HIV-1 -based lentiviral vector, EFS-ADA",,10/21/2014,treatment of adenosine deaminase deficient severe combined immunodeficiency,Designated,,Not FDA Approved for Orphan Indication,,,,,"Donald B. Kohn, M.D.","Box 957243, 610 Charles E. Young Drive East","3161 Terasaki Life Sciences Building, UCLA",Los Angeles,California,' 90095 ' ,United States,449114,severe combined immunodeficiency,"""gard:0007628""",
1412,autologous CAR-T cell targeting HER2 and IL13Ralpha2 that simultaneously secrete CD3 EGFR/EGFRvIII bispecific T cell engagers,,1/18/2024,treatment of malignant glioma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Shanghai Simnova Biotechnology Co., Ltd.","Building 16, Lane 118, Furonghua Road",Pudong New Area,Shanghai,Shanghai,' 201200 ' ,China,982723,,,
1413,autologous CD3+ T cell product transduced with transgene constructs expressing anti-human mesothelin (MSLN) CAR and self-secreting anti-human PD-1 nanobody,,5/16/2023,treatment of mesothelioma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Shanghai Cell Therapy Group Pharmaceutical Technology Co., Ltd.","118 Yuanmin Road, Jiading District, Shanghai, China.",,Shanghai,Shanghai,' 201805 ' ,China,937323,,,
1414,"Autologous CD3+ T cells genetically modified using a non-viral system to express a CD33 CAR, membrane bound Interleukin-15, and a truncated form of human HER1t (kill switch) on the cell surface.",,12/31/2019,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,Precigen,20358 Seneca Meadows Parkway,,Germantown,Maryland,' 20876 ' ,United States,717019,acute myeloid leukemia,"""gard:0012757""",
1415,Autologous CD3+ T cells transduced with retroviral vector containing a chimeric antigen receptor directed against CD19 (Autologous CD3+ T cells containing CD19 chimeric antigen receptor),,11/13/2014,treatment of acute lymphoblastic leukemia (all),Designated/Designation Withdrawn or Revoked,10/12/2018,Not FDA Approved for Orphan Indication,,,,,"Juno Therapeutics, Inc.","307 Westlake Ave. N., St. 300",,Seattle,Washington,' 98109 ' ,United States,452814,acute lymphoblastic leukemia,"""gard:0000522""",
1416,autologous CD34+ bone marrow derived stem cells transduced with a self-inactivating gammaretroviral vector encoding the human IL2RG (yc),,1/15/2015,treatment of severe combined immune deficiency-x1,Designated,,Not FDA Approved for Orphan Indication,,,,,Boston Children's Hospital,Div. of Hematology/Oncology,Karp 08215,Boston,Massachusetts,' 02115 ' ,United States,458514,,,
1417,Autologous CD34+ cell enriched haematopoietic stem and progenitor cells transduced ex vivo using a lentiviral vector encoding for human Interferon-alpha2 cDNA (Temferon),,3/1/2023,treatment of glioblastoma multiforme,Designated,,Not FDA Approved for Orphan Indication,,,,,Genenta Sciences,430 East 29th Street,,New York,New York,' 10016 ' ,United States,927322,glioblastoma,"""gard:0002491""",
