d.gard_id,d.name,d.synonyms
GARD:0000990,Brachydactyly type A4,"[BDA4,Brachydactyly Temtamy type,Temtamy type brachydactyly,Brachymesophalangy II and V]"
GARD:0000992,Brachymetapody anodontia hypotrichosis albinoidism,null
GARD:0000994,Spondyloepiphyseal dysplasia Maroteaux type,"[Brachyolmia Maroteaux type,Brachyolmia type 2,SED, Maroteaux type,Pseudo-Morquio syndrome type 2,Spondyloepiphyseal dysplasia, Maroteaux type]"
GARD:0000998,Braddock Jones Superneau syndrome,null
GARD:0001001,Branchial arch defects,null
GARD:0001002,Branchial arch syndrome X-linked,"[Mandibulofacial dysostosis Toriello type,MFD Toriello type]"
GARD:0001017,Osteogenesis imperfecta,"[OI,Brittle bone disease,Vrolik disease,Fragilitas ossium,Lobstein disease,Osteopsathyrosis,Porak and Durante disease]"
GARD:0001018,Brittle bone syndrome lethal type,null
GARD:0001019,Brittle cornea syndrome,"[EDS VIB (formerly),Ehlers-Danlos syndrome type 6B (formerly),Fragilitas oculi with joint hyperextensibility,Corneal fragility, keratoglobus, blue sclerae, joint hyperextensibility,Dysgenesis mesodermalis corneae et sclerae]"
GARD:0001023,Bronchiectasis oligospermia,null
GARD:0001025,Bronchogenic cyst,null
GARD:0001026,Amyloidosis bronchopulmonary,null
GARD:0001029,Bruck syndrome 1,"[Osteogenesis imperfecta with congenital joint contractures,BRKS1]"
GARD:0001030,Brugada syndrome,"[Right bundle branch block, ST segment elevation, and sudden death syndrome,Sudden unexpected nocturnal death syndrome]"
GARD:0001033,X-linked agammaglobulinemia,"[Bruton type agammaglobulinemia,Bruton's agammaglobulinemia,XLA,Agammaglobulinemia, BTK,Agammaglobulinemia, Bruton tyrosine kinase,BTK-deficiency]"
GARD:0001034,Bruyn Scheltens syndrome,null
GARD:0001037,Primary basilar impression,"[Bull-Nixon syndrome,Basilar impression, primary]"
GARD:0001038,Bullous dystrophy hereditary macular type,"[Epidermolysis bullosa macular type,EBM]"
GARD:0001039,Epidermolytic ichthyosis,"[EHK,Congenital bullous ichthyosiform erythroderma,Bullous congenital ichthyosiform erythroderma,BCIE,Bullous ichthyosiform erythroderma congenita,Bullous ichthyosiform erythroderma,Bullous erythroderma ichthyosiformis congenita of Brocq,epidermolytic hyperkeratosis]"
GARD:0001041,Burn Goodship syndrome,null
GARD:0001044,Buschke-Ollendorff syndrome,"[Dermatoosteopoikilosis,BOS,Dermatofibrosis, disseminated with osteopoikilosis,Dermatofibrosis lenticularis disseminata with osteopoikilosis,Osteopathia condensans disseminata]"
GARD:0001045,Bustos Simosa Pinto Cisternas syndrome,"[Autosomal recessive ectodermal dysplasia,Ectodermal dysplasia type 4,ED4,Ectodermal dysplasia Margarita island type]"
GARD:0001049,CADASIL,"[Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,Dementia, hereditary multi-infarct type,Familial vascular leukoencephalopathy,Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy,CASIL]"
GARD:0001051,Caffey disease,[Infantile cortical hyperostosis]
GARD:0001053,Limited cutaneous systemic sclerosis,"[Limited cutaneous systemic scleroderma,CREST syndrome]"
GARD:0001055,Calloso-genital dysplasia,[Primary amenorrhoea with coloboma and total agenesis of the corpus callosum]
GARD:0001057,Limb-girdle muscular dystrophy type 2A,"[LGMD2A,Calpainopathy,Limb-girdle muscular dystrophy type 2,LGMD2,Muscular dystrophy, pelvofemoral,Leyden-Moebius muscular dystrophy]"
GARD:0001058,Calvarial hyperostosis,[Isolated hyperostosis of the calvarium]
GARD:0001061,Campomelia Cumming type,"[Cervical lymphocele with bowed long bones,Cumming syndrome,Campomelia, cervical lymphocele, polysplenia, and multicystic dysplastic kidneys]"
GARD:0001062,Camptobrachydactyly,"[Short foot/brachydactyly of toes, camptodactyly , brachydactyly]"
GARD:0001063,Camptocormism,"[Camptocormia,Bent spine,Bent Spine Syndrome,Idiopathic camptocormia,Idiopathic camptocormism,Idiopathic progressive lumbar kyphosis]"
GARD:0001064,"Camptodactyly, fibrous tissue hyperplasia, and skeletal dysplasia",null
GARD:0001067,Camptodactyly syndrome Guadalajara type 1,"[GCS 1,FTSS,Faciothoracoskeletal syndrome]"
GARD:0001068,Camptodactyly syndrome Guadalajara type 2,[Guadalajara camptodactyly syndrome type II]
GARD:0001069,Camptodactyly taurinuria,"[Camptodactyly with Taurinuria,Camptodactyly-taurinuria,Camptodactyly-taurinuria syndrome,Familial streblodactyly with amino-aciduria]"
GARD:0001070,Camptodactyly vertebral fusion,[Camptodactyly and sacral vertebral fusion (subtype)]
GARD:0001071,Camptomelic syndrome long limb type,[Campomelic syndrome long limb type]
GARD:0001072,Camurati-Engelmann disease,"[CED,Diaphyseal dysplasia 1, progressive,DPD1,Engelmann disease,Progressive diaphyseal dysplasia,PDD]"
GARD:0001076,Systemic candidiasis,"[Systemic candida infections,Invasive Candidiasis]"
GARD:0001077,Autosomal recessive candidiasis familial chronic mucocutaneous,"[Familial chronic mucocutaneous candidiasis,CARD9 deficiency,Predisposition to invasive fungal disease due to CARD9 deficiency,Invasive candidiasis-deep dermatophytosis syndrome]"
GARD:0001078,Cantalamessa Baldini Ambrosi syndrome,"[Primary gonadal failure, short stature, mitral valve prolapse, and mental retardation]"
GARD:0001081,Cantu Sanchez-Corona Fragoso syndrome,[Severe mental deficiency proportionate dwarfism and delayed sexual maturation]
GARD:0001082,Cantu Sanchez-Corona Garcia-Cruz syndrome,null
GARD:0001083,Cantu Sanchez-Corona Hernandez syndrome,"[Mild mental deficiency, short stature, macrocranium, cardiac anomalies, cutis laxa, peculiar facies, wrinkled palms and soles, small vertebral bodies]"
GARD:0001084,Systemic capillary leak syndrome,"[SCLS,Clarkson disease,Capillary leak syndrome,Capillary leak syndrome with monoclonal gammopathy,Periodic systemic capillary leak syndrome]"
GARD:0001089,Universal acquired melanosis,[Carbon baby syndrome]
GARD:0001093,Progressive familial heart block type 1A,"[Heart block progressive familial type 1,PFHB1A]"
GARD:0001094,Cardiac diverticulum,null
GARD:0001096,X-linked cardiac valvular dysplasia,"[CVD1,Valvular heart disease, congenital,Myxomatous valvular dystrophy, X-linked,XMVD,FLNA-related X-linked myxomatous valvular dysplasia,FLNA-related valvular dystrophy,Filamin A-related X-linked myxomatous valvular dysplasia,Dystrophie valvulaire associée à FLNA]"
GARD:0001097,Cardiofacial syndrome short limbs,null
GARD:0001099,Cardiomelic syndrome Stratton Koehler type,null
GARD:0001100,LEOPARD syndrome,"[Lentigines, Electrocardiographic conduction abnormalities, Ocular hypertelorism, Pulmonic stenosis, Abnormal genitalia, Retardation of growth, Deafnes,Multiple lentigines syndrome,Cardiomyopathic lentiginosis,Noonan syndrome with multiple lentigines]"
GARD:0001102,Cardiomyopathy cataract hip spine disease,"[Familial dilated cardiomyopathy associated with cataracts and hip-spine disease,Krasnow Qazi syndrome,Krasnow Qazi Yermakov syndrome]"
GARD:0001103,Cardiomyopathy diabetes deafness,null
GARD:0001104,Cardiomyopathy dilated with conduction defect type 1,null
GARD:0001107,Cardiomyopathy due to anthracyclines,null
GARD:0001108,Cardiomyopathy and deafness due to tRNA lysine gene mutation,[Cardiomyopathy and deafness due to MTTK gene mutation]
GARD:0001109,Cardiomyopathy hypogonadism metabolic anomalies,null
GARD:0001110,Cardiomyopathy spherocytosis,null
GARD:0001113,Fatal infantile encephalomyopathy,null
GARD:0001117,Carnevale Hernandez Castillo syndrome,[Triphalyngeal thumbs and brachyectrodactyly]
GARD:0001118,3MC syndrome,"[Craniofacial-ulnar-renal syndrome,Malpuech-Michels-Mingarelli-Carnevale syndrome]"
GARD:0001119,Carney complex,"[Carney syndrome,CNC1,Carney myxoma-endocrine complex,CAR,Myxoma, spotty pigmentation, and endocrine overactivity,NAME syndrome,LAMB syndrome,Myxoma - spotty pigmentation - endocrine overactivity,Myxoma-spotty pigmentation-endocrine overactivity syndrome]"
GARD:0001120,Carnitine palmitoyl transferase 1A deficiency,"[Carnitine palmitoyltransferase 1A deficiency,CPT1A deficiency,Hepatic CPT1,Hepatic carnitine palmitoyltransferase 1 deficiency,L-CPT 1 deficiency,Carnitine palmitoyl transferase IA deficiency,Hepatic carnitine palmitoyl transferase 1 deficiency,Hepatic carnitine palmitoyl transferase I deficiency,L-CPT1 deficiency,L-CPTI deficiency]"
GARD:0001121,Carnitine palmitoyltransferase 2 deficiency,"[Carnitine palmitoyltransferase deficiency type 2,CPT2,Carnitine palmitoyltransferase II (CPT II) deficiency]"
GARD:0001123,Carnitine-acylcarnitine translocase deficiency,null
GARD:0001128,Carpotarsal osteochondromatosis,"[Dominant carpotarsal osteochondromatosis,Dysplasia epiphysealis hemimelica with chondromas and osteochondromas,Maroteaux Le Merrer Bensahel syndrome]"
GARD:0001129,Carpo tarsal osteolysis recessive,null
GARD:0001130,Chronic eosinophilic pneumonia,"[Eosinophilic idiopathic chronic pneumopathy,Chronic idiopathic eosinophilic pneumonia,Carrington's pulmonary eosinophilia,Carrington's Disease,Carrington syndrome,Idiopathic eosinophilic chronic pneumopathy,Idiopathic chronic eosinophilic pneumonia]"
GARD:0001132,Cartwright Nelson Fryns syndrome,"[Growth retardation, severe mental retardation, acral limb deficiencies with poorly keratinized nails]"
GARD:0001133,Stocco dos Santos syndrome,"[X-linked intellectual disability, Stocco Dos Santos type]"
GARD:0001139,Autosomal recessive palmoplantar keratoderma and congenital alopecia,"[Cataract, alopecia, sclerodactyly syndrome,CASS,Cataract, alopecia, sclerodactyly]"
GARD:0001140,Early-onset anterior polar cataract,"[Cataract anterior polar,Cataract 24, anterior polar,Cataract, Anterior Polar, 2,Early-onset anterior subcapsular cataract]"
GARD:0001141,Cataract ataxia deafness,"[Cataract ataxia deafness syndrome,Polyneuropathy, cataract, deafness syndrome,Begeer syndrome,Cataract-ataxia-deafness-retardation syndrome]"
GARD:0001142,Sengers syndrome,"[Cardiomyopathy and cataract,Cataract and cardiomyopathy,cardiomyopathic mitochondrial DNA depletion syndrome 10,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome]"
GARD:0001143,Cataract congenital autosomal dominant,null
GARD:0001144,Cataract congenital dominant non nuclear,"[Autosomal dominant nonnuclear polymorphic congenital cataract,Cataract, polymorphic congenital,CCP,PCC]"
GARD:0001145,Cataract and congenital ichthyosis,[Syndermotic cataract and congenital ichthyosis]
GARD:0001146,Cataract congenital Volkmann type,[CCV]
GARD:0001150,Cataract Hutterite type,null
GARD:0001155,Cataract microcornea syndrome,[Microcornea cataract syndrome]
GARD:0001158,Cataract skeletal anomalies,null
GARD:0001159,"Cataract, total congenital","[CCT,Cataract, total congenital with posterior sutural opacities in Heterozygotes]"
GARD:0001160,Cataract-glaucoma,null
GARD:0001163,Caudal appendage deafness,"[Caudal appendage, short terminal phalanges, deafness, cryptorchidism and mental retardation,Lynch Lee Murday syndrome]"
GARD:0001164,Caudal duplication,null
GARD:0001167,Acrocardiofacial syndrome,"[Cleft palate, Cardiac defect, Genital anomalies, and Ectrodactily,CCGE syndrome,Cleft palate-cardiac defect-genital anomalies-ectrodactyly syndrome,ACFS,Acro-cardio-facial syndrome]"
GARD:0001174,CDG syndrome type 4,null
GARD:0001175,CDK4 linked melanoma,null
GARD:0001179,Cennamo Gangemi syndrome,[Hydrocephalus cataract microphthalmos]
GARD:0001187,Cerebellar agenesis,null
GARD:0001188,"Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorinural hearing loss","[CAPOS,CAPOS syndrome,Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome]"
GARD:0001189,Cerebellar ataxia ectodermal dysplasia,"[Ectodermal dysplasia and cerebellar ataxia,Cerebellar ataxia - ectodermal dysplasia,Cerebellar ataxia-ectodermal dysplasia syndrome]"
GARD:0001191,"Progressive external ophthalmoplegia, autosomal recessive 1 ","[Progressive external ophthalmoplegia with cerebellar ataxia infantile,Autosomal recessive progressive external ophthalmoplegia,Cerebellar ataxia infantile with progressive external ophthalmoplegia,arPEO]"
GARD:0001193,Subacute cerebellar degeneration,"[Cerebellar degeneration, subacute,SCD,Alcoholic cerebellar degeneration,Nutritional cerebellar degeneration]"
GARD:0001194,Cerebellar hypoplasia,null
GARD:0001195,Cerebellar hypoplasia with endosteal sclerosis,null
GARD:0001196,Cerebellar hypoplasia tapetoretinal degeneration,null
GARD:0001198,Cerebello-olivary atrophy,[Cerebelloolivary atrophy]
GARD:0001199,Cerebelloparenchymal disorder 3,"[Autosomal recessive cerebelloparenchymal disorder type 3,Spinocerebellar ataxia, autosomal recessive 2,SCAR2,Cerebellar hypoplasia, nonprogressive Norman type,Cerebellar granular cell hypoplasia and mental retardation, congenital,CPDIII,CPD3]"
GARD:0001200,Cerebellum agenesis hydrocephaly,[Hydrocephalus with cerebellar agenesis]
GARD:0001201,Cerebral calcification cerebellar hypoplasia,null
GARD:0001202,Cerebral calcifications opalescent teeth phosphaturia,null
GARD:0001206,Cerebral gigantism jaw cysts,[Cramer Niederdellmann syndrome]
GARD:0001210,Cerebro facio thoracic dysplasia,"[Cerebrofaciothoracic dysplasia,Pascual-Castroviejo syndrome]"
GARD:0001217,Retinal vasculopathy with cerebral leukodystrophy with systemic manifestations,"[Cerebroretinal vasculopathy, hereditary,CRV,Retinopathy, vascular, with cerebral and renal involvement and Raynaud and migraine phenomena,RVCL,Autosomal Dominant Retinal Vasculopathy with Cerebral Leukodystrophy,ADRVCL,Retinal vasculopathy and cerebral leukoencephalopathy,RVCL-S]"
GARD:0001218,Neuronal ceroid lipofuscinosis 10 ,"[CLN10,Ceroid lipofuscinosis neuronal Cathepsin D-deficient,Neuronal ceroid lipofuscinosis due to Cathepsin D deficiency,CLN10 disease, congenital (subtype),CLN10 disease, late infantile (subtype),CLN10 disease, juvenile (subtype),CLN10 disease, adult (subtype),Cathepsin D deficiency]"
GARD:0001219,Ceroid lipofuscinosis neuronal 1,"[CLN1,CLN1 variable age at onset,Neuronal ceroid lipofuscinosis 1]"
GARD:0001220,Neuronal ceroid lipofuscinosis 7,"[CLN7,CLN7 disease, late infantile,CLN7 disease]"
GARD:0001222,Autosomal dominant neuronal ceroid lipofuscinosis 4B,"[CLN4B,Kuf's disease, autosomal dominant,Ceroid lipofuscinosis, neuronal, Parry type,Ceroid lipofuscinosis, neuronal, 4B, autosomal dominant,Neuronal ceroid lipofuscinosis 4B,Adult neuronal ceroid lipofuscinosis 4B,Kuf's disease type B,CLN4B disease]"
GARD:0001223,Neuronal ceroid lipofuscinosis 5,"[CLN5,Neuronal ceroid lipofuscinosis Finnish variant,CLN5 disease, late infantile (subtype),CLN5 disease, juvenile,CLN5 disease, adult]"
GARD:0001224,Neuronal ceroid lipofuscinosis 6,"[CLN6,Neuronal ceroid lipofuscinosis, Gypsy/Indian early juvenile variant,CLN6 disease, late infantile (subtype),CLN6 disease, adult Kufs type A (subtype)]"
GARD:0001226,Cervical hypertrichosis peripheral neuropathy,"[Hypertrichosis, congenital anterior cervical, with peripheral sensory and motor neuropathy]"
GARD:0001227,"Cervical ribs, Sprengel anomaly, anal atresia, and urethral obstruction","[Cervical ribs, Sprengel anomaly, preaxial polydactyly, anal atresia, and urethral obstruction,Frydman Cohen Ashkenazi syndrome]"
GARD:0001235,Chaotic atrial tachycardia,null
GARD:0001237,Char syndrome,"[CHAR,Patent ductus arteriosus with facial dysmorphism and abnormal fifth digits]"
GARD:0001240,X-linked Charcot-Marie-Tooth disease type 4,"[CMTX 4,Neuropathy, axonal motor-sensory with deafness and mental retardation,NAMSD,NADMR,Charcot-Marie-Tooth disease, X-linked recessive, 4,Charcot-Marie-Tooth disease with deafness and mental retardation,Cowchock syndrome]"
GARD:0001243,X-linked Charcot-Marie-Tooth disease type 2,"[CMTX 2,Charcot-Marie-Tooth disease, X-linked recessive, 2,Charcot Marie Tooth disease X-linked recessive 2,CHARCOT-MARIE-TOOTH NEUROPATHY, X-LINKED RECESSIVE, 2]"
GARD:0001244,X-linked Charcot-Marie-Tooth disease type 3,"[CMTX 3,Charcot Marie Tooth disease X-linked recessive 3,Charcot-Marie-Tooth disease, X-linked recessive, 3]"
GARD:0001245,Charcot-Marie-Tooth disease type 1A,"[Charcot-Marie-Tooth disease, demyelinating, type 1A,CMT 1A,Hereditary motor and sensory neuropathy 1A,HMSN 1A,Charcot Marie Tooth disease type 1A]"
GARD:0001246,Charcot-Marie-Tooth disease type 1B,"[Charcot-Marie-Tooth disease, demyelinating, Type 1B,CMT 1B,Hereditary motor and sensory neuropathy 1B,HMSN 1B,Peroneal muscular atrophy,Charcot Marie Tooth disease type 1B]"
GARD:0001247,Charcot-Marie-Tooth disease type 1C,"[CMT 1C,Charcot-Marie-Tooth disease, demyelinating, Type 1C,Charcot Marie Tooth disease type 1C]"
GARD:0001248,Charcot-Marie-Tooth disease type 2A,"[CMT 2A,Charcot-Marie-Tooth disease, axonal, Type 2A,Charcot-Marie-Tooth disease, neuronal, Type 2A,Hereditary motor and sensory neuropathy 2 A,HMSN IIA,Charcot Marie Tooth disease type 2A]"
GARD:0001249,Charcot-Marie-Tooth disease type 2B2,"[CMT 2B2,Charcot-Marie-Tooth disease, axonal, Type 2B2,Charcot-Marie-Tooth disease, neuronal, Type 2B2,Charcot-Marie-Tooth disease, axonal, autosomal recessive, B2,Charcot Marie Tooth disease type 2B2]"
GARD:0001250,Charcot-Marie-Tooth disease type 2C,"[CMT 2C,Charcot-Marie-Tooth disease, axonal, Type 2C,Hereditary motor and sensory neuropathy 2 C,HMSN 2 C,Charcot Marie Tooth disease type 2C]"
