Display Name,UNII,Status,Record Protection Status,Expr1004,Generic Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication * (Shown for approvals from Jan,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
POLOXAMER 188,LQA7B6G8JG,Designated,Public record,270,poloxamer 188 (purified),6/27/1989,Treatment of sickle cell disease (this includes the treatment and prevention of complications of sickle cell disease),Designated,Not FDA Approved for Orphan Indication,,,,,Mast Therapeutics Inc.,3611 Valley Centre rive,Suite 500,San Diego,California,92130,United States,38189
ADENOSINE,K72T3FS567,Designated/Withdrawn,Public record,272,Adenosine,8/1/1989,For use in conjunction with BCNU in the treatment of brain tumors.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Medco Research, Inc.",8455 Beverly Boulevard,Suite 308,Los Angeles,California,90048,United States,32388
AMIFOSTINE,M487QF2F4V,Designated/Withdrawn,Public record,273,Ethiofos,8/1/1989,Use as a chemoprotective agent for cisplatin and cyclophosphamide in the treatment of ovarian cancer.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,U.S. Bioscience,100 Front Street,,West Conshohocken,Pennsylvania,19428,United States,24187
LEVCYCLOSERINE,AK7DRB7FMO,Designated,Public record,274,L-cycloserine,8/1/1989,Treatment of Gaucher's disease.,Designated,Not FDA Approved for Orphan Indication,,,,,"Lev, Meir M.D.","The City College, City University Of NY Medical Sc",Convent Avenue at 138 Street,New York,New York,10031,United States,38489
ASPIRIN LYSINE,XAN4V337CI,Designated/Withdrawn,Public record,275,Lysine acetylsalicylate injectable,8/1/1989,Treatment of pain and fever secondary to sickle cell disease crisis.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,G.D. Searle & Company,4901 Searle Parkway,,Skokie,Illinois,60077,United States,33988
SOMATROPIN,NQX9KB6PCL,Designated/Approved,Public record,279,Somatropin for injection,8/4/1989,Treatment of growth retardation associated with chronic renal failure.,Designated/Approved,,Treatment of children with growth failure associated with chronic renal insufficency.,11/17/1993,11/17/2000,,"Genentech, Inc.",460 Point San Bruno Boulevard,,South San Francisco,California,94080,United States,34989
MOLGRAMOSTIM,B321AL142J,Designated/Withdrawn,Public record,280,Granulocyte macrophage-colony stimulating factor,8/7/1989,Treatment of myelodysplastic syndrome.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Schering Corporation,2000 Galloping Hill Road,,Kenilworth,New Jersey,7033,United States,37889
SOMATORELIN,4UR7N9Z9MM,Designated,Public record,281,Growth hormone releasing factor,8/7/1989,For the long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion.,Designated,Not FDA Approved for Orphan Indication,,,,,Valeant Pharmaceuticals North America,700 Route 202/206,,Bridgewater,New Jersey,8807,United States,37389
INDIUM IN-111 IMCIROMAB PENTETATE,77OCC8FTPV,Designated/Withdrawn,Public record,284,Indium In 111 murine monoclonal antibody FAB to myosin,8/7/1989,To aid in the diagnosis of myocarditis.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.",244 Great Valley Parkway,,Malvern,Pennsylvania,19355,United States,33788
SOMATORELIN,4UR7N9Z9MM,Designated,Public record,286,somatorelin,8/8/1989,Diagnostic measure of the capacity of the pituitary gland to release growth hormone.,Designated,Not FDA Approved for Orphan Indication,,,,,"Ferring Laboratories, Inc.","400 Rella Boulevard, Suite 201",,Suffern,New York,10901,United States,36689
GLUCONOLACTONE,WQ29KQ9POT,Designated/Approved,Public record,287,"Citric acid, glucono-delta-lactone and magnesium carbonate",8/28/1989,Treatment of renal and bladder calculi of the apatite or struvite variety.,Designated/Approved,,,10/2/1990,10/2/1997,,"United-Guardian, Inc.",P.O. Box 2500,,Smithtown,New York,11787,United States,40189
MAGNESIUM CARBONATE,0E53J927NA,Designated/Approved,Public record,287,"Citric acid, glucono-delta-lactone and magnesium carbonate",8/28/1989,Treatment of renal and bladder calculi of the apatite or struvite variety.,Designated/Approved,,,10/2/1990,10/2/1997,,"United-Guardian, Inc.",P.O. Box 2500,,Smithtown,New York,11787,United States,40189
ILOPROST,JED5K35YGL,Designated/Withdrawn,Public record,289,Iloprost solution for infusion,9/21/1989,Treatment of Raynaud's phenomenon secondary to systemic sclerosis.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Berlex Laboratories, Inc.",300 Fairfield Road,,Wayne,New Jersey,7470,United States,38789
TROLEANDOMYCIN,C4DZ64560D,Designated/Withdrawn,Public record,290,Troleandomycin,9/21/1989,Treatment of severe steroid-requiring asthma.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Szefler, Stanley M. M.D.",National Jewish Center for Immunology and Respirat,1400 Jackson Street,Denver,Colorado,80206,United States,39089
"""ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT""",P89DR4NY54,Designated/Approved,Public record,291,Antihemophilic factor (recombinant),9/25/1989,Prophylaxis and treatment of bleeding in individuals with hemophilia A or for prophylaxis when surgery is required in individuals with hemophilia A.,Designated/Approved,,Treatment and prophylaxis of bleeding in patients with hemophilia A (not von Willebrand's disease),2/25/1993,2/25/2000,,Bayer Corporation,1884 Miles Avenue,,Elkhart,Indiana,46515,United States,39289
MOLGRAMOSTIM,B321AL142J,Designated/Withdrawn,Public record,292,Molgramostim,9/25/1989,Treatment of aplastic anemia.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Schering Corporation,2000 Galloping Hill Road,,Kenilworth,New Jersey,7033,United States,39989
INDIUM IN-111 SATUMOMAB PENDETIDE,7V9926378A,Designated/Approved,Public record,293,Satumomab pendetide,9/25/1989,Detection of ovarian carcinoma.,Designated/Approved,,For determining the extent and location of extraphepatic malignant disease in patients with known colorectal and ovarian cancer.,12/29/1992,12/29/1999,,Cytogen Corporation,600 College Road East,,Princeton,New Jersey,8540,United States,36789
ANCROD,EL55307L15,Designated,Public record,294,Ancrod,10/20/1989,To establish and maintain anticoagulation in heparin-intolerant patients undergoing cardiopulmonary bypass.,Designated,Not FDA Approved for Orphan Indication,,,,,Knoll Pharmaceutical Company,"3000 Continental Dr., North",,Mt. Olive,New Jersey,7828,United States,37189
CETYL ALCOHOL,936JST6JCN,Designated/Approved,Public record,295,"Colfosceril palmitate, cetyl alcohol, tyloxapol",10/20/1989,"1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32",Designated/Approved,,"Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages",8/2/1990,8/2/1997,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,14886
COLFOSCERIL PALMITATE,319X2NFW0A,Designated/Approved,Public record,295,"Colfosceril palmitate, cetyl alcohol, tyloxapol",10/20/1989,"1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32",Designated/Approved,,"Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages",8/2/1990,8/2/1997,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,14886
TYLOXAPOL,Y27PUL9H56,Designated/Approved,Public record,295,"Colfosceril palmitate, cetyl alcohol, tyloxapol",10/20/1989,"1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32",Designated/Approved,,"Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages",8/2/1990,8/2/1997,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,14886
ENISOPROST,J85F4K48Q1,Designated/Withdrawn,Public record,296,enisoprost,10/20/1989,1. For use with cyclosporine in organ transplant recipients to reduce acute transplant rejection 2. For use in organ transplant patients to diminish the nephrotoxicity induced by cyclosporine.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,G.D. Searle & Company,4901 Searle Parkway,,Skokie,Illinois,60077,United States,37289
PEGASPARGASE,7D96IR0PPM,Designated/Approved,Public record,297,Pegaspargase,10/20/1989,Treatment of acute lymphocytic leukemia.,Designated/Approved,,Combination chemotherapy for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to native forms of L-asparaginase.,2/1/1994,2/1/2001,,Servier Pharmaceuticals LLC,200 Pier Four Blvd,,Boston,Massachusetts,2210,United States,39589
PEGASPARGASE,7D96IR0PPM,Designated/Approved,Public record,298,Pegaspargase,10/20/1989,Treatment of acute lymphocytic leukemia.,Designated/Approved,,ASPARLAS is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia in pediatric and young adult patients age 1 month to 21 years.,12/20/2018,,,Servier Pharmaceuticals LLC,200 Pier Four Blvd,,Boston,Massachusetts,2210,United States,39589
FLUOROURACIL,U3P01618RT,Designated,Public record,299,Fluorouracil,10/27/1989,"For use in combination with interferon alpha-2a, recombinant, for the treatment of esophageal carcinoma.",Designated,Not FDA Approved for Orphan Indication,,,,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,7110,United States,40589
INTERFERON ALFA-2A,47RRR83SK7,Designated,Public record,300,Interferon alfa-2a (recombinant),10/27/1989,For use in combination with fluorouracil for the treatment of esophageal carcinoma.,Designated,Not FDA Approved for Orphan Indication,,,,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,7110,United States,40889
LEVOCARNITINE,0G389FZZ9M,Designated,Public record,301,levocarnitine,11/15/1989,1. Prevention of secondary carnitine deficiency in valproic acid toxicity 2. Treatment of secondary carnitine deficiency in valproic acid toxicity,Designated,Not FDA Approved for Orphan Indication,,,,,"Leadiant Biosciences, Inc.",9841 Washingtonian Blvd,Suite 500,Gaithersburg,Maryland,20878,United States,32488
PORFIMER SODIUM,Y3834SIK5F,Designated,Public record,302,Porfimer sodium,11/15/1989,For the photodynamic therapy of patients with transitional cell carcinoma in situ of the urinary bladder.,Designated,Not FDA Approved for Orphan Indication,,,,,"QLT Phototherapeutics, Inc.",Lederle Laboratories,401 North Middletown Road,Pearl River,New York,10965,United States,39489
NAVURIDINE,PS28W65479,Designated/Withdrawn,Public record,303,"3'-azido-2',3'dideoxyuridine",11/20/1989,Treatment of acquired immunodeficiency syndrome.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Berlex Laboratories, Inc.",1401 Harbor Bay Parkway,,Alameda,California,94501,United States,39889
BETHANIDINE SULFATE,J4THI5N7O2,Designated/Withdrawn,Public record,308,Bethanidine sulfate,11/24/1989,Prevention of recurrence of primary ventricular fibrillation.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Medco Research, Inc.",8455 Beverly Blvd.,Suite 308,Los Angeles,California,90048,United States,32588
CORTICORELIN OVINE TRIFLUTATE,56X54T817Q,Designated/Approved,Public record,309,Corticorelin ovine triflutate,11/24/1989,For use in differentiating pituitary and ectopic production of ACTH in patients with ACTH-dependent Cushings syndrome.,Designated/Approved,,To differentiate between pituitary and ectopic production of ACTH in patients with ACTH-dependent Cushing's syndrome.,5/23/1996,5/23/2003,,"Ferring Laboratories, Inc.","400 Rella Boulevard, Suite 201",,Suffern,New York,10901,United States,35089
PERFOSFAMIDE,U880A4FUDA,Designated/Withdrawn,Public record,310,Perfosfamide,12/4/1989,"For use in the ex-vivo treatment of autologous bone marrow and subsequent reinfusion in patients with acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia.",Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Scios Nova, Inc.",2450 Bayshore Parkway,,Mountain View,California,94043,United States,37789
MOLGRAMOSTIM,B321AL142J,Designated/Withdrawn,Public record,311,Granulocyte macrophage-colony stimulating factor,12/12/1989,Treatment of neutropenia associated with bone marrow transplants.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Schering Corporation,2000 Galloping Hill Road,,Kenilworth,New Jersey,7033,United States,41389
AMINOSALICYLIC ACID,5B2658E0N2,Designated,Public record,313,4-aminosalicylic acid,12/13/1989,Treatment of mild to moderate ulcerative colitis in patients intolerant to sulfasalazine.,Designated,Not FDA Approved for Orphan Indication,,,,,"Beeken, Warren M.D.",University Of Vermont,Given C-317,Burlington,Vermont,5405,United States,37989
CARBOVIR,05469V2RW8,Designated/Withdrawn,Public record,314,Carbovir,12/13/1989,Treatment of persons with AIDS and in patients with symptomatic HIV infection and a CD4 count less than 200/mm3.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,41189
POLIFEPROSAN 20,S40C40DA21,Designated/Approved,Public record,315,polifeprosan 20 with carmustine,12/13/1989,Treatment of malignant glioma.,Designated/Approved,,As an adjunct to surgery to prolong survival in patients with recurrent glioblastoma multiforme for whom surgical resection is indicated,9/23/1996,9/23/2003,,"Guilford Pharmaceuticals, Inc.",6611 Tributary Street,,Baltimore,Maryland,21224,United States,37089
CARMUSTINE,U68WG3173Y,Designated/Approved,Public record,315,polifeprosan 20 with carmustine,12/13/1989,Treatment of malignant glioma.,Designated/Approved,,As an adjunct to surgery to prolong survival in patients with recurrent glioblastoma multiforme for whom surgical resection is indicated,9/23/1996,9/23/2003,,"Guilford Pharmaceuticals, Inc.",6611 Tributary Street,,Baltimore,Maryland,21224,United States,37089
POLIFEPROSAN 20,S40C40DA21,Designated/Approved,Public record,316,polifeprosan 20 with carmustine,12/13/1989,Treatment of malignant glioma.,Designated/Approved,,Expanding the indication to include patients with malignant glioma undergoing primary surgical resection.,2/25/2003,2/25/2010,,"Guilford Pharmaceuticals, Inc.",6611 Tributary Street,,Baltimore,Maryland,21224,United States,37089
CARMUSTINE,U68WG3173Y,Designated/Approved,Public record,316,polifeprosan 20 with carmustine,12/13/1989,Treatment of malignant glioma.,Designated/Approved,,Expanding the indication to include patients with malignant glioma undergoing primary surgical resection.,2/25/2003,2/25/2010,,"Guilford Pharmaceuticals, Inc.",6611 Tributary Street,,Baltimore,Maryland,21224,United States,37089
RIFABUTIN,1W306TDA6S,Designated,Public record,317,Rifabutin,12/18/1989,Treatment of disseminated Mycobacterium avium complex disease.,Designated,Not FDA Approved for Orphan Indication,,,,,Pfizer Inc.,235 East 42nd Street,,New York,New York,10017,United States,41889
RIFABUTIN,1W306TDA6S,Designated/Approved,Public record,318,Rifabutin,12/18/1989,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infection.,Designated/Approved,,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.,12/23/1992,12/23/1999,,"Adria Laboratories, Inc.",P.O. Box 16529,,Columbus,Ohio,43216,United States,41989
AMIFAMPRIDINE,RU4S6E2G0J,Designated,Public record,322,Dynamine,2/5/1990,Treatment of Lambert Eaton myasthenic syndrome.,Designated,Not FDA Approved for Orphan Indication,,,,,Mayo Foundation,200 First Street Southwest,,Rochester,Minnesota,55905,United States,43189
TECELEUKIN,H5ZRB188EI,Designated,Public record,323,Interleukin-2,2/5/1990,Treatment of metastatic renal cell carcinoma.,Designated,Not FDA Approved for Orphan Indication,,,,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,7110,United States,36289
