# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-05-16
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr1	119414931	119423034	1p13.1	1p12	613890	HSD3B2	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase, type 2 (adrenal, gonadal)	HSD3B2	3284	ENSG00000203859		Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, 201810 (3), Autosomal recessive	Hsd3b1,Hsd3b2,Hsd3b3,Hsd3b4,Hsd3b5,Hsd3b6,Hsd3b8,Hsd3b9 (MGI:104645,MGI:109598,MGI:3711284,MGI:3782634,MGI:96233,MGI:96234,MGI:96235,MGI:96236)
chr1	119507203	119515058	1p13.1	1p12	109715	HSD3B1	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase, type 1 (placental, peripheral)	HSD3B1	3283	ENSG00000203857			Hsd3b1,Hsd3b2,Hsd3b3,Hsd3b4,Hsd3b5,Hsd3b6,Hsd3b8,Hsd3b9 (MGI:104645,MGI:109598,MGI:3711284,MGI:3782634,MGI:96233,MGI:96234,MGI:96235,MGI:96236)
chr1	119711934	119744215	1p12	1p12	606879	PHGDH, NLS1, PHGDHD	Phosphoglycerate dehydrogenase	PHGDH	26227	ENSG00000092621		Neu-Laxova syndrome 1, 256520 (3), Autosomal recessive; Phosphoglycerate dehydrogenase deficiency, 601815 (3), Autosomal recessive	Phgdh (MGI:1355330)
chr1	119747996	119768932	1p13-p12	1p12	600234	HMGCS2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2, mitochondrial	HMGCS2	3158	ENSG00000134240		HMG-CoA synthase-2 deficiency, 605911 (3), Autosomal recessive	Hmgcs2 (MGI:101939)
chr1	119794017	119811460	1p13.1-p12	1p12	609846	REG4	Regenerating islet-derived family, member 4	REG4	83998	ENSG00000134193			Reg4 (MGI:1914959)
chr1	119833709	119844724	1p12	1p12	613997	NBPF7	Neuroblastoma breakpoint family, member 7	NBPF7P	343505				
chr1	119893533	119896515	1p13-p11	1p12	604779	ADAM30	ADAM metallopeptidase domain 30	ADAM30	11085	ENSG00000134249			Adam30 (MGI:1918328)
chr1	119911553	120069662	1p12	1p12	600275	NOTCH2, AGS2, HJCYS	Notch receptor 2	NOTCH2	4853	ENSG00000134250		Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant	Notch2 (MGI:97364)
chr1	120150898	120176520	1p12	1p12	604029	SEC22B, SEC22L1	SEC22 homolog B, vesicle trafficking protein	SEC22B	9554	ENSG00000265808			Sec22b (MGI:1338759)
chr1	120400001	123400000	1p11		606190	MNRI	Meningioma, radiation-induced		117192			Meningioma, radiation-induced, 606190 (2)	
chr1	120415027	120469676	1q21.1	1p11.2	613998	NBPF8	Neuroblastoma breakpoint family, member 8	NBPF8	728841	ENSG00000270231			
chr1	120432204	120434109	1q21.1	1p11.2	608609	C1orf152, COAS3	Chromosome 1 open reading frame 152	PFN1P2	767846	ENSG00000293296			
chr1	121087345	121097161	1p12	1p11.2	601502	FCGR1B, CD34	Fc fragment of IgG receptor Ib	FCGR1BP	2210	ENSG00000291135			Fcgr1 (MGI:95498)
chr1	121167646	121184340	1p11	1p11.2	614711	FAM72B	Family with sequence similarity 72, member B	FAM72B	653820	ENSG00000188610			Fam72a (MGI:1919669)
chr1	121184975	121392874	1p12	1p11.2	614704	SRGAP2C	SLIT-ROBO Rho GTPase-activating protein 2C	SRGAP2C	653464	ENSG00000171943			Srgap2 (MGI:109605)
chr1	123400001	248956422	1q		151628	LRE2	LINE retrotransposable element-2				inserted in DMD gene		
chr1	125100001	173000000	1q12-q24		605549	CORD8	Cone-rod dystrophy 8		54109			Cone-rod dystrophy 8, 605549 (2), Autosomal recessive	
chr1	125100001	155100000	1q12-q21.3		612875	GNRHR2	Gonadotropin-releasing hormone receptor 2	GNRHR2	114814	ENSG00000293505	?processed pseudogene		
chr1	125100001	156600000	1q12-q22		189890	TRNL	tRNA asparagine-like						
chr1	143200001	155100000	1q21		611152	AD13	Alzheimer disease-13		100188837		max lod D1S498	{Alzheimer disease-13}, 611152 (2)	
chr1	143200001	156600000	1q21-q22		608781	ASPG3	Asperger syndrome, susceptibility to, 3		449015		max lod at D1S484	{Asperger syndrome susceptibility 3}, 608781 (2)	
chr1	143200001	165500000	1q21-q23		605833	BMND2	Bone mineral density QTL 2		338027			[Bone mineral density QTL 2], 605833 (2)	
chr1	143200001	147500000	1q21.1		612474	DEL1q21, C1DELq21	Chromosome 1q21.1 deletion syndrome				contiguous gene deletion syndrome	Chromosome 1q21.1 deletion syndrome, 612474 (4), Autosomal dominant, Isolated cases	
chr1	143200001	165500000	1q21-q23		608372	DFNA49	Deafness, autosomal dominant 49		317664		max lod at D1S3784 and D1S3786	Deafness, autosomal dominant 49, 608372 (2), Autosomal dominant	
chr1	143200001	147500000	1q21.1		612475	DUP1q21, C1DUPq21	Chromosome 1q21.1 duplication syndrome				contiguous gene duplication syndrome	Chromosome 1q21.1 duplication syndrome, 612475 (4), Autosomal dominant, Isolated cases	
chr1	143200001	165500000	1q21-q23		614013	ERVK-7, HERV-KIII, HERV-K102	Endogenous retrovirus group K, member 7	ERVK-7	449619				
chr1	143200001	147500000	1q21.1		613017	NBLST6	Neuroblastoma, susceptibility to, 6		100306939		?contiguous gene deletion or duplication disease	{Neuroblastoma, susceptibility to, 6}, 613017 (2)	
chr1	143200001	147500000	1q21.1		612970	NBPF17P, NBPF23	Neuroblastoma breakpoint family, member 17, pseudogene	NBPF17P	401967	ENSG00000179571			
chr1	143200001	155100000	1q21		603935	PSORS4	Psoriasis susceptibility 4		10547			{Psoriasis susceptibility 4}, 603935 (2)	
chr1	143200001	155100000	1q21		605642	PTCPRN, PRN1	Papillary thyroid carcinoma with papillary renal neoplasia		79052			Thyroid carcinoma, papillary, with papillary renal neoplasia, 605642 (2)	
chr1	143200001	155100000	1q21		161900	RFH1, AORF	Renal failure, progressive, with hypertension		59331			Nephropathy-hypertension, 161900 (2), Autosomal dominant	
chr1	143200001	165500000	1q21-q23		613145	SLEB14	Systemic lupus erythematosus, susceptibility to, 14		100322878		associated with rs3093061	{Systemic lupus erythematosus, susceptibility to, 14}, 613145 (2)	
chr1	143200001	156600000	1q21-q22		182269	SPRR2C	Small proline-rich protein 2C	SPRR2C	6702		prob. pseudogene		
chr1	143200001	147500000	1q21.1		614747	UAQTL6	Uric acid concentration, serum, quantitative trait locus 6		100996935		associated with C/T variant at chr1_142697422	[Uric acid concentration, serum, QTL6], 614747 (2)	
chr1	143874743	143883733	1q21	1q21.1	601503	FCGR1C, CD64	Fc fragment of IgG receptor Ic, pseudogene	FCGR1CP	100132417	ENSG00000265531			
chr1	143955287	143973564	1q21.2	1q21.1	616853	FAM72C	Family with sequence similarity 72, member C	FAM72C	554282	ENSG00000263513			Fam72a (MGI:1919669)
chr1	143972639	144069704	1q21.1	1q21.1	614705	SRGAP2D	SLIT-ROBO Rho GTPase-activating protein 2D	SRGAP2D	100996712				
chr1	144372875	144373634	1q21.1	1q21.1	608608	PPIAL4A, COAS2	Peptidylprolyl isomerase A (cyclophilin A)-like 4A	PPIAL4E	730262	ENSG00000271567			
chr1	144421390	144461669	1q21.1	1q21.1	610414	NBPF15, MGC8902	Neuroblastoma breakpoint family, member 15	NBPF15	284565	ENSG00000266338	contains 6 copies of DUF1220 domain		
chr1	144887288	145095380	1q21.1	1q21.1	614703	SRGAP2B	SLIT-ROBO Rho GTPase-activating protein 2B	SRGAP2B	647135	ENSG00000196369			Srgap2 (MGI:109605)
chr1	145094296	145112696	1p21	1q21.1	614712	FAM72D	Family with sequence similarity 72, member D	FAM72D	728833	ENSG00000215784			Fam72a (MGI:1919669)
chr1	145287766	145287839	1p36.1	1q21.1	189880	TRNAN1, TRN1, TRN	tRNA asparagine	TRN-GTT2-7	7214				
chr1	145289900	145425603	1q21.1	1q21.1	614007	NBPF20	Neuroblastoma breakpoint family, member 20	NBPF20	100288142	ENSG00000162825			
chr1	145607988	145670650	1q21.1	1q21.1	612821	GPR89A	G protein-coupled receptor 89A	GPR89A	653519	ENSG00000117262			Gpr89 (MGI:1914799)
chr1	145670852	145707400	1q21	1q21.1	603831	PDZK1	PDZ domain-containing 1	PDZK1	5174	ENSG00000174827			Pdzk1 (MGI:1928901)
chr1	145719499	145739288	1q21.1	1q21.1	604463	CD160, BY55	CD160 antigen	CD160	11126	ENSG00000117281			Cd160 (MGI:1860383)
chr1	145738868	145824095	1q21.1	1q21.1	619535	RNF115, BCA2, RABRING7, ZFP364	RING finger protein 115	RNF115	27246	ENSG00000265491			Rnf115 (MGI:1915095)
chr1	145824200	145844402	1q21.1	1q21.1	617454	POLR3C, RPC62, RPC3	Polymerase III, RNA, subunit C	POLR3C	10623	ENSG00000186141			Polr3c (MGI:1921664)
chr1	145848522	145859081	1q21	1q21.1	605987	PIAS3	Protein inhibitor of activated STAT3	PIAS3	10401	ENSG00000131788			Pias3 (MGI:1913126)
chr1	145891208	145910050	1q21.1	1q21.1	604042	ITGA10	Integrin, alpha-10	ITGA10	8515	ENSG00000143127			Itga10 (MGI:2153482)
chr1	145911348	145918717	1q21.1	1q21.1	603867	PEX11B, PEX14B	Peroxisome biogenesis 11B	PEX11B	8799	ENSG00000131779		Peroxisome biogenesis disorder 14B, 614920 (3), Autosomal recessive	Pex11b (MGI:1338882)
chr1	145921556	145927484	1q12	1q21.1	605313	RBM8A, RBM8B, TAR, C1DELq21.1, DEL1q21.1	RNA-binding motif protein 8A	RBM8A	9939	ENSG00000265241	pseudogene on chr.14	Thrombocytopenia-absent radius syndrome, 274000 (3), Autosomal recessive	Rbm8a,Rbm8a2 (MGI:1913129,MGI:3612447)
chr1	145964690	145978848	1q21.1	1q21.1	617457	POLR3GL, SOFM	Polymerase III, RNA, subunit G-like	POLR3GL	84265	ENSG00000121851		Short stature, oligodontia, dysmorphic facies, and motor delay, 619234 (3), Autosomal recessive	Polr3gl (MGI:1917120)
chr1	145992435	145996579	1q21	1q21.1	606599	TXNIP, VDUP1	Thioredoxin-interacting protein	TXNIP	10628	ENSG00000265972			Txnip (MGI:1889549)
chr1	146017470	146021735	1q21	1q21.1	608374	HJV, HFE2A	Hemojuvelin	HJV	148738	ENSG00000168509	between D1S442 and D1S2347	Hemochromatosis, type 2A, 602390 (3), Autosomal recessive	Hjv (MGI:1916835)
chr1	146064699	146144804	1q21.1	1q21.1	614000	NBPF10	Neuroblastoma breakpoint family, member 10	NBPF10	100132406	ENSG00000271425			
chr1	146148865	146229021	1q21.1	1q21.1	618023	NOTCH2NLA	NOTCH2 N-terminal-like protein A	NOTCH2NLA	388677	ENSG00000264343			
chr1	146486332	146822034	1q21.1	1q21.1	610813	HYDIN2, KIAA1864	HYDIN axonemal central pair apparatus protein 2	HYDIN2	100288805		duplicated copy 16q22.2		
chr1	146938324	146996198	1q21.1	1q21.1	608607	NBPF12, COAS1, KIAA1245	Neuroblastoma breakpoint family, member 12	NBPF12	149013	ENSG00000268043			
chr1	147155106	147172470	1q21.1	1q21.1	602741	PRKAB2	Protein kinase, AMP-activated, noncatalytic, beta-2	PRKAB2	5565	ENSG00000131791			Prkab2 (MGI:1336185)
chr1	147172747	147295762	1q21	1q21.1	613039	CHD1L, ALC1	Chromodomain helicase DNA-binding protein 1-like	CHD1L	9557	ENSG00000131778			Chd1l (MGI:1915308)
chr1	147184305	147227284	1q21.1	1q21.1	603957	FMO5	Flavin-containing monooxygenase 5	FMO5	2330	ENSG00000131781			Fmo5 (MGI:1310004)
chr1	147541501	147626216	1q21	1q21.2	602597	BCL9	B-cell CLL/lymphoma-9	BCL9	607	ENSG00000116128			Bcl9 (MGI:1924828)
chr1	147629658	147670524	1q21	1q21.2	611471	ACP6, LPAP, ACPL1	Acid phosphatase 6, lysophosphatide	ACP6	51205	ENSG00000162836			Acp6 (MGI:1931010)
chr1	147756199	147773351	1q21.2	1q21.2	121013	GJA5, CX40, ATFB11	Gap junction protein, alpha-5, 40kD (connexin 40)	GJA5	2702	ENSG00000265107		Atrial fibrillation, familial, 11, 614049 (3), Autosomal dominant; Atrial standstill, digenic (GJA5/SCN5A), 108770 (3), Autosomal dominant	Gja5 (MGI:95716)
chr1	147902795	147914486	1q21.1	1q21.2	600897	GJA8, CX50, CTRCT1, CZP1, CAE1	Gap junction membrane channel protein alpha-8 (connexin 50)	GJA8	2703	ENSG00000121634		Cataract 1, multiple types, 116200 (3), Autosomal dominant	Gja8 (MGI:99953)
chr1	147928420	148025934	1q21.1	1q21.2	612806	GPR89B, GPHR	G protein-coupled receptor 89B	GPR89B	51463	ENSG00000188092			Gpr89 (MGI:1914799)
chr1	148102151	148152281	1q21.1	1q21.2	614001	NBPF11	Neuroblastoma breakpoint family, member 11	NBPF11	200030	ENSG00000263956			
chr1	148531385	148596011	1q21.1	1q21.2	614003	NBPF14	Neuroblastoma breakpoint, member 14	NBPF14	25832	ENSG00000270629			
chr1	148600285	148712538	1q21.1	1q21.2	618024	NOTCH2NLB	NOTCH2 N-terminal-like protein B	NOTCH2NLB	100996763	ENSG00000286019			
chr1	148808434	149033016	1q21.1	1q21.2	608117	PDE4DIP, MMGL, KIAA0454, KIAA0477	Phosphodiesterase 4D-interacting protein	PDE4DIP	9659	ENSG00000178104			Pde4dip (MGI:1891434)
chr1	149052186	149103551	1q21.1	1q21.2	613999	NBPF9	Neuroblastoma breakpoint family, member 9	NBPF9	400818	ENSG00000269713			
chr1	149390621	149471833	1q21.1	1q21.2	618025	NOTCH2NLC, NIID, ETM6, OPDM3	NOTCH2 N-terminal-like protein C	NOTCH2NLC	100996717	ENSG00000286219		Tremor, hereditary essential, 6, 618866 (3), Autosomal dominant; Oculopharyngodistal myopathy 3, 619473 (3), Autosomal dominant; Neuronal intranuclear inclusion disease, 603472 (3), Autosomal dominant	
chr1	149475045	149556361	1q21.1	1q21.2	614006	NBPF19	Neuroblastoma breakpoint family, member 19	NBPF19	101060226	ENSG00000271383			
chr1	149782694	149800609	1q21.2-q21.3	1q21.2	146760	FCGR1A, IGFR1, CD64	Fc fragment of IgG receptor Ia	FCGR1A	2209	ENSG00000150337		[IgG receptor I, phagocytic, familial deficiency of] (3)	Fcgr1 (MGI:95498)
chr1	149832657	149833052	1q21	1q21.2	142750	H4C14, H4FN, H4F2	H4 clustered histone 14	H4C14	8370	ENSG00000270882	100-200 histone genes; some on chromosome 6 and 12, as well as perhaps 7		H4c2 (MGI:2448420)
chr1	149840687	149841208	1q21	1q21.2	142780	H3C14, HIST2H3C, H3F2	H3 clustered histone 14	H3C14	126961	ENSG00000203811			H3c13,H3c14,H3c15,H3c2,H3c3,H3c4,H3c6,H3c7,H3f3c (MGI:2448319,MGI:2448320,MGI:2448322,MGI:2448326,MGI:2448329,MGI:2448351,MGI:2448355,MGI:2448357,MGI:3650546)
chr1	149842218	149842750	1q21	1q21.2	142720	H2AC18, HIST2H2AA, H2AFO, H2A	H2A clustered histone 18	H2AC18	8337	ENSG00000288825			H2ac18,H2ac19 (MGI:2448283,MGI:96097)
chr1	149884459	149886682	1q21-q23	1q21.2	601831	H2BC21, HIST2H2BE, H2B	H2B clustered histone 21	H2BC21	8349	ENSG00000184678			
chr1	149886918	149887411	1q21-q23	1q21.2	602797	H2AC20, HIST2H2AC, H2AFQ	H2A clustered histone 20	H2AC20	8338	ENSG00000184260			H2ac20 (MGI:2448316)
chr1	149887469	149887965	1q21	1q21.2	615014	H2AC21, HIST2H2AB, H2AB	H2A clustered histone 21	H2AC21	317772	ENSG00000184270			H2ac21 (MGI:2448314)
chr1	149899568	149900795	1q21.2	1q21.2	613181	BOLA1	bolA family member 1	BOLA1	51027	ENSG00000178096			Bola1 (MGI:1916418)
chr1	149903318	149917844	1q21.2	1q21.2	185860	SV2A, SV2, DEE113	Synaptic vesicle glycoprotein 2A	SV2A	9900	ENSG00000159164		Developmental and epileptic encephalopathy 113, 620772 (3)	Sv2a (MGI:1927139)
chr1	149923317	149927803	1q21.2	1q21.2	605593	SF3B4, SF3B49, SAP49, AFD1	Splicing factor 3B, subunit 4	SF3B4	10262	ENSG00000143368		Acrofacial dysostosis 1, Nager type, 154400 (3), Autosomal dominant	Sf3b4 (MGI:109580)
chr1	149937812	150067653	1q21.2	1q21.2	611748	OTUD7B, CEZANNE	OTU domain-containing protein 7B	OTUD7B	56957	ENSG00000264522			Otud7b (MGI:2654703)
chr1	150067382	150145329	1q21-q22	1q21.2	610035	VPS45, VPS45A, SCN5	Vacuolar protein sorting 45 homolog	VPS45	11311	ENSG00000136631		Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3), Autosomal recessive	Vps45 (MGI:891965)
chr1	150149646	150160065	1q21.2	1q21.2	608335	PLEKHO1, CKIP1	Pleckstrin homology domain-containing protein, family O, member 1	PLEKHO1	51177	ENSG00000023902			Plekho1 (MGI:1914470)
chr1	150218417	150236112	1q22	1q21.2	609611	ANP32E, LANPL	Acidic leucine-rich nuclear phosphoprotein 32 family, member E	ANP32E	81611	ENSG00000143401			Anp32e (MGI:1913721)
chr1	150257774	150265078	1q21	1q21.2	604832	CA14	Carbonic anhydrase XIV	CA14	23632	ENSG00000118298			Car14 (MGI:1344341)
chr1	150265404	150269016	1p36.13-q31.3	1q21.2	607629	APH1A	APH1 homolog A, gamma secretase subunit	APH1A	51107	ENSG00000117362			Aph1a (MGI:2385110)
chr1	150282554	150287093	1q21.2	1q21.2	615782	CIART, CHRONO, GM129	Circadian-associated repressor of transcription	CIART	148523	ENSG00000159208			Ciart (MGI:2684975)
chr1	150293861	150308979	1q21	1q21.2	611984	MRPS21	Mitochondrial ribosomal protein S21	MRPS21	54460	ENSG00000266472	9 pseudogenes		Mrps21 (MGI:1913542)
chr1	150321468	150353233	1q21.2	1q21.2	607301	PRPF3, HPRP3, RP18	Pre-mRNA processing factor 3	PRPF3	9129	ENSG00000117360		Retinitis pigmentosa 18, 601414 (3), Autosomal dominant	Prpf3 (MGI:1918017)
chr1	150364147	150476566	1q21.3	1q21.2	614695	RPRD2	Regulation of nuclear pre-mRNA domain-containing 2	RPRD2	23248	ENSG00000163125			Rprd2 (MGI:1922387)
chr1	150487419	150507602	1q21.2	1q21.2	612805	TARS2, COXPD21	Threonyl-tRNA synthetase 2	TARS2	80222	ENSG00000143374		Combined oxidative phosphorylation deficiency 21, 615918 (3), Autosomal recessive	Tars2 (MGI:1919057)
chr1	150508109	150513789	1q21	1q21.2	602201	ECM1, URBWD	Extracellular matrix protein-1	ECM1	1893	ENSG00000143369		Urbach-Wiethe disease, 247100 (3), Autosomal recessive	Ecm1 (MGI:103060)
chr1	150515752	150536788	1q21.2	1q21.2	616092	FALEC, FAL1	Focally amplified long noncoding RNA in epithelial cancer	FALEC	100874054				
chr1	150549408	150560937	1q21	1q21.2	610113	ADAMTSL4, TSRC1, ECTOL2	ADAMTS-like 4	ADAMTSL4	54507	ENSG00000143382		Ectopia lentis et pupillae, 225200 (3), Autosomal recessive; Ectopia lentis, isolated, autosomal recessive, 225100 (3), Autosomal recessive	Adamtsl4 (MGI:2389008)
chr1	150574558	150579610	1q21	1q21.2	159552	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	4170	ENSG00000143384			Mcl1 (MGI:101769)
chr1	150600001	155100000	1q21.3		139450	HRM2	Hair morphology 2 (curly hair)		100379199		associated with rs11803731	Hair, curly, 139450 (2), Autosomal dominant	
chr1	150621246	150629612	1q21.2	1q21.3	603061	ENSA	Endosulfine, alpha	ENSA	2029	ENSG00000143420			Ensa (MGI:1891189)
chr1	150646230	150697154	1q21.2	1q21.3	612208	GOLPH3L, GPP34R	Golgi phosphoprotein 3-like	GOLPH3L	55204	ENSG00000143457			Golph3l (MGI:1917129)
chr1	150698060	150720895	1q21.3	1q21.3	609824	HORMAD1, NOHMA	HORMA domain-containing 1	HORMAD1	84072	ENSG00000143452			Hormad1 (MGI:1915231)
chr1	150730188	150765778	1q21	1q21.3	116845	CTSS	Cathepsin S	CTSS	1520	ENSG00000163131			Ctss (MGI:107341)
chr1	150796208	150808260	1q21	1q21.3	601105	CTSK	Cathepsin K	CTSK	1513	ENSG00000143387		Pycnodysostosis, 265800 (3), Autosomal recessive	Ctsk (MGI:107823)
chr1	150809713	150876599	1q21	1q21.3	126110	ARNT	Aryl hydrocarbon receptor nuclear translocator	ARNT	405	ENSG00000143437			Arnt (MGI:88071)
chr1	150926263	150964737	1q21	1q21.3	604396	SETDB1	SET domain protein, bifurcated, 1	SETDB1	9869	ENSG00000143379			Setdb1 (MGI:1934229)
chr1	150965186	150974835	1q21.3	1q21.3	606920	CERS2, LASS2	Ceramide synthase 2	CERS2	29956	ENSG00000143418			Cers2 (MGI:1924143)
chr1	150977306	150995634	1q21	1q21.3	603319	ANXA9, ANX31	Annexin A9 (annexin XXXI)	ANXA9	8416	ENSG00000143412			Anxa9 (MGI:1923711)
chr1	150996536	151008393	1q21.3	1q21.3	618407	MINDY1, FAM63A	MINDY lysine-48 deubiquitinase 1	MINDY1	55793	ENSG00000143409			Mindy1 (MGI:1922257)
chr1	151008449	151035713	1q21.3	1q21.3	617413	PRUNE1, DRES17, NMIHBA	Prune exopolyphosphatase 1	PRUNE1	58497	ENSG00000143363		Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies, 617481 (3), Autosomal recessive	Prune1 (MGI:1925152)
chr1	151036586	151047720	1q21.3	1q21.3	611275	BNIPL, BNIPS, BNIPL1, BNIPL2	BCL2/adenovirus E1B 19kD protein-interacting protein 2-like	BNIPL	149428	ENSG00000163141			Bnipl (MGI:2384749)
chr1	151050985	151059622	1q21.3	1q21.3	619456	CDC42SE1, SPEC1	CDC42 small effector 1	CDC42SE1	56882	ENSG00000197622			Cdc42se1 (MGI:1889510)
chr1	151060397	151069544	1q21	1q21.3	604684	MLLT11, AF1Q	Myeloid/lymphoid or mixed-lineage leukemia, translocated to, 11	MLLT11	10962	ENSG00000213190			Mllt11 (MGI:1929671)
chr1	151131685	151146631	1q21.3	1q21.3	609294	SEMA6C, KIAA1869	Semaphorin 6C	SEMA6C	10500	ENSG00000143434			Sema6c (MGI:1338032)
chr1	151156649	151159749	1q21.2-q21.3	1q21.3	612112	TNFAIP8L2, TIPE2	Tumor necrosis factor-alpha-induced protein 8-like 2	TNFAIP8L2	79626	ENSG00000163154			Tnfaip8l2 (MGI:1917019)
chr1	151166144	151170296	1q21.3	1q21.3	608095	SCNM1, MGC3180, OFD19	Sodium channel modifier 1	SCNM1	79005	ENSG00000163156		Orofaciodigital syndrome XIX, 620107 (3), Autosomal recessive	Scnm1 (MGI:1341284)
chr1	151169987	151175981	1q12	1q21.3	605834	TMOD4	Tropomodulin 4, muscle	TMOD4	29765	ENSG00000163157			Tmod4 (MGI:1355285)
chr1	151176304	151190197	1q21	1q21.3	600607	VPS72, CFL1, YL1	Vacuolar protein sorting 72 homolog	VPS72	6944	ENSG00000163159			Vps72 (MGI:1202305)
chr1	151195419	151249531	1q22-q24	1q21.3	603275	PIP5K1A	Phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	PIP5K1A	8394	ENSG00000143398			Pip5k1a (MGI:107929)
chr1	151254734	151267479	1q21.3	1q21.3	601648	PSMD4, S5A, RPN10	Proteasome 26S subunit, non-ATPase, 4	PSMD4	5710	ENSG00000159352			Psmd4 (MGI:1201670)
chr1	151281522	151292176	1q21.2	1q21.3	610568	ZNF687, KIAA1441, PDB6	Zinc finger protein 687	ZNF687	57592	ENSG00000143373	fused with AML1 in t(1;21)	Paget disease of bone 6, 616833 (3), Autosomal dominant	Zfp687 (MGI:1925516)
chr1	151291797	151327715	1q21.1-q21.3	1q21.3	602758	PI4KB, PIK4CB, DFNA87	Phosphatidylinositol 4-kinase, beta	PI4KB	5298	ENSG00000143393		Deafness, autosomal dominant 87, 620281 (3), Autosomal dominant	Pi4kb (MGI:1334433)
chr1	151340640	151347252	1q21.1-q21.3	1q21.3	601863	RFX5	Regulatory factor X, 5 (influences HLA class II expression)	RFX5	5993	ENSG00000143390		Bare lymphocyte syndrome, type II, complementation group C, 209920 (3), Autosomal recessive; Bare lymphocyte syndrome, type II, complementation group E, 209920 (3), Autosomal recessive	Rfx5 (MGI:1858421)
chr1	151364304	151372705	1q21-q22	1q21.3	604188	SELENBP1, SP56, EHMTO	Selenium-binding protein 1	SELENBP1	8991	ENSG00000143416		Extraoral halitosis due to MTO deficiency, 618148 (3), Autosomal recessive	Selenbp1,Selenbp2 (MGI:104859,MGI:96825)
chr1	151399573	151401937	1q21	1q21.3	602177	PSMB4, PRAAS3	Proteasome subunit, beta type, 4	PSMB4	5692	ENSG00000159377	mutation identified in 1 PRAAS3 patient and 1 digenic family	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms, 617591 (3), Autosomal recessive	Psmb4 (MGI:1098257)
chr1	151402724	151459494	1q21.3	1q21.3	614787	POGZ, KIAA0461, MRD37, WHSUS	POGO transposable-element derived protein with ZNF domain	POGZ	23126	ENSG00000143442		White-Sutton syndrome, 616364 (3), Autosomal dominant	Pogz (MGI:2442117)
