n.org_name,Country,zip_code,state,County,city
"""MICROFAB TECHNOLOGIES, INC.""",,,,,
"""THIRD WAVE TECHNOLOGIES, INC.""",,,,,
"""MICROBIAL ID, INC.""",,,,,
"""PROSCRIPT, INC.""",,,,,
"""PROMEGA CORPORATION""",,,,,
"""MEDINOX, INC.""",,,,,
"""CHILDREN'S HOSPITAL OF ORANGE COUNTY""",United States,92868,California,Orange County,Orange
"""INCELL CORPORATION, LLC""",,,,,
"""TREVIGEN, INC.""",,,,,
"""UNIVERSITY OF LONDON EASTMAN DENTAL INST""",,,,,
"""MATTEK CORPORATION""",,,,,
"""REGIS UNIVERSITY""",United States,80221,Colorado,Denver,Regis
"""GTC BIOTHERAPEUTICS, INC.""",,,,,
"""DNA TECHNOLOGIES, INC.""",,,,,
"""NUTRACEUTICAL BIOSCIENCES, INC.""",,,,,
"""ADVANCED CORNEAL SYSTEMS (ACS)""",,,,,
"""JAEB CENTER FOR HEALTH RESEARCH, INC.""",,,,,
"""PROBIOTIX, INC.""",,,,,
"""COLUMBIA UNIVERSITY TEACHERS COLLEGE""",,,,,
"""LEWIS AND CLARK COLLEGE""",United States,97219,Oregon,Multnomah County,Portland
"""ARADIGM CORPORATION""",,,,,
"""CLEVELAND MEDICAL DEVICES, INC.""",,,,,
"""QUALITY CONTROLLED BIOCHEMICALS, INC.""",,,,,
"""CAMBREX BIOSCIENCE WALKERSVILLE, INC.""",,,,,
"""ALCOHOL SELF-CONTROL PROGRAM""",,,,,
"""UNITED LEUKODYSTROPHY FOUNDATION""",,,,,
"""VETERANS MEDICAL RESEARCH FDN/SAN DIEGO""",,,,,
"""NORTHERN CALIFORNIA INSTITUTE RES &EDUC""",,,,,
"""OPHIDIAN PHARMACEUTICALS, INC.""",,,,,
"""AVANTI POLAR LIPIDS, INC.""",,,,,
"""PROCEPT, INC.""",,,,,
"""KOSAN BIOSCIENCES, INC.""",,,,,
"""LAMBDA PHARMACEUTICALS""",,,,,
"""PHARMACOPEIA DRUG DISCOVERY, INC.""",,,,,
"""PRECISION HAEMOSTATICS, INC.""",,,,,
"""APHIOS CORPORATION""",,,,,
"""CONTROL DELIVERY SYSTEMS, INC.""",,,,,
"""MORPHOGENESIS, INC.""",,,,,
"""WARREN E COLLINS, INC.""",,,,,
"""BIOMEDICAL RESEARCH MODELS, INC.""",,,,,
"""ACORDA THERAPEUTICS, INC.""",,,,,
"""BURNISON CHASNOFF AND ASSOCIATES""",,,,,
"""PROTEIN SOLUTIONS, INC.""",,,,,
"""ITHERX PHARMACEUTICALS, INC.""",,,,,
"""GENETEX, INC.""",,,,,
"""WORLD HEALTH ORGANIZATION""",United States,20037,District of Columbia,Washington,Ward 2
"""IMAGE ASSOCIATES""",,,,,
"""INSIGHTFUL CORPORATION""",,,,,
"""HASTINGS CENTER, INC.""",,,,,
"""SYNAPTIC PHARMACEUTICAL CORPORATION""",,,,,
"""KENNETH S. WARREN INSTITUTE, INC.""",,,,,
"""ARKANSAS CHILDREN'S HOSPITAL RES INST""",,,,,
"""MALARIA FOUNDATION, INC.""",,,,,
"""PENEDERM, INC.""",,,,,
"""MOLICHEM-MAGELLAN""",,,,,
"""IMMUNE COMPLEX CORPORATION""",,,,,
"""INFECTIOUS DISEASE RESEARCH INSTITUTE""",,,,,
"""POLYPROBE, INC.""",,,,,
"""AMBION, INC.""",,,,,
"""PROVIDENCE PORTLAND MEDICAL CENTER""",United States,97213,Oregon,Multnomah County,Portland
"""CA*TX, INC.""",,,,,
"""CONNECTICUT CHILDREN'S MEDICAL CENTER""",United States,06106,Connecticut,Hartford,Downtown Hartford
"""ARGONEX, INC.""",,,,,
"""TECHLAB, INC.""",,,,,
"""XL SCI-TECH, INC.""",,,,,
"""C-P TECHNOLOGY, L.P.""",,,,,
"""NATURAL PRODUCTS/GLYCOTECHNOLOGY RES INS""",,,,,
"""NATIONAL INSTITUTE HYGIENE/EPIDEMIOLOGY""",Việt Nam,10078,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ
"""ROBERTS WESLEYAN COLLEGE""",United States,14623,New York,Monroe County,City of Rochester
"""SOCIAL AND SCIENTIFIC SYSTEMS, INC.""",,,,,
"""SUSQUEHANNA UNIVERSITY""",United States,17870,Pennsylvania,Snyder County,Selinsgrove
"""INOLOGIC, INC.""",,,,,
"""HUMAN GENE THERAPY RESEARCH INSTITUTE""",,,,,
"""IMMUNE DEFICIENCY FOUNDATION""",,,,,
"""BRATON BIOTECH, INC.""",,,,,
"""MAYO CLINIC COLL OF MED, JACKSONVILLE""",,,,,
"""COLLINS MEDICAL, INC.""",,,,,
"""MCP HAHNEMANN UNIVERSITY""",,,,,
"""NATIONAL INSTITUTE OF PARASITIC DISEASES""",,,,,
"""CHICAGO STATE UNIVERSITY""",United States,60628,Illinois,Cook County,Hyde Park Township
"""SPELMAN COLLEGE""",United States,30313,Georgia,Fulton County,Atlanta
"""MORGAN STATE UNIVERSITY""",United States,21251,Maryland,Baltimore,Northwood
"""CALIFORNIA STATE POLY U POMONA""",,,,,
"""MELLON PITTS CORPORATION (MPC CORP)""",,,,,
"""AARHUS UNIVERSITY HOSPITAL""",Danmark,8210,Region Midtjylland,Aarhus Kommune,Aarhus
"""U OF L ROYAL POSTGRADUATE MEDICAL SCHOOL""",,,,,
"""HARBOR BRANCH OCEANOGRAPHIC INST, INC.""",,,,,
"""WICHITA STATE UNIVERSITY""",United States,67260,Kansas,Sedgwick County,Wichita
"""SANGSTAT MEDICAL CORPORATION""",,,,,
"""BOSTON UNIVERSITY""",United States,02215,Massachusetts,Suffolk County,Boston
"""IMMTECH INTERNATIONAL, INC.""",,,,,
"""TUMOREX, INC.""",,,,,
"""PATHOGENESIS CORPORATION""",,,,,
"""DIACELL, INC.""",,,,,
"""ARTSCO, INC.""",,,,,
"""SHELBYTECH, INC.""",,,,,
"""ACCELERATOR TECHNOLOGY CORPORATION""",,,,,
"""GOLDFINCH DIAGNOSTICS, INC.""",,,,,
"""MISSION RESEARCH CORPORATION""",India,625107,Tamil Nadu,Madurai,Madurai North
"""WYATT ENTERPRISES""",United States,67801,Kansas,Ford County,Dodge City
"""KEYSTONE SYMPOSIA""",,,,,
"""INTERNATIONAL SOCIETY FOR INFECT DIS""",,,,,
"""RIDER UNIVERSITY""",United States,08648,New Jersey,Mercer County,Lawrence Township
"""DANISH EPIDEMIOLOGY SCIENCE CENTER""",,,,,
"""UNIVERSITY OF SYDNEY""",Australia,2006,New South Wales,Council of the City of Sydney,Sydney
"""HARVARD PILGRIM HEALTH CARE, INC.""",,,,,
"""BIOTRACES, INC.""",,,,,
"""GENETIX PHARMACEUTICALS, INC.""",,,,,
"""AMBI, INC.""",,,,,
"""PENTOSE PHARMACEUTICALS, INC.""",,,,,
"""HYBRIDON, INC.""",,,,,
"""SLIL BIOMEDICAL CORPORATION""",,,,,
"""ACLARA BIOSCIENCES, INC.""",,,,,
"""PROLX PHARMACEUTICALS, LP""",,,,,
"""CHAOTIC DYNAMICAL SYSTEMS""",,,,,
"""BIOSEPARATIONS, INC.""",,,,,
"""NEKTAR THERAPEUTICS""",,,,,
"""UROCOR, INC.""",,,,,
"""BIOPURE CORPORATION""",,,,,
"""METAPHORE PHARMACEUTICALS, INC.""",,,,,
"""ATHENA ENVIRONMENTAL SCIENCE, INC.""",,,,,
"""ANERGEN, INC.""",,,,,
"""NATURAL PRODUCTS RESEARCH, INC.""",,,,,
"""ROSWELL PARK CANCER INSTITUTE CORP""",,,,,
"""CAMPBELL UNIVERSITY""",United States,27506,North Carolina,Harnett County,Buies Creek
"""NATURAL MEDICINES RESEARCH INSTITUTE""",,,,,
"""PAGET FDN/ PAGET DIS/BONE/RELATED DISORD""",,,,,
"""DREW UNIVERSITY""",United States,07940,New Jersey,Morris County,Madison
"""IMMERSION MEDICAL, INC.""",,,,,
"""ALGENIX, INC.""",,,,,
"""DEMEGEN, INC.""",,,,,
"""METROHEALTH MEDICAL CENTER""",United States,44109,Ohio,Cuyahoga County,Cleveland
"""PHOTONIC SENSOR SYSTEMS, INC.""",,,,,
"""BIOCEPT, INC.""",,,,,
"""ADVANCED SENSOR TECHNOLOGIES, INC.""",,,,,
"""TDA RESEARCH, INC.""",,,,,
"""INTERSCIENCE, INC.""",,,,,
"""INNERSEA TECHNOLOGY""",,,,,
"""CHEMBIO DIAGNOSTIC SYSTEMS, INC.""",,,,,
"""SIBTECH, INC.""",,,,,
"""SOCIOMETRICS CORPORATION""",,,,,
"""NEPHROS THERAPEUTICS, INC.""",,,,,
"""HEMOCLEANSE, INC""",,,,,
"""POLY-MED, INC.""",,,,,
"""CHEMICA TECHNOLOGIES, LLC""",,,,,
"""SYNZYME TECHNOLOGY, INC.""",,,,,
"""AMERICAN ACADEMY OF ADDICTION PSYCHIATRY""",,,,,
"""NATHAN S. KLINE INSTITUTE FOR PSYCH RES""",,,,,
"""ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER""",,,,,
"""SIMON FRASER UNIVERSITY""",Canada,V5A 1S6,British Columbia,Metro Vancouver Regional District,Burnaby
"""ROBIN MEDICAL, INC.""",,,,,
"""PARKER HUGHES INSTITUTE""",,,,,
"""IMGENEX CORPORATION""",,,,,
"""THE HAMNER INSTITUTES""",,,,,
"""STRANG CANCER PREVENTION CENTER""",,,,,
"""PROPORTIONAL TECHNOLOGIES, INC.""",,,,,
"""MAINE MEDICAL CENTER""",United States,04102,Maine,Cumberland County,Portland
"""AMERICAN TYPE CULTURE COLLECTION""",United States,20109,Virginia,Prince William County,Innovation
"""SAM TECHNOLOGY, INC.""",,,,,
"""U.S. WALTER REED ARMY INST OF RESEARCH""",,,,,
"""CHILDREN'S HEALTHCARE SYSTEM OF ATLANTA""",,,,,
"""BIOMARIN PHARMACEUTICAL INC.""",,,,,
"""BIORESOURCES LABORATORIES, INC.""",,,,,
"""BROOKLYN COLLEGE""",United States,11210,New York,City of New York,Kings County
"""OUR LADY OF MERCY MEDICAL CENTER""",,,,,
"""OFFICE OF THE DIRECTOR, NIH""",,,,,
"""SOUTHERN UNIV A&M COL BATON ROUGE""",,,,,
"""NORTH CAROLINA CENTRAL UNIVERSITY""",United States,27707,North Carolina,Durham County,Durham
"""EASTERN MAINE MEDICAL CENTER""",United States,04401,Maine,Penobscot County,Bangor
"""BUCK INSTITUTE FOR AGE RESEARCH""",,,,,
"""CIVCO MEDICAL INSTRUMENTS COMPANY, INC.""",,,,,
"""RESEARCH INST NATIONWIDE CHILDREN'S HOSP""",,,,,
"""ABILENE CHRISTIAN UNIVERSITY""",United States,79699,Texas,Taylor County,Abilene
"""FORDHAM UNIVERSITY""",United States,10458,New York,City of New York,The Bronx
"""UNIVERSITY OF MARYLAND BALT CO CAMPUS""",,,,,
"""ATAIRGIN BIOTECHNOLOGIES, INC.""",,,,,
"""RADIOMED CORPORATION""",,,,,
"""VAXIN INC.""",,,,,
"""HORUS GLOBAL HEALTHNET, INC.""",,,,,
"""DUNCAN TECHNOLOGIES, INC.""",,,,,
"""CYTOKINE NETWORK, INC.""",,,,,
"""SYNERGY""",Australia,Queensland,Sunshine Coast Regional,Buderim,Synergy
"""HEALTHSOFT, INC.""",,,,,
"""TRIANGLE PHARMACEUTICALS, INC.""",,,,,
"""GENETRONICS, INC.""",,,,,
"""INOTEK PHARMACEUTICALS CORPORATION""",,,,,
"""MANDALMED, INC.""",,,,,
"""GENACO BIOMEDICAL PRODUCTS, INC.""",,,,,
"""SOUTHERN ILLINOIS UNIV AT EDWARDSVILLE""",,,,,
"""COCENSYS, INC.""",,,,,
"""AMERICAN SOCIETY FOR MICROBIOLOGY""",,,,,
"""UNIVERSITY OF ALBERTA""",Canada,T5J 2R7,Alberta,Edmonton,Greater Strathcona
"""NATIONAL BUREAU OF ECONOMIC RESEARCH""",United States,02138,Massachusetts,Middlesex County,Cambridge
"""STEVENS INSTITUTE OF TECHNOLOGY""",United States,07030,New Jersey,Hudson County,Hoboken
"""UNIVERSITY OF DAYTON""",United States,45419,Ohio,Montgomery County,Dayton
"""FEM CADET""",,,,,
"""GENE REGULATION LABORATORIES, INC.""",,,,,
"""UNIVERSITY OF ALABAMA IN TUSCALOOSA""",,,,,
"""NEW MEXICO HIGHLANDS UNIVERSITY""",United States,87701,New Mexico,San Miguel County,Las Vegas
"""IOMAI CORPORATION""",,,,,
"""AASTROM BIOSCIENCES, INC.""",,,,,
"""L2 DIAGNOSTICS, LLC""",,,,,
"""GENERX+, INC.""",,,,,
"""IXION BIOTECHNOLOGY, INC.""",,,,,
"""BIOLOGICAL MIMETICS, INC.""",,,,,
"""ORIDIGM CORPORATION""",,,,,
"""INVITROGEN CORPORATION""",,,,,
"""LEAP OF FAITH TECHNOLOGIES, INC.""",,,,,
"""PEDIATRIX SCREENING, INC.""",,,,,
"""SYSTEMS PLANNING AND ANALYSIS, INC.""",,,,,
"""ARIZONA INSTITUTE FOR BIO-MEDICAL RES""",,,,,
"""ORDER STATUS VEHICLE, INC. (OSV)""",,,,,
"""LAYTON BIOSCIENCE, INC.""",,,,,
"""CALIFORNIA STATE UNIV SAN BERNARDINO""",United States,92407,California,San Bernardino County,San Bernardino
"""FRIEDREICH'S ATAXIA RESEARCH ALLIANCE""",,,,,
"""MEALTIME PARTNERS, INC.""",,,,,
"""UNIVERSITY OF LONDON INST OF NEUROLOGY""",,,,,
"""ALPHA-1 FOUNDATION""",United States,79756,Texas,Ward County,Monahans
"""VICAL, INC.""",,,,,
"""MIXTURE SCIENCES, INC.""",,,,,
"""TELETHON INSTITUTE FOR CHILD HEALTH RES""",,,,,
"""LOVELACE BIOMEDICAL &ENVIRONMENTAL RES""",,,,,
"""CERUS CORPORATION""",,,,,
"""UNIVERSITY OF WYOMING""",United States,82071,Wyoming,Albany County,Laramie
"""ALTUS PHARMACEUTICALS, INC.""",,,,,
"""CORAUTUS GENETICS, INC.""",,,,,
"""INTRONN, INC.""",,,,,
"""JACOBUS PHARMACEUTICAL COMPANY, INC.""",,,,,
"""MOVEMENT AND SPORTS SPECIALTIES, INC.""",,,,,
"""CORVAS INTERNATIONAL, INC.""",,,,,
"""RIBOGENE, INC.""",,,,,
"""MIRUS BIO CORPORATION""",,,,,
"""SUNESIS PHARMACEUTICALS, INC.""",,,,,
"""SEQUELLA, INC.""",,,,,
"""SIGA TECHNOLOGIES, INC.""",,,,,
"""COGS, LLP""",,,,,
"""PHOENIX PHARMACOLOGICS, INC.""",,,,,
"""NORTHWEST TECHNICAL COLL-E GRAND FORKS""",,,,,
"""NATIONAL KIDNEY CANCER ASSOCIATION""",,,,,
"""FISHER BIOSERVICES, INC.""",,,,,
"""OREGON RESEARCH INSTITUTE""",United States,97477,Oregon,Lane County,Springfield
"""STATE COLLEGE OF OPTOMETRY""",United States,10036,New York,City of New York,New York County
"""EMANUEL HOSPITAL AND HEALTH CENTER""",,,,,
"""MOLECULAR MEDICINE RESEARCH INSTITUTE""",United States,77030,Texas,Harris County,Houston
"""U.S. DEPT/VETS AFFAIRS MEDICAL CENTER""",,,,,
"""HARVARD UNIVERSITY (SCH OF PUBLIC HLTH)""",,,,,
"""CALIFORNIA STATE UNIVERSITY SAN MARCOS""",United States,92096,California,San Marcos,South Twin Oaks Valley Road
"""MAGEE-WOMEN'S RES INST AND FOUNDATION""",,,,,
"""ALABAMA AGRI AND MECH UNIVERSITY""",,,,,
"""ACCESS PHARMACEUTICALS, INC.""",,,,,
"""ALTERNATIVE HEALTH CARE RESEARCH, INC.""",,,,,
"""NOVUS BIOLOGICALS, INC.""",,,,,
"""TORREY PINES INST FOR MOLECULAR STUDIES""",,,,,
"""BIOCON, INC.""",,,,,
"""BIOCACHE PHARMACEUTICALS, LLC""",,,,,
"""PHARMASSET, INC.""",,,,,
"""CANCER GENETICS, INC.""",,,,,
"""WESTERN RESEARCH COMPANY, INC.""",,,,,
"""SCIENCE AND ENGINEERING SERVICES, INC.""",,,,,
"""PROTEOTECH, INC.""",,,,,
"""INBIOS INTERNATIONAL, INC.""",,,,,
"""INNOVATIVE BIOTECHNOLOGIES INTERNATIONAL""",,,,,
"""INFLEXXION, INC.""",,,,,
"""GLSYNTHESIS, INC.""",,,,,
"""MULTICELL TECHNOLOGIES, INC.""",,,,,
"""OCTAGEN CORPORATION""",,,,,
"""CV THERAPEUTICS, INC.""",,,,,
"""EIKOS, INC.""",,,,,
"""SALUS THERAPEUTICS""",,,,,
"""SEATTLE GENETICS, INC.""",,,,,
"""PHYLONIX PHARMACEUTICALS, INC.""",,,,,
"""NEORX CORPORATION""",,,,,
"""LOS AMIGOS RESEARCH/EDUCATION INSTITUTE""",,,,,
"""OCH LOEB MEDICAL RESEARCH INSTITUTE""",,,,,
"""BRAIN INSIGHTS, INC.""",,,,,
"""U OF L LONDON SCH/HYGIENE &TROPICAL MED""",,,,,
"""EDUCATION DEVELOPMENT CENTER, INC.""",,,,,
"""ELSOHLY LABORATORIES, INC.""",,,,,
"""OCULAR TRANSPLANTATION, LLC""",,,,,
"""IPM TECHNOLOGIES, INC.""",,,,,
"""KIMERAGEN, INC.""",,,,,
"""NOVAFLORA""",Polska,96-500,województwo mazowieckie,powiat sochaczewski,Sochaczew
"""CELLULAR TECHNOLOGY LIMITED""",United States,44122,Ohio,Cuyahoga County,Shaker Heights
"""SEQUENOM, INC.""",,,,,
"""PROTEIN PATHWAYS, INC.""",,,,,
"""HYSEQ, INC.""",,,,,
"""SCIENTIFIC LEARNING COMPANY""",,,,,
"""ADVANCED MICROBIAL SOLUTIONS CORPORATION""",,,,,
"""NANOTHERAPEUTICS, INC.""",,,,,
"""OSTEOSCREEN, INC.""",,,,,
"""ICHOR MEDICAL SYSTEMS, INC.""",,,,,
"""NEUROCRINE BIOSCIENCES, INC.""",,,,,
"""UNIVERSITY OF ARKANSAS AT MONTICELLO""",United States,71655,Arkansas,Drew County,Monticello
"""STATENS SERUM INSTITUT""",Danmark,Region Hovedstaden,Københavns Kommune,København,Christianshavn
"""HOUSE EAR INSTITUTE""",,,,,
"""EVANSTON NORTHWESTERN HEALTHCARE RES INS""",,,,,
"""BUTLER HOSPITAL (PROVIDENCE, RI)""",United States,02906,Rhode Island,Providence County,Providence
"""FLOW, INC.""",,,,,
"""INTELLIGENT HEARING SYSTEMS""",,,,,
"""SKOLD TECHNOLOGY""",,,,,
"""T.K.M. UNLIMITED, INC.""",,,,,
"""MOLECULAR TARGETING TECHNOLOGY, INC.""",,,,,
"""BIOMOSAICS, INC.""",,,,,
"""DISCOVERY LABORATORIES, INC.""",,,,,
"""IMUGEN, INC.""",,,,,
"""MOTOGEN, INC.""",,,,,
"""BETAGENE, INC.""",,,,,
"""EXCORP MEDICAL, INC.""",,,,,
"""MIND PROBES, INC.""",,,,,
"""KESTREL CORPORATION""",,,,,
"""CLEVER SYSTEMS, INC.""",,,,,
"""MIDWEST R.F., LLC""",,,,,
"""NEURAL SIGNALS, INC.""",,,,,
"""ACADEMIC EDGE, INC.""",,,,,
"""PANBIO, INC.""",,,,,
"""SPEECH TECHNOLOGY/APPLIED RESEARCH CORP.""",,,,,
"""UNIVERSITY OF EDINBURGH""",United Kingdom,EH8 9LQ,Alba / Scotland,City of Edinburgh,Southside
"""BIOSCIENCE DEVELOPMENT, INC.""",,,,,
"""CUSTOMKYNETICS, INC.""",,,,,
"""UNIVERSITY OF MANCHESTER""",United Kingdom,M13 9PL,England,Greater Manchester,Manchester
"""PFIZER, INC.""",,,,,
"""SANOFI PASTEUR, INC.""",,,,,
"""PARKEDALE PHARMACEUTICALS, INC.""",,,,,
"""AARMEDIS, INC.""",,,,,
"""EPIVAX, INC.""",,,,,
"""ENANTA PHARMACEUTICALS""",,,,,
"""MEDIMMUNE VACCINES, INC.""",,,,,
"""ZETA NATIONAL EDUCATIONAL FOUNDATION""",,,,,
"""UNIVERSITY OF SALFORD""",United Kingdom,M50 2HF,England,Greater Manchester,Salford
"""WOODS HOLE OCEANOGRAPHIC INSTITUTION""",United States,02543,Massachusetts,Barnstable County,Falmouth
"""STARKS ASSOCIATES, INC.""",,,,,
"""POLYCHROME MEDICAL""",,,,,
"""FAMILY HEALTH INTERNATIONAL""",Tchad تشاد,2210,N'Djaména انجمينا,2ème Arrondissement / الدائرة الثانية,Bololo بولولو
"""TEXAS WOMAN'S UNIVERSITY""",United States,76204,Texas,Denton County,Denton
"""OTTAWA HOSPITAL RESEARCH INSTITUTE""",,,,,
"""CHARLES KNIRSCH, MD, MPH""",,,,,
"""NATIONAL TAIWAN UNIVERSITY""",臺灣,106319,臺北市,公館,中正區
"""COLLEGE OF STATEN ISLAND""",United States,10314,New York,City of New York,Richmond County
"""VACCINE RESEARCH INSTITUTE OF SAN DIEGO""",,,,,
"""SCIENCE APPLICATIONS INTERNATIONAL CORP""",,,,,
"""CYGNUS CORPORATION""",India,500072,Telangana,Medchal–Malkajgiri,Kukatpally mandal
"""SANGAMO BIOSCIENCES, INC.""",,,,,
"""UNIVERSITY OF SOUTH DAKOTA""",United States,57069,South Dakota,Clay County,Vermillion Township
"""MONTCLAIR STATE UNIVERSITY""",United States,07043,New Jersey,Essex County,Montclair
"""REHABILITATION INSTITUTE RESEARCH CORP""",,,,,
"""CHILDREN'S MERCY HOSP (KANSAS CITY, MO)""",United States,64108,Missouri,Jackson County,Kansas City
"""THREE RIVERS HOLDINGS, LLC""",,,,,
"""YASOO HEALTH, INC.""",,,,,
"""UNIVERSITY OF COPENHAGEN""",Danmark,1167,Region Hovedstaden,Københavns Kommune,København
"""STEMCELLS, INC.""",,,,,
"""TOWSON UNIVERSITY""",United States,21204,Maryland,Baltimore County,Towson
"""CCC DIAGNOSTICS, LLC""",,,,,
"""PIVOTAL BIOSCIENCES, INC.""",,,,,
"""CELSUS LABORATORIES, INC.""",,,,,
"""SMITHSONIAN INSTITUTION""",United States,20560,District of Columbia,Washington,Ward 2
"""ANTIGEN EXPRESS, INC.""",,,,,
"""PROTEZ PHARMACEUTICALS, INC.""",,,,,
"""TARGETED GENE DELIVERY, INC.""",,,,,
"""CYTOKINETICS, INC.""",,,,,
"""LYNNTECH, INC.""",,,,,
"""INDUS INSTRUMENTS""",,,,,
"""FIBROGEN, INC.""",,,,,
"""AEROPHASE, INC.""",,,,,
"""PLANET BIOTECHNOLOGY, INC.""",,,,,
"""ENDEAVOR CORPORATION""",,,,,
"""HYBRID PLASTICS, LLC""",,,,,
"""IDM PHARMA, INC.""",,,,,
"""WASHINGTON STATE DEPT LAB &INDUST""",,,,,
"""PITTSBURG STATE UNIVERSITY""",United States,66762,Kansas,Crawford County,Pittsburg
"""NORTH DAKOTA STATE UNIVERSITY""",United States,58105,North Dakota,Cass County,Fargo
"""UT-BATTELLE, LLC-OAK RIDGE NATIONAL LAB""",,,,,
"""UNIVERSITY OF SOUTHERN MISSISSIPPI""",United States,39406,Mississippi,Forrest County,Hattiesburg
"""AMERICAN COLLEGE OF RHEUMATOLOGY""",,,,,
"""H. LEE MOFFITT CANCER CTR &RES INST""",,,,,
"""UNIVERSIDAD PERUANA CAYETANO HEREDIA""",Perú,15976,Lima,Lima Metropolitana,Lima
"""UNIVERSITY OF BAMAKO""",,,,,
"""HOPITAL MARIE LANNELONGUE""",France,92350,France métropolitaine,Île-de-France,Hauts-de-Seine
"""ALCORN STATE UNIVERSITY""",United States,Mississippi,Claiborne County,Snodgrass Patton Road,Alcorn State University
"""INDIVIDUAL AWARD--FISHER, LINDA A.""",,,,,
"""INSTITUTE OF MOLECULAR BIOLOGY/CELLULAR""",Россия,630090,Сибирский федеральный округ,Новосибирская область,городской округ Новосибирск
"""MEDICAL DIAGNOSTIC RESEARCH FOUNDATION""",,,,,
"""DELTANU, LLC""",,,,,
"""SANERON CCEL THERAPEUTICS, INC.""",,,,,
"""BARRON ASSOCIATES, INC.""",,,,,
"""SYNECTIQ CORPORATION""",,,,,
"""INTERMUNE PHARMACEUTICALS, INC.""",,,,,
"""BIOSTREAM THERAPEUTICS, INC.""",,,,,
"""PROCERTUS BIOPHARM, INC.""",,,,,
"""ALGLUTAMINE, LLC""",,,,,
"""ATHERSYS, INC.""",,,,,
"""SCIENCE RESEARCH LABORATORY, INC.""",,,,,
"""ELECTROSONICS MEDICAL INC""",,,,,
"""NANOSIGNAL, LLC""",,,,,
"""NEURORECOVERY, INC.""",,,,,
"""VETERINARY TECHNOLOGIES CORPORATION""",,,,,
"""U.S. CENTERS FOR DISEASE CONTROL &PREV""",,,,,
"""CLARAGEN, INC.""",,,,,
"""SAFER PEST CONTROL PROJECT""",,,,,
"""CHILD AND FAMILY RESOURCES, INC.""",,,,,
"""BOWLING GREEN STATE UNIV BOWLING GREEN""",United States,43402,Ohio,Wood County,Bowling Green
"""OHIO WESLEYAN UNIVERSITY""",United States,43015,Ohio,Delaware County,Delaware
"""NATIONAL RESEARCH COUNCIL OF CANADA""",Canada,N6G 2V4,Ontario,London,Western Road
"""LAM FOUNDATION""",中国,香港 Hong Kong,新界 New Territories,葵青區 Kwai Tsing District,長坑村 Cheung Hang Village
"""AMERICAN SOCIETY OF GENE THERAPY""",,,,,
"""KECK GRADUATE INST OF APPLIED LIFE SCIS""",,,,,
"""UNIVERSITY OF WISCONSIN STEVENS POINT""",United States,54482,Wisconsin,Portage County,Stevens Point
"""THE HOPE HEART INSTITUTE""",,,,,
"""MASONIC MEDICAL RESEARCH LABORATORY, INC""",,,,,
"""COPERNICUS THERAPEUTICS, INC.""",,,,,
"""TOLERGEN, INC.""",,,,,
"""NATURAL DRUG SCIENCE, LLC""",,,,,
"""POWDERJECT VACCINES, INC.""",,,,,
"""ACTIVE MOTIF, INC.""",,,,,
"""NDC &WSDC WASHOE SLEEP DISORDERS CENTER""",,,,,
"""MESOSYSTEMS TECHNOLOGY, INC.""",,,,,
"""SCITECH DEVELOPMENT, LLC""",,,,,
"""JK AUTOIMMUNITY, INC.""",,,,,
"""BIOMES, INC.""",,,,,
"""MALLARD MEDICAL CO., INC.""",,,,,
"""AMEDICA CORPORATION""",,,,,
"""MYCOS RESEARCH, LLC""",,,,,
"""CLINICAL TOOLS, INC.""",,,,,
"""VIRTUAL REALITY AIDS, INC.""",,,,,
"""CENTRAL INSTITUTE FOR TUBERCULOSIS""",,,,,
"""MUCOLIPIDOSIS TYPE IV FOUNDATION, INC.""",,,,,
"""APPLERA CORPORATION""",,,,,
"""NANCY PORTER PRODUCTIONS, INC.""",,,,,
"""PRIMATE RESEARCH CENTER""",United States,97006,Oregon,Washington County,Hillsboro
"""ARBOGAST PHARMACEUTICALS, INC.""",,,,,
"""BIOELASTICS RESEARCH, LTD""",,,,,
"""PATERNITY TESTING CORPORATION""",,,,,
"""The Johns Hopkins University""",United States,20850,Maryland,Montgomery County,Hunting Hill
"""LUDWIG INSTITUTE FOR CANCER RESEARCH""",,,,,
"""ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN""",,,,,
"""UNIVERSITY OF MELBOURNE""",Australia,3207,Victoria,City of Melbourne,Melbourne
"""KENNEDY KRIEGER INSTITUTE, INC.""",,,,,
"""CALLISTO PHARMACEUTICALS, INC.""",,,,,
"""SKIDMORE COLLEGE""",United States,12866,New York,Saratoga County,City of Saratoga Springs
"""SAGRES DISCOVERY""",,,,,
"""MC LAUGHLIN RESEARCH INSTITUTE""",,,,,
"""BATTELLE PACIFIC NORTHWEST LABORATORIES""",,,,,
"""PHASE 2 DISCOVERY, INC.""",,,,,
"""EVANSTON NORTHWESTERN HEALTHCARE""",,,,,
"""MUHLENBERG COLLEGE""",United States,18104,Pennsylvania,Lehigh County,Allentown
"""UNIVERSITY OF CAMBRIDGE""",United Kingdom,CB3 0FD,England,Cambridgeshire and Peterborough,Cambridgeshire
"""COLLEGE AT GENESEO""",,,,,
"""NATIONAL OPINION RESEARCH CENTER""",,,,,
