researcher,C.Cluster_ID,L.Aff_FIPS
", @institution: UNIVERSITY OF UTAH",1,49035
"KISH-TRIER, ERIK, @institution: UNIVERSITY OF UTAH",1,49035
"KISH-TRIER, ERIK, @institution: UNIVERSITY OF UTAH",2,49035
"MARSHALL, BRUCE C, @institution: UNIVERSITY OF UTAH",2,49035
"MARSHALL, BRUCE C, @institution: UNIVERSITY OF UTAH",1,49035
"CARROLL, DANA, @institution: UNIVERSITY OF UTAH",2,49035
"MCCABE, LAURA R, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"BRITTON, ROBERT A, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"LI, XIAOPENG, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"HARKEMA, JACK R, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"ABRAMOVITCH, ROBERT B, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"ELLSWORTH, EDMUND, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"HOOTMAN, SETH R, @institution: MICHIGAN STATE UNIVERSITY",1,26065
"HOOTMAN, SETH R, @institution: MICHIGAN STATE UNIVERSITY",2,26065
", @institution: MICHIGAN STATE UNIVERSITY",2,26065
"TEPE, JETZE J, @institution: MICHIGAN STATE UNIVERSITY",1,26065
"QUINN, ROBERT ANDREW, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"HONG, HEEDEOK, @institution: MICHIGAN STATE UNIVERSITY",2,26065
"BENNET, RICHARD, @institution: WINSTON-SALEM STATE UNIVERSITY",1,37067
"WOZNIAK, DANIEL J, @institution: WAKE FOREST UNIVERSITY",2,37067
"YOUNG, RYLAND F., @institution: TEXAS A&M UNIVERSITY",2,48041
"RYE, HAYS S, @institution: TEXAS A&M UNIVERSITY",2,48041
", @institution: TEXAS A&M UNIVERSITY",2,48041
"ALPINI, GIANFRANCO D., @institution: TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR",2,48041
"YOUNG, RYLAND F., @institution: TEXAS A&M UNIVERSITY SYSTEM",2,48041
", @institution: TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR",2,48041
"RIMER, MENDELL, @institution: TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR",2,48041
"MUSSER, SIEGFRIED M, @institution: TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR",2,48041
"CASTRIC, PETER A., @institution: DUQUESNE UNIVERSITY",2,42003
"CASTRIC, PETER A., @institution: DUQUESNE UNIVERSITY",1,42003
"LINSTEDT, ADAM D, @institution: CARNEGIE-MELLON UNIVERSITY",2,42003
", @institution: CARNEGIE-MELLON UNIVERSITY",2,42003
"CORCORAN, TIMOTHY E, @institution: CARNEGIE-MELLON UNIVERSITY",2,42003
"GAROFF, STEPHEN, @institution: CARNEGIE-MELLON UNIVERSITY",2,42003
"NAGLE, JOHN F, @institution: CARNEGIE-MELLON UNIVERSITY",2,42003
"NAGLE, JOHN F, @institution: CARNEGIE-MELLON UNIVERSITY",1,42003
"BULLARD, JAMES M, @institution: UNIVERSITY OF TEXAS RIO GRANDE VALLEY",2,48215
"BULLARD, JAMES M, @institution: UNIVERSITY OF TEXAS RIO GRANDE VALLEY",1,48215
", @institution: UNIVERSITY OF TEXAS RIO GRANDE VALLEY",2,48215
", @institution: UNIVERSITY OF TEXAS RIO GRANDE VALLEY",1,48215
"ORLANDO, THOMAS, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",1,13121
"HAN, OKHEE, @institution: GEORGIA STATE UNIVERSITY",2,13121
", @institution: GEORGIA INSTITUTE OF TECHNOLOGY",2,13121
"CHEW, CATHERINE S, @institution: MOREHOUSE SCHOOL OF MEDICINE",2,13121
"BROWN, SAMUEL PAUL, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",2,13121
"WHITELEY, MARVIN, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",2,13121
"JI, XIANGMING, @institution: GEORGIA STATE UNIVERSITY",2,13121
"MIZAIKOFF, BORIS, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",1,13121
"DIGGLE, STEPHEN PAUL, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",2,13121
"MCCARTY, NAEL A, @institution: GEORGIA INSTITUTE OF TECHNOLOGY",2,13121
"SMYTH, HUGH DAVID, @institution: UNIVERSITY OF NEW MEXICO",2,35001
"FELTON, LINDA A., @institution: UNIVERSITY OF NEW MEXICO",2,35001
"GALEY, WILLIAM, @institution: UNIVERSITY OF NEW MEXICO",5,35001
"INGLESE, JAMES, @institution: TRANSLATIONAL SCIENCE",2,35001
", @institution: TRANSLATIONAL SCIENCE",2,35001
"TIMMINS, GRAHAM S, @institution: UNIVERSITY OF NEW MEXICO",2,35001
"DERETIC, VOJO P, @institution: UNIVERSITY OF NEW MEXICO",2,35001
"TAYLOR-COUSAR, JENNIFER L, @institution: UNIVERSITY OF NEW MEXICO",2,35001
"ANDERSON, KELSI LEE, @institution: UNIVERSITY OF MICHIGAN",2,26161
"MERION, ROBERT M, @institution: UNIVERSITY OF MICHIGAN",2,26161
"MAGEE, JOHN C, @institution: UNIVERSITY OF MICHIGAN",2,26161
"TAKAYAMA, SHUICHI, @institution: UNIVERSITY OF MICHIGAN",2,26161
"HAKANSSON, KRISTINA, @institution: UNIVERSITY OF MICHIGAN",6,26161
"CHANG, AMY Y, @institution: UNIVERSITY OF MICHIGAN",2,26161
"GROTBERG, JAMES BERNARD, @institution: UNIVERSITY OF MICHIGAN",1,26161
"BARDY, SONIA L, @institution: UNIVERSITY OF MICHIGAN",2,26161
"WARD, PETER A, @institution: UNIVERSITY OF MICHIGAN",2,26161
"YOUNG, VINCENT B, @institution: UNIVERSITY OF MICHIGAN",2,26161
"LIPUMA, JOHN J, @institution: UNIVERSITY OF MICHIGAN",2,26161
"LI, JUN, @institution: UNIVERSITY OF MICHIGAN",2,26161
"GARNEAU-TSODIKOVA, SYLVIE, @institution: UNIVERSITY OF MICHIGAN",2,26161
", @institution: UNIVERSITY OF MICHIGAN",2,26161
", @institution: UNIVERSITY OF MICHIGAN",6,26161
"SCHACHT, JOCHEN, @institution: UNIVERSITY OF MICHIGAN",2,26161
"FIERKE, CAROL A, @institution: UNIVERSITY OF MICHIGAN",2,26161
"SHOULDERS, MATTHEW DONALD, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"WITTRUP, KARL D, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
", @institution: BRANDEIS UNIVERSITY",2,25017
"NICASTRO, DANIELA, @institution: BRANDEIS UNIVERSITY",2,25017
"LEWIS, KIM, @institution: TUFTS UNIVERSITY MEDFORD",2,25017
"LEE, KYONGBUM, @institution: TUFTS UNIVERSITY MEDFORD",2,25017
"PETSKO, GREGORY A, @institution: BRANDEIS UNIVERSITY",1,25017
"SAUER, ROBERT T, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"WALT, DAVID R., @institution: TUFTS UNIVERSITY MEDFORD",2,25017
"OGLESBY, AMANDA GAIL, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
", @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",11,25017
", @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"HOLICK, MICHAEL, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",5,25017
"KAISER, CHRIS ALAN, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"OGLESBY, AMANDA GAI, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"NOLAN, ELIZABETH M, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"CABALLERO, BENJAMIN H., @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"JAMISON, TIMOTHY F, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",11,25017
"GROSSMAN, ALAN D, @institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY",2,25017
"ADLER, KENNETH BRUCE, @institution: NORTH CAROLINA STATE UNIVERSITY RALEIGH",2,37183
"PIEDRAHITA, JORGE A, @institution: NORTH CAROLINA STATE UNIVERSITY RALEIGH",2,37183
", @institution: NORTH CAROLINA STATE UNIVERSITY RALEIGH",2,37183
"MARTIN, LINDA D, @institution: NORTH CAROLINA STATE UNIVERSITY RALEIGH",2,37183
"SHROUT, JOSHUA, @institution: UNIVERSITY OF NOTRE DAME",2,18141
", @institution: UNIVERSITY OF NOTRE DAME",2,18141
"ALBER, MARK, @institution: UNIVERSITY OF NOTRE DAME",2,18141
"VANSCOTT, MICHAEL, @institution: EAST CAROLINA UNIVERSITY",2,37147
", @institution: EAST CAROLINA UNIVERSITY",2,37147
"PESCI, EVERETT C, @institution: EAST CAROLINA UNIVERSITY",2,37147
"RUDDON, RAYMOND W, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"SANDERS, CHRISTINE CULP, @institution: CREIGHTON UNIVERSITY",2,31055
"MCKINNEY-WILLIAMS, ANGELA, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
", @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"JADHAV, GOPAL P, @institution: CREIGHTON UNIVERSITY",2,31055
"ROWEN, DONALD W, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"HOLLINGSWORTH, MICHAEL A, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"DOWD, FRANK J, @institution: CREIGHTON UNIVERSITY",2,31055
"NORTH, ELTON JEFFREY, @institution: CREIGHTON UNIVERSITY",2,31055
"DICKINSON, JOHN DAVID, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"CHENG, PI-WAN, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"BEDOWS, ELLIOTT, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"RAO, U SUBRAHMANYESWARA, @institution: UNIVERSITY OF NEBRASKA MEDICAL CENTER",2,31055
"SKACH, WILLIAM R, @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"MARKS, DANIEL L, @institution: OREGON HEALTH &SCIENCE UNIVERSITY",2,41051
"GARINIS, ANGELA, @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"SLATORE, CHRISTOPHER G, @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"CONTI, BRIAN J, @institution: OREGON HEALTH &SCIENCE UNIVERSITY",2,41051
"MARTIN, GREGORY M, @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"CONN, P. MICHAEL, @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"CONN, P MICHAEL, @institution: OREGON HEALTH &SCIENCE UNIVERSITY",2,41051
"SKACH, WILLIAM R, @institution: OREGON HEALTH &SCIENCE UNIVERSITY",2,41051
"LEWINSOHN, DAVID M., @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
", @institution: OREGON HEALTH & SCIENCE UNIVERSITY",2,41051
"DAWSON, DAVID C, @institution: OREGON HEALTH &SCIENCE UNIVERSITY",2,41051
"HALM, DAN R, @institution: WRIGHT STATE UNIVERSITY",2,39113
"DI FULVIO, MAURICIO, @institution: WRIGHT STATE UNIVERSITY",2,39113
", @institution: WRIGHT STATE UNIVERSITY",2,39113
"RIVERA, MARIO, @institution: UNIVERSITY OF KANSAS LAWRENCE",2,20045
"LAMB, AUDREY L, @institution: UNIVERSITY OF KANSAS LAWRENCE",2,20045
"PICKING, WENDY L, @institution: UNIVERSITY OF KANSAS LAWRENCE",2,20045
", @institution: UNIVERSITY OF KANSAS LAWRENCE",2,20045
"NILES, RICHARD M., @institution: MARSHALL UNIVERSITY",2,54011
"YU, HONGWEI DAVID, @institution: MARSHALL UNIVERSITY",2,54011
"YU, HONGWEI DAVID, @institution: MARSHALL UNIVERSITY",5,54011
"DOKHOLYAN, NIKOLAY, @institution: PENNSYLVANIA STATE UNIV HERSHEY MED CTR",2,42043
"BHAVANANDAN, VEER P., @institution: PENNSYLVANIA STATE UNIV HERSHEY MED CTR",2,42043
"CHAU, VINCENT, @institution: PENNSYLVANIA STATE UNIV HERSHEY MED CTR",2,42043
"FLOROS, JOANNA, @institution: PENNSYLVANIA STATE UNIV HERSHEY MED CTR",2,42043
"SINOWAY, LAWRENCE I, @institution: PENNSYLVANIA STATE UNIV HERSHEY MED CTR",2,42043
"WILLIAMS, HARRIET R, @institution: DELAWARE STATE UNIVERSITY",1,10001
"DAVIDSON, AMY L., @institution: PURDUE UNIVERSITY WEST LAFAYETTE",2,18157
"SCHLEBACH, JONATHAN PATRICK, @institution: PURDUE UNIVERSITY",2,18157
"PLATE, LARS, @institution: PURDUE UNIVERSITY",2,18157
"CHEN, JUE, @institution: PURDUE UNIVERSITY WEST LAFAYETTE",2,18157
"WINE, JEFFREY J, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"RANNALA, BRUCE, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"GENETOS, DAMIAN C, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"WU, REEN, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"PLOPPER, CHARLES G., @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"MCDONALD, RUTH J, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"MCDONALD, RUTH J, @institution: UNIVERSITY OF CALIFORNIA DAVIS",1,06113
"CARLSON, DON M, @institution: UNIVERSITY OF CALIFORNIA DAVIS",2,06113
"BADEN, DANIEL G, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"WOLF, MARY C, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"BOURDELAIS, ANDRDEA J, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"TAYLOR, ALISON, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"JACOCKS, HENRY, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"GOODMAN, ALLAN, @institution: UNIVERSITY OF NORTH CAROLINA WILMINGTON",11,37129
"LEVY, MATTHEW NATHAN, @institution: MOUNT SINAI MEDICAL CENTER",2,12086
"MATHEE, KALAI, @institution: FLORIDA INTERNATIONAL UNIVERSITY",2,12086
", @institution: FLORIDA INTERNATIONAL UNIVERSITY",2,12086
"UNWALLA, HOSHANG JEHANGIR, @institution: FLORIDA INTERNATIONAL UNIVERSITY",2,12086
"PAUMI, CHRISTIAN M, @institution: UNIVERSITY OF KENTUCKY",2,21067
"GARCIA, ERIN C, @institution: UNIVERSITY OF KENTUCKY",2,21067
"FEOLA, DAVID, @institution: UNIVERSITY OF KENTUCKY",2,21067
", @institution: UNIVERSITY OF KENTUCKY",2,21067
"GARNEAU-TSODIKOVA, SYLVIE, @institution: UNIVERSITY OF KENTUCKY",2,21067
"DELEON, PATRICIA ANASTASIA, @institution: UNIVERSITY OF DELAWARE",2,10003
"ROBINSON, ANNE SKAJA, @institution: UNIVERSITY OF DELAWARE",2,10003
"JACKSON, MARY, @institution: COLORADO STATE UNIVERSITY",2,08069
"ZHAO, NING, @institution: COLORADO STATE UNIVERSITY",2,08069
"HICKEY, ANTHONY JAMES, @institution: COLORADO STATE UNIVERSITY",2,08069
"GONZALEZ-JUARRERO, MERCEDES, @institution: COLORADO STATE UNIVERSITY",2,08069
"MEIBOHM, BERND, @institution: COLORADO STATE UNIVERSITY",2,08069
"MUELLER, JENNIFER LYNN, @institution: COLORADO STATE UNIVERSITY",2,08069
", @institution: COLORADO STATE UNIVERSITY",2,08069
"SCHUSTER, MARTIN, @institution: OREGON STATE UNIVERSITY",2,41003
"SAHAY, GAURAV, @institution: OREGON STATE UNIVERSITY",2,41003
"WARNER, DON L, @institution: BOISE STATE UNIVERSITY",2,16001
"MECHREF, YEHIA, @institution: TEXAS TECH UNIVERSITY",2,48303
"WAKEMAN, CATHERINE ANN, @institution: TEXAS TECH UNIVERSITY",2,48303
", @institution: TEXAS TECH UNIVERSITY",2,48303
"CHOPRA, DHARAM P, @institution: WAYNE STATE UNIVERSITY",2,26163
"BRESLAU, NAOMI, @institution: HENRY FORD HOSPITAL",2,26163
"XU, JIE, @institution: WAYNE STATE UNIVERSITY",2,26163
"JIN, JIAN-PING, @institution: WAYNE STATE UNIVERSITY",2,26163
"BRESLAU, NAOMI, @institution: HENRY FORD HEALTH SYSTEM",2,26163
", @institution: WAYNE STATE UNIVERSITY",2,26163
"SUN, FEI, @institution: WAYNE STATE UNIVERSITY",2,26163
"PAGANO, RICHARD E, @institution: MAYO CLINIC ROCHESTER",2,27109
"WOLF, SUSAN M, @institution: MAYO CLINIC ROCHESTER",2,27109
"KOENIG, BARBARA A., @institution: MAYO CLINIC ROCHESTER",2,27109
"PETERSEN, GLORIA M., @institution: MAYO CLINIC ROCHESTER",2,27109
"WOLF, SUSAN M., @institution: MAYO CLINIC ROCHESTER",2,27109
"BAKER, SARAH ELIZABETH, @institution: MAYO CLINIC ROCHESTER",2,27109
"LIMPER, ANDREW H, @institution: MAYO CLINIC ROCHESTER",2,27109
", @institution: MAYO CLINIC ROCHESTER",2,27109
"DINENNO, FRANK A, @institution: MAYO CLINIC ROCHESTER",2,27109
"JOYNER, MICHAEL J, @institution: MAYO CLINIC ROCHESTER",2,27109
"ALDRICH, COURTNEY C, @institution: HACKENSACK UNIVERSITY MEDICAL CENTER",2,34003
"KREISWIRTH, BARRY NEAL, @institution: HACKENSACK UNIVERSITY MEDICAL CENTER",2,34003
"GENGENBACHER, MARTIN ALFONS, @institution: HACKENSACK UNIVERSITY MEDICAL CENTER",2,34003
"DICK, THOMAS, @institution: HACKENSACK UNIVERSITY MEDICAL CENTER",2,34003
"BURGESS, JAMES D, @institution: AUGUSTA UNIVERSITY",2,13245
"HARRIS, RYAN A, @institution: AUGUSTA UNIVERSITY",2,13245
", @institution: AUGUSTA UNIVERSITY",2,13245
"BREWER, JOSEPH W, @institution: UNIVERSITY OF SOUTH ALABAMA",2,01097
"PETERSON, RAYMOND D, @institution: UNIVERSITY OF SOUTH ALABAMA",2,01097
"BALLARD, STEPHEN T, @institution: UNIVERSITY OF SOUTH ALABAMA",2,01097
"WARNER, FRED D, @institution: SYRACUSE UNIVERSITY AT SYRACUSE",2,29189
", @institution: UNIVERSITY OF NEVADA RENO",2,32031
"DUAN, DAYUE DARREL, @institution: UNIVERSITY OF NEVADA RENO",2,32031
"LINGLE, CHRISTOPHER J, @institution: FLORIDA STATE UNIVERSITY",1,12073
"SACHDEVA, MANDIP SINGH, @institution: FLORIDA AGRICULTURAL AND MECHANICAL UNIV",1,12073
"TAYLOR, KENNETH ALLEN, @institution: FLORIDA STATE UNIVERSITY",8,12073
"DOKLAND, TERJE, @institution: FLORIDA STATE UNIVERSITY",8,12073
"LIANG, BO, @institution: FLORIDA STATE UNIVERSITY",8,12073
"BULLITT, ESTHER, @institution: FLORIDA STATE UNIVERSITY",8,12073
"GALKIN, VITOLD, @institution: FLORIDA STATE UNIVERSITY",8,12073
"SCHMIDT-KREY, INGEBORG, @institution: FLORIDA STATE UNIVERSITY",8,12073
"ZHANG, WEI, @institution: FLORIDA STATE UNIVERSITY",8,12073
"STEWART, PHOEBE L, @institution: FLORIDA STATE UNIVERSITY",8,12073
"JIANG, QIU-XING, @institution: FLORIDA STATE UNIVERSITY",8,12073
"WRIGHT, ELIZABETH R, @institution: FLORIDA STATE UNIVERSITY",8,12073
", @institution: FLORIDA STATE UNIVERSITY",2,12073
"STAGG, SCOTT M, @institution: FLORIDA STATE UNIVERSITY",2,12073
"JOHNSON, SUZANNE BENNETT, @institution: FLORIDA STATE UNIVERSITY",2,12073
", @institution: LOUISIANA TECH UNIVERSITY",2,22061
"VOZIYANOV, YURI, @institution: LOUISIANA TECH UNIVERSITY",2,22061
"PAIGEN, BEVERLY J, @institution: JACKSON LABORATORY",2,28059
"DONAHUE, LEAH RAE B, @institution: JACKSON LABORATORY",1,28059
"BOYD, LYNN, @institution: UNIVERSITY OF ALABAMA IN HUNTSVILLE",2,01089
"MARR, DAVID WM, @institution: COLORADO SCHOOL OF MINES",2,08059
"NEEVES, KEITH, @institution: COLORADO SCHOOL OF MINES",2,08059
"STARK, LORI J, @institution: RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",2,44007
"WATTS, KYLIE JANE, @institution: LOMA LINDA UNIVERSITY",2,06071
", @institution: LOMA LINDA UNIVERSITY",2,06071
"SHELL, SCARLET SARA, @institution: WORCESTER POLYTECHNIC INSTITUTE",2,25027
"ROHDE, KYLE H, @institution: UNIVERSITY OF CENTRAL FLORIDA",2,12095
"LIGHTFOOT, J TIMOTHY, @institution: UNIVERSITY OF NORTH CAROLINA CHARLOTTE",2,37119
"HUGHES, FRANCIS M, @institution: UNIVERSITY OF NORTH CAROLINA CHARLOTTE",2,37119
"STECK, TODD R, @institution: UNIVERSITY OF NORTH CAROLINA CHARLOTTE",2,37119
", @institution: UNIVERSITY OF NORTH CAROLINA CHARLOTTE",2,37119
"FITZGERALD, DAVID, @institution: BASIC SCIENCES",2,48029
"BURKE, TERRENCE, @institution: BASIC SCIENCES",2,48029
", @institution: BASIC SCIENCES",2,48029
"MCKENNEY, SUE, @institution: BASIC SCIENCES",2,48029
"DEAN, M, @institution: BASIC SCIENCES",2,48029
"KUMAR, ASHOK, @institution: UNIVERSITY OF LOUISVILLE",2,21111
", @institution: DARTMOUTH-HITCHCOCK CLINIC",2,33011
"ASHARE, ALIX, @institution: DARTMOUTH-HITCHCOCK CLINIC",2,33011
", @institution: UNIVERSITY OF MONTANA",2,30063
"SECOR, PATRICK R, @institution: UNIVERSITY OF MONTANA",2,30063
"ROSENZWEIG, RAPHAEL F, @institution: UNIVERSITY OF MONTANA",2,30063
"JOHNSON, JILL L, @institution: UNIVERSITY OF IDAHO",2,16057
"HOANG, TUNG T, @institution: UNIVERSITY OF HAWAII AT MANOA",2,15003
"RAY, TYLER, @institution: UNIVERSITY OF HAWAII AT MANOA",2,15003
"SHAEVITZ, JOSHUA W, @institution: PRINCETON UNIVERSITY",2,34021
"RYE, HAYS S, @institution: PRINCETON UNIVERSITY",2,34021
"MUKHERJEE, SAMPRITI, @institution: PRINCETON UNIVERSITY",2,34021
", @institution: PRINCETON UNIVERSITY",2,34021
"SIRYAPORN, ALBERT, @institution: PRINCETON UNIVERSITY",2,34021
"COOPER, ANTONY A, @institution: UNIVERSITY OF MISSOURI KANSAS CITY",2,29095
"PREVOTS, DEBORAH, @institution: NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES",2,24031
", @institution: NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES",2,24031
"WYNN, THOMAS, @institution: NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES",2,24031
"PREVOTS, D. REBECCA, @institution: NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES",2,24031
"BRANCHINI, BRUCE R, @institution: CONNECTICUT COLLEGE",2,09180
", @institution: BOWLING GREEN STATE UNIVERSITY",2,39173
"WILDSCHUTTE, HANS, @institution: BOWLING GREEN STATE UNIVERSITY",2,39173
"ABRAHAM, E, @institution: CANCER TREATMENT",2,17097
"BARTON, JANICE S, @institution: WASHBURN UNIVERSITY",1,20177
", @institution: UNIVERSITY OF TEXAS DALLAS",1,48113
"DODANI, SHEEL, @institution: UNIVERSITY OF TEXAS DALLAS",1,48113
"AL-NAKKASH, LAYLA, @institution: MIDWESTERN UNIVERSITY",2,17043
", @institution: TEXAS CHRISTIAN UNIVERSITY",2,48439
"GRYCZYNSKI, ZYGMUNT, @institution: TEXAS CHRISTIAN UNIVERSITY",2,48439
"WU, MIN, @institution: UNIVERSITY OF NORTH DAKOTA",2,38035
", @institution: UNIVERSITY OF NORTH DAKOTA",2,38035
"SINGH, BRIJ B, @institution: UNIVERSITY OF NORTH DAKOTA",2,38035
"DURKIN, KRISTINE, @institution: WEST VIRGINIA UNIVERSITY",2,54061
"GILBERTSON, TIMOTHY A., @institution: UTAH STATE UNIVERSITY",2,49005
"GROUTAS, WILLIAM C, @institution: WICHITA STATE UNIVERSITY",1,20173
"PARSONS, JAMES F, @institution: UNIV OF MARYLAND, COLLEGE PARK",2,24033
"LEEPER, THOMAS C, @institution: KENNESAW STATE UNIVERSITY",2,13067
"DAHL, JAN-ULRIK, @institution: ILLINOIS STATE UNIVERSITY",1,17113
"YOUNG, GERALD W, @institution: UNIVERSITY OF AKRON",2,39153
"SNIDER, GORDON L, @institution: ALPHA-1 FOUNDATION",2,48475
"SINGH, RAVINDRA N, @institution: IOWA STATE UNIVERSITY",2,19169
", @institution: IOWA STATE UNIVERSITY",2,19169
"VESSEY, JUDITH A, @institution: UNIVERSITY OF ARKANSAS AT LITTLE ROCK",2,05119
", @institution: UNIVERSITY OF RHODE ISLAND",2,44009
"ANDREEV, OLEG A, @institution: UNIVERSITY OF RHODE ISLAND",2,44009
"RESHETNYAK, YANA K, @institution: UNIVERSITY OF RHODE ISLAND",2,44009
"McElvaney OJ, @institution: University of Washington, 7284, Medicine, Seattle, Washington, United States., Seattle Children's Research Institute, 145793, Cystic Fibrosis Therapeutics Development Network Coordinating Center, Seattle, Washington, United States; omcelv@uw.edu.",2,53033
"Odem-Davis K, @institution: Seattle Children's Research Institute, 145793, Seattle, Washington, United States.",2,53033
"Hartzler AL, @institution: University of Washington, 7284, Division of Biomedical and Health Informatics, Seattle, Washington, United States.",2,53033
"Sullivan E, @institution: Seattle Children's Research Institute, Seattle, Washington, United States.",2,53033
"Kinghorn B, @institution: University of Washington School of Medicine, Pediatrics, Seattle, Washington, United States., Seattle Children's Research Institute, Seattle, Washington, United States; Breanna.kinghorn@seattlechildrens.org.",2,53033
"Godfrey EM, @institution: Departments of Family Medicine and Obstetrics and Gynecology, University of Washington, Seattle, WA, United States.",2,53033
"Gold LS, @institution: Department of Radiology, University of Washington, Seattle, Washington, United States.",2,53033
"Greenberg EP, @institution: Department of Microbiology, University of Washington, Seattle, WA, United States.",2,53033
"Koff JL, @institution: Center for Phage Biology and Therapy, Yale University, New Haven, Connecticut, United States of America., Department of Medicine, Yale University, New Haven, Connecticut, United States of America.",2,09170
"Beerman L, @institution: Division of Pediatric Cardiology, Department of Pediatrics, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States of America.",2,42003
"Chen K, @institution: Department of Medicine, University of Pittsburgh Medical Center Montefiore Hospital, Pittsburgh, Pennsylvania, United States of America.",2,42003
"Kienholz ML, @institution: Department of Medicine, Division of Gastroenterology, Hepatology and Nutrition, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.",2,42003
"Sun M, @institution: Center for Biological Imaging, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.",2,42003
"Howard-Anderson J, @institution: Division of Infectious Diseases, Department of Medicine, Emory University School of Medicine, Atlanta, Georgia., Georgia Emerging Infections Program, Atlanta, Georgia.",2,13121
"Read TD, @institution: Division of Infectious Diseases and Department of Human Genetics, Emory University School of Medicine, Atlanta, Georgia, USA.",2,13121
"Goldberg JB, @institution: Department of Pediatrics, Division of Pulmonology, Allergy/Immunology, Cystic Fibrosis and Sleep, Emory University, Atlanta, Georgia, USA., Emory-Children's Center for Cystic Fibrosis Research, Children's Healthcare of Atlanta, Atlanta, Georgia, USA.",2,13121
"Starks M, @institution: Center for Cystic Fibrosis and Airways Disease Research, Emory University, Atlanta, Georgia.",2,13121
"Moriarty HK, @institution: Division of Pulmonary, Allergy, Critical Care and Sleep Medicine, Department of Medicine, Emory University School of Medicine, Atlanta, Georgia.",2,13121
